"Species","col_2b","col_16S","Group","Color"
"Loktanella",0,0.000151403,"s9_12","16S only"
"Luminiphilus",0,0.000923557,"s9_12","16S only"
"Luteitalea",0,3.02805e-05,"s9_12","16S only"
"Maledivibacter",0,0.000211964,"s9_12","16S only"
"Marinobacter",0,7.57014e-05,"s9_12","16S only"
"Marinoscillum",0,4.54208e-05,"s9_12","16S only"
"Maritimibacter",0,0.000181683,"s9_12","16S only"
"MB-PLM-2",0,6.05611e-05,"s9_12","16S only"
"MB11C04",0,3.02805e-05,"s9_12","16S only"
"MED-G11",0,6.05611e-05,"s9_12","16S only"
"MED-G116",0,3.02805e-05,"s9_12","16S only"
"MED-G14",0,3.02805e-05,"s9_12","16S only"
"MED-G82",0,7.57014e-05,"s9_12","16S only"
"Mesorhizobium",0,0.000363367,"s9_12","16S only"
"Metamycoplasma",0.0013998,0.001044679,"s9_12","shared"
"Methanocella",0,0.002013657,"s9_12","16S only"
"Methylobacterium",0,0.000151403,"s9_12","16S only"
"Methyloceanibacter",0,9.08416e-05,"s9_12","16S only"
"Methylocella",0,7.57014e-05,"s9_12","16S only"
"Microbispora",0,3.02805e-05,"s9_12","16S only"
"Microbulbifer",0,4.54208e-05,"s9_12","16S only"
"Micromonospora",0,0.00057533,"s9_12","16S only"
"Micropelagos",0,4.54208e-05,"s9_12","16S only"
"Microvirga",0,0.000333086,"s9_12","16S only"
"Mizugakiibacter",0,7.57014e-05,"s9_12","16S only"
"Mobiluncus",0,7.57014e-05,"s9_12","16S only"
"Mogibacterium",0.00656004,0.000590471,"s9_12","shared"
"Moorella",0,0.000105982,"s9_12","16S only"
"Moraxella",0,0.004557223,"s9_12","16S only"
"Moraxella_A",0,3.02805e-05,"s9_12","16S only"
"Mucilaginibacter",0,0.000121122,"s9_12","16S only"
"Mycobacterium",0,0.000105982,"s9_12","16S only"
"Neisseria",0.153378959,0.168480976,"s9_12","shared"
"Neobacillus",0,3.02805e-05,"s9_12","16S only"
"Neptunomonas",0,0.000257385,"s9_12","16S only"
"Niabella",0,4.54208e-05,"s9_12","16S only"
"Nitrosocosmicus",0,3.02805e-05,"s9_12","16S only"
"Nocardioides",0,4.54208e-05,"s9_12","16S only"
"Novosphingobium",0,3.02805e-05,"s9_12","16S only"
"Octadecabacter",0,3.02805e-05,"s9_12","16S only"
"Ohtaekwangia",0,3.02805e-05,"s9_12","16S only"
"OLB7",0,4.54208e-05,"s9_12","16S only"
"Oligoflexus",0,4.54208e-05,"s9_12","16S only"
"Olsenella",0.00085279,0.000484489,"s9_12","shared"
"Oribacterium",0.002666727,0.015882148,"s9_12","shared"
"Ottowia",0.01425724,0.007025087,"s9_12","shared"
"Palsa-147",0,7.57014e-05,"s9_12","16S only"
"PALSA-647",0,6.05611e-05,"s9_12","16S only"
"Palsa-870",0,3.02805e-05,"s9_12","16S only"
"Pandoraea",0,0.000121122,"s9_12","16S only"
"Pantoea",0,0.000741873,"s9_12","16S only"
"Paracoccus",0,0.000121122,"s9_12","16S only"
"Paradesulfovibrio",0,4.54208e-05,"s9_12","16S only"
"Parapedobacter",0,0.000166543,"s9_12","16S only"
"Parasphingorhabdus",0,0.000211964,"s9_12","16S only"
"Parvimonas",0.003108422,0.003906191,"s9_12","shared"
"Pauljensenia",0.00497314,0.003451983,"s9_12","shared"
"Pediococcus",0,0.001408046,"s9_12","16S only"
"Pelagibacter",0,7.57014e-05,"s9_12","16S only"
"Pelagibius",0,7.57014e-05,"s9_12","16S only"
"Peptidiphaga",0.001148819,0,"s9_12","2b only"
"Peptoanaerobacter",0.00477347,0.00328544,"s9_12","shared"
"Peptostreptococcus",0.001586316,0.002089358,"s9_12","shared"
"Petrotoga",0,0.000287665,"s9_12","16S only"
"Phaeobacter",0,3.02805e-05,"s9_12","16S only"
"Phaeodactylibacter",0,7.57014e-05,"s9_12","16S only"
"Phascolarctobacterium_A",0,4.54208e-05,"s9_12","16S only"
"Phenylobacterium",0,7.57014e-05,"s9_12","16S only"
"Phocaeicola",0,4.54208e-05,"s9_12","16S only"
"Photobacterium",0,3.02805e-05,"s9_12","16S only"
"Polyangium_A",0,3.02805e-05,"s9_12","16S only"
"Polynucleobacter",0,3.02805e-05,"s9_12","16S only"
"Porphyromonas",0.032730453,0.025435661,"s9_12","shared"
"Prevotella",0.095356021,0.028751382,"s9_12","shared"
"Prevotellamassilia",0,0.000136262,"s9_12","16S only"
"Pseudoalteromonas",0,9.08416e-05,"s9_12","16S only"
"Pseudobacteriovorax",0,3.02805e-05,"s9_12","16S only"
"Pseudolabrys",0,4.54208e-05,"s9_12","16S only"
"Pseudoleptotrichia",0.003609621,0.003043195,"s9_12","shared"
"Pseudomonas_D",0,0.000681312,"s9_12","16S only"
"Pseudomonas_E",2.11931e-05,0.001211222,"s9_12","shared"
"Pseudoruegeria",0,3.02805e-05,"s9_12","16S only"
"Pseudosphingobacterium",0,6.05611e-05,"s9_12","16S only"
"Puniceispirillum",0,0.000136262,"s9_12","16S only"
"QFNR01",0.000254465,0,"s9_12","2b only"
"QHYU01",0,6.05611e-05,"s9_12","16S only"
"QQVD01",0,3.02805e-05,"s9_12","16S only"
"Ralstonia",0.002430913,0,"s9_12","2b only"
"RC9",0,0.000423928,"s9_12","16S only"
"RCC307",0,0.000272525,"s9_12","16S only"
"REDI01",0,9.08416e-05,"s9_12","16S only"
"Reyranella",0,3.02805e-05,"s9_12","16S only"
"RFSX01",0,0.000227104,"s9_12","16S only"
"Rheinheimera",0,0.000166543,"s9_12","16S only"
"Rhizomicrobium",0,0.000726733,"s9_12","16S only"
"Rhodanobacter",0,0.000211964,"s9_12","16S only"
"Rhodopseudomonas",0,6.05611e-05,"s9_12","16S only"
"RKRQ01",0,6.05611e-05,"s9_12","16S only"
"Romboutsia",0,6.05611e-05,"s9_12","16S only"
"Roseiarcus",0,4.54208e-05,"s9_12","16S only"
"Roseibacillus_B",0,4.54208e-05,"s9_12","16S only"
"Roseibium",0,3.02805e-05,"s9_12","16S only"
"Rothia",0.089607153,0.084028524,"s9_12","shared"
"Rubrimentiphilum",0,0.00054505,"s9_12","16S only"
"Rubritalea",0,6.05611e-05,"s9_12","16S only"
"Ruegeria",0,0.001483747,"s9_12","16S only"
"S36-B12",0,0.000317946,"s9_12","16S only"
"Saccharimonas",0.00353376,0,"s9_12","2b only"
"Schwartzia",0,0.000181683,"s9_12","16S only"
"SCSIO-58843",0,0.000242244,"s9_12","16S only"
"SDRW01",0.00060943,0,"s9_12","2b only"
"SDU3-3",0,3.02805e-05,"s9_12","16S only"
"Selenomonas",0.000736204,0.000378507,"s9_12","shared"
"Shewanella",0,0.000802435,"s9_12","16S only"
"Shuttleworthia",0.000117099,0,"s9_12","2b only"
"Simkania",0,3.02805e-05,"s9_12","16S only"
"Sinorhizobium",0,0.000136262,"s9_12","16S only"
"Slackia",0.000419621,0,"s9_12","2b only"
"Snodgrassella",0,7.57014e-05,"s9_12","16S only"
"SOKP01",0,0.000211964,"s9_12","16S only"
"Solibacter",0,0.000136262,"s9_12","16S only"
"Solirubrobacter",0,0.000196824,"s9_12","16S only"
"Sphaerisporangium",0,0.000136262,"s9_12","16S only"
"Sphingobacterium",0,4.54208e-05,"s9_12","16S only"
"Sphingobium",0,0.000211964,"s9_12","16S only"
"Sphingomicrobium",0,0.000393647,"s9_12","16S only"
"Sphingomonas",1.82736e-05,0.000121122,"s9_12","shared"
"Spirillospora",0,0.000605611,"s9_12","16S only"
"Staphylococcus",0,7.57014e-05,"s9_12","16S only"
"Stenotrophomonas",5.35233e-05,0.000121122,"s9_12","shared"
"Stomatobaculum",3.66554e-05,0,"s9_12","2b only"
"Streptococcus",0.059174355,0.137337431,"s9_12","shared"
"Streptomyces",0,0.001029539,"s9_12","16S only"
"Sulfitobacter",0,0.000302805,"s9_12","16S only"
"Sulfotelmatobacter",0,0.000181683,"s9_12","16S only"
"SW132",0,0.001074959,"s9_12","16S only"
"Synechococcus_C",0,0.000257385,"s9_12","16S only"
"Syntrophaceticus",0,0.000181683,"s9_12","16S only"
"SZUA-217",0,9.08416e-05,"s9_12","16S only"
"SZUA-442",0,0.000635892,"s9_12","16S only"
"SZUA-521",0,3.02805e-05,"s9_12","16S only"
"Tannerella",0.062714858,0.006283214,"s9_12","shared"
"Tepidanaerobacter",0,0.000105982,"s9_12","16S only"
"Tepidibacter_A",0,9.08416e-05,"s9_12","16S only"
"Tepidiforma",0,6.05611e-05,"s9_12","16S only"
"Tepidimonas",1.93549e-05,0,"s9_12","2b only"
"Terracidiphilus",0,0.000408787,"s9_12","16S only"
"Thauera",0,7.57014e-05,"s9_12","16S only"
"Thermosipho_A",0,0.000333086,"s9_12","16S only"
"Thiodiazotropha",0,7.57014e-05,"s9_12","16S only"
"TM7x",0.003555327,0.000847855,"s9_12","shared"
"TMED112",0,3.02805e-05,"s9_12","16S only"
"Trebonia",0,0.000514769,"s9_12","16S only"
"Treponema",0.00864823,0.008629957,"s9_12","shared"
"Treponema_B",0.013052634,0.009826038,"s9_12","shared"
"Treponema_C",0.009470638,0.002664688,"s9_12","shared"
"Treponema_D",0.001235796,0.001074959,"s9_12","shared"
"Trinickia",0,0.000454208,"s9_12","16S only"
"Tropicimonas",0,0.000196824,"s9_12","16S only"
"Tumebacillus_A",0,0.000635892,"s9_12","16S only"
"UA16",0,7.57014e-05,"s9_12","16S only"
"UBA10364",0,0.000196824,"s9_12","16S only"
"UBA1103",0.000863081,7.57014e-05,"s9_12","shared"
"UBA11358",0,0.000166543,"s9_12","16S only"
"UBA11361",0,7.57014e-05,"s9_12","16S only"
"UBA11869",0,6.05611e-05,"s9_12","16S only"
"UBA119",0,3.02805e-05,"s9_12","16S only"
"UBA1191",0,0.000242244,"s9_12","16S only"
"UBA1275",0,7.57014e-05,"s9_12","16S only"
"UBA1315",0,4.54208e-05,"s9_12","16S only"
"UBA1844",0,0.000363367,"s9_12","16S only"
"UBA2767",0,0.000166543,"s9_12","16S only"
"UBA2866",0,9.08416e-05,"s9_12","16S only"
"UBA287",0,3.02805e-05,"s9_12","16S only"
"UBA2995",0,3.02805e-05,"s9_12","16S only"
"UBA3125",0,0.000105982,"s9_12","16S only"
"UBA3537",0,3.02805e-05,"s9_12","16S only"
"UBA4093",0,4.54208e-05,"s9_12","16S only"
"UBA6002",0,4.54208e-05,"s9_12","16S only"
"UBA6082",0,6.05611e-05,"s9_12","16S only"
"UBA695",0,3.02805e-05,"s9_12","16S only"
"UBA7441",0,4.54208e-05,"s9_12","16S only"
"UBA8529",0,0.005223395,"s9_12","16S only"
"UBA9145",0,4.54208e-05,"s9_12","16S only"
"UBA964",0,0.001453466,"s9_12","16S only"
"UBA9659",0,4.54208e-05,"s9_12","16S only"
"UMGS1907",0.000395923,0,"s9_12","2b only"
"UWMA-0346",0,3.02805e-05,"s9_12","16S only"
"Vallitalea",0,0.000302805,"s9_12","16S only"
"Vallitalea_A",0,0.002694969,"s9_12","16S only"
"Vampirovibrio",0,3.02805e-05,"s9_12","16S only"
"Veillonella",0.01261763,0.00498115,"s9_12","shared"
"Vibrio",0,0.001256643,"s9_12","16S only"
"Vulcanococcus",0,0.000211964,"s9_12","16S only"
"Vulgatibacter",0,4.54208e-05,"s9_12","16S only"
"VYCW01",0,9.08416e-05,"s9_12","16S only"
"W11650",0.003938032,0,"s9_12","2b only"
"W260",0,4.54208e-05,"s9_12","16S only"
"Wenzhouxiangella",0,6.05611e-05,"s9_12","16S only"
"Winogradskyella",0,3.02805e-05,"s9_12","16S only"
"WLWT01",0,4.54208e-05,"s9_12","16S only"
"WLWV01",0,9.08416e-05,"s9_12","16S only"
"Woeseia",0,7.57014e-05,"s9_12","16S only"
"Wolbachia",0,0.000439068,"s9_12","16S only"
"WTFX01",0,4.54208e-05,"s9_12","16S only"
"Yoonia",0,7.57014e-05,"s9_12","16S only"
"Z2-YC6860",0,0.000136262,"s9_12","16S only"
"Abiotrophia",0.000351878,0.000166436,"s9_14","shared"
"Acetatifactor",0,0.000649102,"s9_14","16S only"
"Achromobacter",0,4.99309e-05,"s9_14","16S only"
"Acinetobacter",9.38737e-05,0.000349517,"s9_14","shared"
"Actinomyces",0.005387451,0.002213605,"s9_14","shared"
"Agathobaculum",0,9.98619e-05,"s9_14","16S only"
"Aggregatibacter",0.009160028,0.010602001,"s9_14","shared"
"Agrobacterium",0,0.000748964,"s9_14","16S only"
"Agromyces_B",0,0.000682389,"s9_14","16S only"
"Akkermansia",0,4.99309e-05,"s9_14","16S only"
"Alistipes",0,4.99309e-05,"s9_14","16S only"
"Allisonella",0.005637575,0.002579765,"s9_14","shared"
"Alloprevotella",0.020018303,0,"s9_14","2b only"
"ALPHA2B",0,0.000149793,"s9_14","16S only"
"Alterileibacterium",0,4.99309e-05,"s9_14","16S only"
"AM07-15",0,3.32873e-05,"s9_14","16S only"
"Aminipila",0,0.000515953,"s9_14","16S only"
"Aminivibrio",0,0.002030524,"s9_14","16S only"
"Anaerobutyricum",0,0.000149793,"s9_14","16S only"
"Anaeroglobus",0.003251664,0.001015262,"s9_14","shared"
"Anaeromassilibacillus",0,4.99309e-05,"s9_14","16S only"
"Anaerosacchariphilus",0,0.00018308,"s9_14","16S only"
"Anaerotignum",0,4.99309e-05,"s9_14","16S only"
"Ancrocorticia",0,0.000382804,"s9_14","16S only"
"Angelakisella",0,3.32873e-05,"s9_14","16S only"
"Arachnia",0.000372915,0,"s9_14","2b only"
"Aureimonas_A",0,0.000133149,"s9_14","16S only"
"B15-G4",0,3.32873e-05,"s9_14","16S only"
"Bacillus_A",5.29833e-05,0,"s9_14","2b only"
"Bacteroides",9.77988e-05,0.000399447,"s9_14","shared"
"Bacteroides_D",0.000472293,0,"s9_14","2b only"
"Bariatricus",0,0.000233011,"s9_14","16S only"
"Bergeyella_A",0,0.00018308,"s9_14","16S only"
"Bifidobacterium",0.002546611,3.32873e-05,"s9_14","shared"
"Blautia_A",0,0.001547859,"s9_14","16S only"
"Bosea",0,0.000116506,"s9_14","16S only"
"Brevundimonas",1.38351e-05,0,"s9_14","2b only"
"Bulleidia",0.003461942,0.00018308,"s9_14","shared"
"Butyricicoccus_A",0,0.000582528,"s9_14","16S only"
"Butyricimonas",0,3.32873e-05,"s9_14","16S only"
"Butyrivibrio",0,9.98619e-05,"s9_14","16S only"
"BX7",0,3.32873e-05,"s9_14","16S only"
"CAG-115",0,0.002313466,"s9_14","16S only"
"CAG-180",0,0.000349517,"s9_14","16S only"
"CAG-41",0,0.000116506,"s9_14","16S only"
"CAG-417",0,4.99309e-05,"s9_14","16S only"
"CAG-475",0,0.000948688,"s9_14","16S only"
"CAG-485",0,0.000532597,"s9_14","16S only"
"CAG-521",0,6.65746e-05,"s9_14","16S only"
"CAG-791",4.3145e-05,0,"s9_14","2b only"
"CAG-793",0.000248126,0,"s9_14","2b only"
"Campylobacter",0.000154662,0,"s9_14","2b only"
"Campylobacter_A",0.016745439,0.020138808,"s9_14","shared"
"Campylobacter_B",0.000327833,0,"s9_14","2b only"
"Capnocytophaga",0.006795242,0.003728176,"s9_14","shared"
"Cardiobacterium",0.001388625,0.00123163,"s9_14","shared"
"Catonella",0.001506909,0,"s9_14","2b only"
"Centipeda",0.0031658,0.002246892,"s9_14","shared"
"Chitinophaga",0,0.000166436,"s9_14","16S only"
"Chlamydophila",0.00027627,0,"s9_14","2b only"
"Chryseobacterium",0,0.001381422,"s9_14","16S only"
"Clostridium",0,0.000565884,"s9_14","16S only"
"Clostridium_A",0,3.32873e-05,"s9_14","16S only"
"Clostridium_P",0,3.32873e-05,"s9_14","16S only"
"Collinsella",0,6.65746e-05,"s9_14","16S only"
"Conchiformibius",3.1462e-05,0,"s9_14","2b only"
"Coprococcus",0,4.99309e-05,"s9_14","16S only"
"Corynebacterium",0.001850054,0.001281561,"s9_14","shared"
"Criibacterium",9.54109e-05,0,"s9_14","2b only"
"Cryptobacterium",2.95149e-05,0,"s9_14","2b only"
"Cupriavidus",0,0.000216367,"s9_14","16S only"
"Cutibacterium",0.00016612,3.32873e-05,"s9_14","shared"
"Desulfobulbus",0.000999188,0.00018308,"s9_14","shared"
"Desulfonispora",0,3.32873e-05,"s9_14","16S only"
"Devosia",0,0.00018308,"s9_14","16S only"
"Dialister",0.008776733,0.003528452,"s9_14","shared"
"Dialister_B",1.05557e-05,0,"s9_14","2b only"
"DNF00809",2.26486e-05,4.99309e-05,"s9_14","shared"
"Duncaniella",0,9.98619e-05,"s9_14","16S only"
"Eikenella",0.00084764,0.001031906,"s9_14","shared"
"Emergencia",0,9.98619e-05,"s9_14","16S only"
"Ensifer",0,3.32873e-05,"s9_14","16S only"
"Enterobacter",1.47574e-05,8.32182e-05,"s9_14","shared"
"Enterocloster",5.28808e-05,6.65746e-05,"s9_14","shared"
"Eubacterium_A",0.020733213,0.00356174,"s9_14","shared"
"Eubacterium_B",0.004980949,0.001081837,"s9_14","shared"
"Eubacterium_F",0,0.00018308,"s9_14","16S only"
"Eubacterium_M",0.01035399,0.001298204,"s9_14","shared"
"Eubacterium_N",3.52539e-05,0.001248273,"s9_14","shared"
"Eubacterium_O",0,4.99309e-05,"s9_14","16S only"
"Eubacterium_R",0,0.001497928,"s9_14","16S only"
"F0040",0.004757729,0.011151241,"s9_14","shared"
"F0058",0.005265256,0.001115124,"s9_14","shared"
"F0422",0.001504324,0.002463259,"s9_14","shared"
"F0428",0.000236599,0.000216367,"s9_14","shared"
"Faecalibacterium",0,0.002280179,"s9_14","16S only"
"Filifactor",0.03132386,0,"s9_14","2b only"
"Flavonifractor",0,8.32182e-05,"s9_14","16S only"
"Flexilinea",0.000354845,0,"s9_14","2b only"
"Fournierella",0,3.32873e-05,"s9_14","16S only"
"Fretibacterium",0.005639794,0,"s9_14","2b only"
"Fusicatenibacter",0,8.32182e-05,"s9_14","16S only"
"Fusobacterium",0.013314957,0.036665945,"s9_14","shared"
"Gemella",0.010176013,0.010984804,"s9_14","shared"
"GN02-872",0.000931029,0.000166436,"s9_14","shared"
"GN02-873",0.000613876,3.32873e-05,"s9_14","shared"
"Granulicatella",0.003092768,0.005509046,"s9_14","shared"
"Haemophilus",0.002159702,0.002679627,"s9_14","shared"
"Haemophilus_A",0.006861645,0.000998619,"s9_14","shared"
"Haemophilus_D",0.015572948,0.001564502,"s9_14","shared"
"Holdemanella",0,0.000249655,"s9_14","16S only"
"HOT-345",0.001558216,0.000532597,"s9_14","shared"
"Hydrogenophaga",0,3.32873e-05,"s9_14","16S only"
"Intestinimonas",0,0.00018308,"s9_14","16S only"
"JABCPE02",0.000920673,0,"s9_14","2b only"
"JABCPG02",0.000244486,0,"s9_14","2b only"
"JABCPH02",0.001273278,0,"s9_14","2b only"
"Johnsonella",0.00046994,9.98619e-05,"s9_14","shared"
"Jonquetella",2.10089e-05,0,"s9_14","2b only"
"Kaistia",0,0.000116506,"s9_14","16S only"
"Kingella_A",0.000445896,0,"s9_14","2b only"
"Kingella_B",0.000166918,0.000282942,"s9_14","shared"
"Klebsiella",4.76542e-05,0,"s9_14","2b only"
"Lachnoanaerobaculum",0.001945567,0.002080455,"s9_14","shared"
"Lachnospira",0,0.000332873,"s9_14","16S only"
"Lacrimispora",0,0.001264917,"s9_14","16S only"
"Lactobacillus",0.000109041,0.005509046,"s9_14","shared"
"Lancefieldella",0.004738661,0.002396685,"s9_14","shared"
"Lautropia",0.009388782,0,"s9_14","2b only"
"Lawsonella",2.54156e-05,0,"s9_14","2b only"
"Lawsonibacter",0,0.000515953,"s9_14","16S only"
"Leptotrichia",0.016897633,0.027561873,"s9_14","shared"
"Leptotrichia_A",0.001458796,0.003711532,"s9_14","shared"
"Ligilactobacillus",0,0.005492402,"s9_14","16S only"
"Limosilactobacillus",0,0.003794751,"s9_14","16S only"
"Marvinbryantia",0,3.32873e-05,"s9_14","16S only"
"Massilioclostridium",0,0.000216367,"s9_14","16S only"
"Mediterraneibacter",0,3.32873e-05,"s9_14","16S only"
"Mesomycoplasma",0,0.000249655,"s9_14","16S only"
"Metamycoplasma",0,0.003112361,"s9_14","16S only"
"Microbacterium",0,0.000599171,"s9_14","16S only"
"Mitsuokella",3.69243e-05,0,"s9_14","2b only"
"Mogibacterium",0.009033068,0.000499309,"s9_14","shared"
"Moraxella",0,0.000649102,"s9_14","16S only"
"Moraxella_A",0,3.32873e-05,"s9_14","16S only"
"Muribaculum",0,0.000149793,"s9_14","16S only"
"Muricomes",0,4.99309e-05,"s9_14","16S only"
"Neisseria",0.067153137,0.074829819,"s9_14","shared"
"Nocardioides",0,4.99309e-05,"s9_14","16S only"
"NSJ-38",0,0.000166436,"s9_14","16S only"
"NSJ-40",0,6.65746e-05,"s9_14","16S only"
"Odoribacter",0,0.000149793,"s9_14","16S only"
"Olegusella",3.73035e-05,0,"s9_14","2b only"
"Olsenella",0.001276291,0.000382804,"s9_14","shared"
"Olsenella_E",0,8.32182e-05,"s9_14","16S only"
"Oribacterium",0.006847409,0.005009737,"s9_14","shared"
"Ornithobacterium",8.6495e-05,0,"s9_14","2b only"
"Oscillibacter",0,0.000466022,"s9_14","16S only"
"Ottowia",0.000857806,0.000499309,"s9_14","shared"
"Paenibacillus_C",0,9.98619e-05,"s9_14","16S only"
"Parabacteroides",0,0.000932044,"s9_14","16S only"
"Paraprevotella",0,9.98619e-05,"s9_14","16S only"
"Parascardovia",9.06967e-05,0,"s9_14","2b only"
"Parasutterella",0,6.65746e-05,"s9_14","16S only"
"Parvimonas",0.003153199,0.000798895,"s9_14","shared"
"Pauljensenia",0.002811239,0.001264917,"s9_14","shared"
"Peptidiphaga",0.001824533,0,"s9_14","2b only"
"Peptoanaerobacter",0.00225567,0.000599171,"s9_14","shared"
"Peptostreptococcus",0.001967263,0.001181699,"s9_14","shared"
"Phascolarctobacterium_A",0,0.000865469,"s9_14","16S only"
"Phocaeicola",0.001320151,0.001165055,"s9_14","shared"
"Porphyromonas",0.074071853,0.056771466,"s9_14","shared"
"Prevotella",0.329118388,0.395569462,"s9_14","shared"
"Prevotellamassilia",0,0.004410565,"s9_14","16S only"
"Pseudoleptotrichia",0,0.004177554,"s9_14","16S only"
"Pseudomonas_E",1.77294e-05,0.00557562,"s9_14","shared"
"Pseudomonas_F",0,0.000216367,"s9_14","16S only"
"Pseudoramibacter",0.000275075,0,"s9_14","2b only"
"Pseudoxanthomonas_A",0,0.002662983,"s9_14","16S only"
"QFNR01",1.67046e-05,0,"s9_14","2b only"
"Ralstonia",0.000193429,0,"s9_14","2b only"
"RC9",0,0.009054142,"s9_14","16S only"
"Reyranella",0,4.99309e-05,"s9_14","16S only"
"RF16",0,0.001264917,"s9_14","16S only"
"Rodentibacter",0.000174287,0.000282942,"s9_14","shared"
"Romboutsia",0,0.000932044,"s9_14","16S only"
"Roseburia",0,0.000682389,"s9_14","16S only"
"Rothia",0.014444026,0.013148478,"s9_14","shared"
"Rs-D84",0,0.000233011,"s9_14","16S only"
"RUG13077",0,9.98619e-05,"s9_14","16S only"
"RUG13160",0,3.32873e-05,"s9_14","16S only"
"RUG350",0,0.000216367,"s9_14","16S only"
"Ruminococcus",0,0.000466022,"s9_14","16S only"
"Ruminococcus_A",0,6.65746e-05,"s9_14","16S only"
"Ruminococcus_D",0,0.000133149,"s9_14","16S only"
"Ruminococcus_E",0,9.98619e-05,"s9_14","16S only"
"Ruthenibacterium",0,3.32873e-05,"s9_14","16S only"
"Saccharimonas",0.002199171,9.98619e-05,"s9_14","shared"
"Scardovia",0.001175365,0.000233011,"s9_14","shared"
"Schwartzia",0,0.000266298,"s9_14","16S only"
"SDRK01",0.000418202,0,"s9_14","2b only"
"SDRW01",0.000510173,0,"s9_14","2b only"
"Selenomonas",0.001675246,0.00123163,"s9_14","shared"
"Selenomonas_A",0,6.65746e-05,"s9_14","16S only"
"Selenomonas_C",1.36916e-05,0,"s9_14","2b only"
"SFTJ01",0,0.000282942,"s9_14","16S only"
"Shinella",0,3.32873e-05,"s9_14","16S only"
"Shuttleworthia",0.00152202,0,"s9_14","2b only"
"Simonsiella",0.000157147,6.65746e-05,"s9_14","shared"
"Slackia",0.000184828,0,"s9_14","2b only"
"Sphingobacterium",0,0.000332873,"s9_14","16S only"
"Sphingobium",2.81416e-05,0,"s9_14","2b only"
"Sphingomonas",0,0.000432735,"s9_14","16S only"
"Staphylococcus",3.29993e-05,0,"s9_14","2b only"
"Stenotrophomonas",1.06581e-05,0.001081837,"s9_14","shared"
"Stomatobaculum",0.000351793,0,"s9_14","2b only"
"Streptobacillus",0,0.000582528,"s9_14","16S only"
"Streptococcus",0.11316882,0.123562405,"s9_14","shared"
"SZUA-359",0,8.32182e-05,"s9_14","16S only"
"Tannerella",0.023478632,0.00251319,"s9_14","shared"
"Terrisporobacter",0,0.000199724,"s9_14","16S only"
"TM7x",0.001654455,0.001697652,"s9_14","shared"
"Treponema",0.004198778,0.007439708,"s9_14","shared"
