sample_id,S9_11,S9_12,S9_14,S9_1,S9_2,S9_6,S9_7,S9_9,S11_11,S11_12,S11_14,S11_1,S11_2,S11_6,S11_7,S11_9,S17_11,S17_12,S17_14,S17_1,S17_2,S17_6,S17_7,S17_9
Prevotella_SeregenS,515992,867155,795506,453358,4465855,8530,495254,720185,752771,2119300,463433,128426,3102212,17600,177316,592983,1054941,407771,363219,72400,2852212,12600,157886,529007
Prevotella_Shahii,131960,451273,316252,44000,1102656,6217223,2954513,2576447,765516,161466,296487,65800,2531697,665353,3821181,3000582,264994,190206,365580,93100,1178955,1411178,7472035,5226391
Prevotella_Sp000163055,0,122042,604697,83300,133152,1634822,181956,1231352,40100,33200,316370,81700,169226,1384995,236434,1127052,126009,76700,394436,393981,162106,2999792,362250,1423508
Prevotella_Sp000257925,234563,340482,3113442,196313,164148,3660790,1276497,347806,294603,336770,1345061,211687,257452,104316,1166886,392538,207620,55800,2077989,178655,304176,163041,1622450,517654
Prevotella_Sp000431975,0,0,0,0,0,0,0,4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_Sp000467895,104335,95400,14172106,538100,731182,3131106,3568735,5110657,54600,94900,5539203,351988,853037,568414,6278561,7668254,369668,17100,13876383,326659,759852,552917,4766312,7483046
Prevotella_Sp000599605,49100,42700,292609,20200,0,1916431,204099,43000,34400,26800,63700,10900,35700,20200,185739,32900,44900,9860,135645,7550,0,27700,233502,32000
Prevotella_Sp000688375,0,0,0,0,0,7220,0,11000,0,0,0,0,0,0,0,9920,0,0,0,0,0,0,0,27500
Prevotella_Sp000758925,0,0,49900,46800,328956,260543,0,200150,0,0,59700,31000,259144,19300,0,175787,0,0,65400,24100,218946,19400,0,165907
Prevotella_Sp001552765,0,0,0,0,0,17600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_Sp001553265,0,0,21000,0,0,0,0,3720,0,0,0,14400,0,0,0,0,0,0,0,7830,0,0,0,0
Prevotella_Sp002251365,0,0,8320,0,0,0,0,3010,0,0,0,0,0,0,0,3900,0,0,0,0,0,0,0,2340
Prevotella_Sp002353555,0,0,0,0,0,0,0,18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_Sp002394365,0,0,0,0,0,0,0,5890,0,0,0,0,0,0,0,7730,0,0,0,0,0,0,0,5190
Prevotella_Sp002394385,0,0,8960,26100,0,0,38100,14500,0,0,0,5240,0,0,12100,19400,0,0,15300,0,0,0,10800,16600
Prevotella_Sp002395135,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910
Prevotella_Sp002437285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4160,0,0,0,0
Prevotella_Sp002449845,0,0,0,0,0,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_Sp002479145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192351,0,0,0,0,0
Prevotella_Sp003043925,0,237199,221500,274004,171671,239680,41000,318961,0,350530,217732,74300,187809,46600,22600,380248,21700,95800,342202,36400,134931,47300,15500,298773
Prevotella_Sp003043945,33400,0,423994,43100,86500,20300,68100,71900,12800,22700,151887,10300,78000,10000,33200,76300,42300,0,320572,6860,26900,3340,44700,61900
Prevotella_Sp003932845,0,0,109721,0,0,0,97700,16300,0,0,66100,0,0,0,0,19500,0,0,44600,0,0,0,30500,17900
Prevotella_Sp013333285,0,291402,904585,150243,474011,6015250,752621,430132,0,66600,273975,58900,429088,71900,885435,512477,0,57900,293183,39800,84100,93200,935299,401714
Prevotella_Sp013333935,328661,38800,3773305,102524,156466,91000,1588137,395011,351803,81300,566213,121621,208629,122805,619357,279612,490807,6480,1181558,152730,58900,38900,482862,342501
Prevotella_Sp900109055,0,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_Sp900113305,0,0,54000,0,0,38900,6960,14000,0,0,19800,0,0,5360,5910,15100,0,0,44400,816,0,7050,0,11500
Prevotella_Sp900316565,0,0,0,0,0,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_Sp900317305,0,0,9200,0,0,0,0,4780,0,0,0,0,0,0,0,4620,0,0,0,0,0,0,0,3310
Prevotella_Sp900318395,0,0,0,0,0,2400,0,4220,0,0,0,0,0,0,0,4740,0,0,0,0,0,0,0,3250
Prevotella_Sp900319715,0,0,0,0,0,27800,0,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530
Prevotella_Sp900540375,0,0,38700,0,0,0,0,0,0,0,144532,0,0,0,0,0,0,0,42900,0,0,0,0,0
Prevotella_Sp900548585,0,0,61300,0,0,0,45000,5020,0,0,58300,0,0,0,0,4350,0,0,88600,0,0,0,0,3610
Prevotella_Sp902765585,0,0,0,0,0,0,0,0,0,0,0,0,0,5020,0,0,0,0,0,0,0,3390,0,0
Prevotella_Sp902775075,0,0,0,0,0,15200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_Sp902776545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420
Prevotella_Sp902776665,0,0,0,0,0,30100,0,1420,0,0,0,0,0,1980,0,384,0,0,12700,0,0,2200,0,0
Prevotella_Sp902801375,0,0,0,0,0,4800,0,0,0,0,0,0,0,3510,0,14500,0,0,0,0,0,5490,0,15800
Prevotella_Stercorea,0,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,47200,0,0,0,0,0,0,0,31100
Prevotella_timonenSiS,0,0,0,0,0,175016,0,247448,0,0,0,0,0,0,0,227981,0,0,0,0,0,0,0,132726
Prevotella_timonenSiS_A,0,0,36100,0,0,41200,16300,75900,0,0,22200,2420,0,7430,6400,84200,0,0,24800,3250,0,10800,5030,89300
Prevotella_veroraliS,827304,253069,1922570,171827,798488,1022284,2848820,1493877,620275,1221088,1030935,132075,1065068,299470,2396427,1532171,1085454,175896,1509943,158748,1807309,253072,2511767,2447259
PrevotellamaSSilia_Sp000437675,0,0,0,0,0,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrevotellamaSSilia_Sp004556745,0,0,0,0,0,43600,0,7870,0,0,0,0,0,0,0,11400,0,0,0,0,0,15100,0,10700
PrevotellamaSSilia_Sp004558535,0,0,0,0,0,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrevotellamaSSilia_Sp900539625,0,0,0,0,0,75600,0,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8370
PrevotellamaSSilia_Sp900768625,0,0,0,0,0,0,0,5340,0,0,0,0,0,7810,0,0,0,0,0,0,0,0,0,5470
PrevotellamaSSilia_timonenSiS,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
UBA1786_Sp002314525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28700,0,0,0,0,0,0,0,0,0
UBA3839_Sp900314125,0,0,0,0,0,28400,0,12400,0,0,0,0,0,0,0,17200,0,0,0,0,0,0,0,21200
UBA3839_Sp900321835,0,0,5690,0,0,0,0,58200,0,0,0,3100,0,0,0,79900,0,0,12400,1740,0,0,16400,105855
UBA4334_Sp902801475,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA4372_Sp900313705,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,6750,0,0,0,0,0,0,0,15000
UBA4372_Sp902783655,0,0,0,0,0,0,0,2170,0,0,0,0,0,0,0,2670,0,0,0,0,0,0,0,0
BacteroideS_D_periocalifornicuS,0,75800,99200,223345,468881,24100,294569,28000,0,0,102611,64200,369781,261040,73700,33800,0,0,76600,26900,165644,87700,25000,21300
BacteroideS_D_Sp013333835,0,0,373061,0,97100,0,1536600,0,0,0,403217,2780,172023,14700,363854,0,0,0,407655,0,53500,0,144837,0
JABCPG02_Sp013333195,136527,523614,244466,136909,357103,20200,1037922,42800,57400,99400,153115,19800,179555,15600,426389,52200,58900,8150,141263,6980,33600,4350,151153,31500
CAG-485_Sp002493045,0,13900,4120,0,0,783,0,0,10500,0,0,0,0,6670,0,0,45400,0,10300,0,0,1190,0,0
CAG-485_Sp009775375,0,0,0,0,0,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncaniella_duboSii,0,0,0,0,0,35100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncaniella_Sp001689575,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0
Muribaculum_Sp002492595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,0,5840,0,0,0,0,0
Paramuribaculum_inteStinale,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,11500,0,0,0,0,0,0,0
SodaliphiluS_Sp004557565,0,0,0,0,0,5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA3263_Sp001689615,0,0,12700,0,0,23800,0,0,0,0,0,0,0,8050,0,0,0,0,0,0,0,0,0,0
W0P31-042_Sp004557195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63400,0,0,0,0,0
F0058_Sp000163695,16059452,40026888,5264834,1262473,3167750,352274,9821373,2602714,4093969,10874106,7003134,831915,3462683,2733053,3472686,1898640,5594310,3019806,6778045,332537,1341619,1087180,1007272,1096842
PorphyromonaS_aSaccharolytica,0,0,0,0,0,38500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS_catoniae,473375,2348782,2962792,458856,1309063,831060,646744,2830683,513516,2364713,5460246,675468,5208598,3648008,730181,3242617,647034,918511,3235138,646237,6599502,2734667,442716,4289822
PorphyromonaS_circumdentaria,0,0,0,0,0,0,0,200559,0,0,0,0,0,0,0,294600,0,0,0,0,0,0,0,336748
PorphyromonaS_endodontaliS,27425320,21620684,63586087,14336361,7724879,1452441,40200911,9811353,12347447,7053022,53765100,3949600,8304747,1410039,15301732,14077116,13880899,2779340,47145436,1556655,4355142,887230,7682447,6578872
PorphyromonaS_gingivaliS,1402872,414941,315971,27954685,151907252,1439905,19727841,45617592,372151,367835,260202,7981138,107920657,3974577,5236157,59245683,1380626,43100,348458,2438900,61085697,1618868,2865266,25680301
PorphyromonaS_gulae,0,0,134738,44100,724470,5390,115724,339228,0,0,148870,16500,546589,29100,37600,453525,0,0,335960,7580,200470,26600,21900,265341
PorphyromonaS_loveana,0,0,0,0,0,3490,0,26000,0,0,0,0,0,0,0,34000,0,0,0,0,0,0,0,17700
PorphyromonaS_macacae,0,0,0,0,101646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS_paSteri,2541151,7870903,6664605,8317683,16804679,102102589,15455250,45489818,6918829,6316071,7872291,15933608,64746065,53281444,19134075,61246083,8494618,16547785,4224438,14149243,34181834,65060098,21656372,80999617
PorphyromonaS_Sp000467855,758435,234554,361937,516137,1826278,6455876,852536,27486656,894726,458374,331432,2070030,4251800,10004878,1828578,25351237,4096463,372310,317695,1591142,4923972,8230144,1920615,25596042
PorphyromonaS_Sp000768875,0,0,9360,0,0,9470,0,20300,0,0,23300,0,0,24700,0,16000,0,0,20600,3570,0,27100,0,16800
PorphyromonaS_Sp000769075,0,0,0,0,0,13000,0,14300,0,0,0,5960,0,9620,0,22600,0,0,0,16400,0,13700,2850,40900
PorphyromonaS_Sp001552775,0,0,0,0,0,3260,0,9420,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,5590
PorphyromonaS_Sp003640335,0,0,30400,1769033,1965556,1171281,0,2784434,52900,58600,116368,3691593,1781426,3098736,0,6798259,654182,62200,274113,15469857,3795962,4531311,68900,32761219
PorphyromonaS_Sp900538385,0,0,0,0,0,40300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS_Sp900539155,0,0,0,0,0,27600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS_Sp900539765,0,0,0,0,0,22900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS_Sp900546675,0,0,0,0,0,35400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS_Sp900548415,0,0,0,0,0,52600,0,8630,0,0,0,0,0,0,0,9900,0,0,0,0,0,0,0,10100
PorphyromonaS_uenoniS,0,166235,0,0,0,319972,0,0,0,72800,0,0,0,14000,0,0,0,0,0,0,0,18200,0,0
PorphyromonaS_uenoniS_A,0,73700,0,0,0,207752,65500,0,0,58300,0,0,0,2860,0,0,0,0,0,0,0,0,0,0
PorphyromonaS_A_Somerae,0,0,0,0,0,0,0,37700,0,0,0,0,0,0,0,38800,0,0,0,0,0,0,0,47700
PorphyromonaS_A_Sp001808555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15900,0,0,0,0,0
Draconibacterium_luteuS,0,0,0,0,0,0,0,0,0,0,0,14700,0,0,0,0,0,0,0,0,0,0,0,0
AliStipeS_onderdonkii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
ParabacteroideS_diStaSoniS,0,0,0,0,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParabacteroideS_faeciS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76800,0,0,0,0,0,0,0,9250
Tannerella_forSythia,16563936,47530058,20695288,8174832,30094808,186729,32438355,4928423,4381404,15746838,24727819,2605186,29639060,888579,9368402,4500387,9566987,4644444,20198806,997976,18349080,358081,3551146,2334165
Tannerella_forSythia_A,0,23700,18100,20800,159059,1140,103280,17500,0,10900,15100,7600,80800,3410,30400,18500,0,0,11200,2440,63000,1600,12000,8860
Tannerella_Sp002890585,1093491,4731649,1543186,155917,681964,99600,499095,525183,538560,4786746,194002,99700,651871,395602,165682,661869,539774,490199,280094,68600,347149,119210,145591,516755
Tannerella_Sp003033925,2148181,10428298,1220140,524236,849691,2028468,5285295,3761944,1304365,6729020,1437054,206371,1068284,3013589,2322616,5366107,690773,195251,1205990,182029,485732,651185,1398181,2826561
UBA3663_Sp900319235,0,0,0,0,0,1230,0,2680,0,0,0,0,0,0,0,0,0,0,10600,0,0,0,0,4090
RC9_Sp900317925,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17300
Hymenobacter_Sp004745645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820,0,0
SpiroSoma_panaciterrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,0
Capnocytophaga_endodontaliS,230312,3021502,367133,124366,306631,140372,2166495,524287,154190,2427942,518719,223321,465951,715390,799379,520932,433997,667798,501227,188400,520553,358237,365738,487127
Capnocytophaga_gingivaliS,852943,4207966,342450,487103,629072,1707134,2427394,3227638,813643,3295955,527206,1172029,2006896,4227835,1575218,3357680,2002023,2982627,479394,1472988,1229386,1686582,1283773,2720606
Capnocytophaga_granuloSa,430889,5330584,482524,339520,256100,1074898,3185164,4167585,209257,5927937,442153,331873,251127,1228873,3130243,2527440,428408,2984830,578999,615290,156938,618893,2448836,2999799
Capnocytophaga_haemolytica,0,0,281814,12600,0,0,820449,91200,0,0,391038,8950,0,2070,405133,91000,0,0,455346,6890,0,0,259153,129332
Capnocytophaga_leadbetteri,764091,3108823,1741861,1329138,855047,4520599,4542274,13302920,517698,3227326,2023083,2399445,1010333,3288940,2844720,12514518,1580053,1767389,1589536,2345297,898487,2398351,4088944,9839143
Capnocytophaga_ochracea,5276604,12370784,1024110,1052371,1301138,301159,2736564,1362504,2131142,6775207,1470350,977071,2380022,1560477,1065677,1409139,3608537,3196786,1687052,783434,1393333,671525,544563,1286633
Capnocytophaga_Sp000192225,0,2170956,55400,38700,0,63800,358037,284589,0,560347,42300,45900,135241,102701,180776,248568,0,223609,54400,34100,0,55500,87100,263406
Capnocytophaga_Sp000318275,0,3220640,1145538,179036,233458,125200,2281555,1947271,22500,1582356,1530456,456446,113478,174469,1157692,1384296,75200,803620,735926,553585,136834,187853,810884,890830
Capnocytophaga_Sp000466425,0,416363,484553,941649,83000,36000,2797364,4019210,0,733278,445032,1806181,0,162029,1773504,2396355,108479,145289,217528,1659167,40400,97400,1471699,2276674
Capnocytophaga_Sp002999135,0,561257,50700,75700,0,27500,65300,159414,0,140598,51600,200076,74600,50300,53200,132281,48500,189861,46900,226975,90200,34700,37600,103035
Capnocytophaga_Sputigena,1185153,9484727,818552,859137,1870774,225573,1992707,1935374,710844,4559778,1231544,3067320,3544747,2406346,780260,2219295,2527979,3892215,1054380,2844116,3745518,1327821,457993,1649179
Algoriella_xinjiangenSiS,0,0,0,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergeyella_A_cardium,986444,122034,0,79300,1167987,263095,1596551,3314637,226323,753195,0,136962,336079,4876538,2458500,2446466,1021228,1412094,8600,583719,405560,2337287,1392093,1250340
JABCPE02_Sp013333255,365158,445938,685522,713386,1423530,1391637,952388,563644,505831,394754,1331497,1718495,2399725,3080538,1129202,575465,1653812,821876,1750270,2893985,2504745,2833838,1006495,468777
JABCPE02_Sp013333875,671473,0,235077,248157,464854,392840,454916,281609,347448,139498,399502,1004746,537755,1147973,399525,238611,1661015,334237,1063520,1683648,1433404,1233806,353673,153793
Ornithobacterium_hominiS,0,0,86500,0,0,0,0,0,0,0,126486,0,0,0,0,0,0,0,827794,0,0,0,0,0
Sphingobacterium_thalpophilum,0,0,0,3650,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,354,0,0,0,0
Campylobacter_lawSonii,0,0,154650,0,0,0,0,0,0,0,119555,0,0,0,0,0,0,0,188134,0,0,0,0,0
Campylobacter_A_conciSuS_A,0,0,136068,180061,0,121979,414533,75100,0,0,0,0,0,69800,340488,77100,0,0,0,0,0,61800,250447,41600
Campylobacter_A_conciSuS_B,0,0,56700,0,0,25800,114188,331958,0,0,0,0,0,0,166083,169609,0,0,150579,24500,0,0,94200,87500
Campylobacter_A_conciSuS_C,0,390968,679797,507044,366303,547199,1169807,264881,0,243704,456231,69600,349928,173368,888866,215465,0,96100,310798,51900,0,58200,720797,165455
Campylobacter_A_conciSuS_D,0,761993,123893,94300,0,102305,316385,64300,0,0,0,0,0,71400,139085,55200,0,0,0,0,0,54500,136955,45500
Campylobacter_A_conciSuS_F,0,566843,441280,616636,0,392035,1167881,251653,0,117573,83600,85200,453109,167991,884235,211438,0,103706,196389,70700,0,101930,595402,194254
Campylobacter_A_conciSuS_G,0,0,0,0,0,11800,0,53500,0,0,0,0,0,51000,0,32400,0,0,30300,31400,0,0,0,0
Campylobacter_A_conciSuS_H,0,0,142004,0,0,0,0,158067,0,0,0,0,0,0,0,93900,0,0,0,0,0,0,0,113989
Campylobacter_A_conciSuS_I,0,520086,367036,139296,0,131602,530163,411973,0,400900,405895,34200,0,236677,367164,267443,0,0,405313,66500,0,118273,254491,222201
Campylobacter_A_conciSuS_J,0,0,0,0,0,41800,106130,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51800,26400
Campylobacter_A_conciSuS_K,0,0,0,0,0,45400,0,57200,0,0,0,0,0,38400,0,0,0,0,0,0,0,0,0,30700
Campylobacter_A_conciSuS_L,0,0,128157,0,0,21300,0,27100,0,0,0,0,0,0,0,0,0,0,132502,0,0,0,0,0
Campylobacter_A_conciSuS_M,0,0,0,0,0,43800,0,92100,0,0,0,0,0,0,0,38400,0,0,0,0,0,0,0,0
Campylobacter_A_conciSuS_N,0,0,0,0,0,0,0,28600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A_conciSuS_O,0,0,0,0,0,21300,0,0,0,0,0,0,0,33100,0,0,0,0,0,0,0,0,0,0
Campylobacter_A_conciSuS_P,0,0,0,74600,0,15300,0,0,0,0,0,17700,0,44600,0,0,408909,0,97700,0,0,0,0,0
Campylobacter_A_conciSuS_Q,0,0,0,0,0,58700,222035,99200,0,0,0,0,0,38000,147254,51500,0,0,0,26700,0,0,0,36400
Campylobacter_A_conciSuS_R,0,0,483527,424290,0,239568,569017,45400,0,0,362571,84300,0,110847,368447,59500,0,0,358516,45200,0,29100,382478,24000
Campylobacter_A_conciSuS_S,0,0,0,0,0,0,0,38900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A_conciSuS_T,943713,1318785,1869720,1215011,1667203,993566,2143183,361789,0,632512,1215884,128751,866009,622278,1581614,270511,0,200551,554406,127310,262240,295357,1381764,257959
Campylobacter_A_conciSuS_U,0,0,85900,0,0,34100,0,38000,0,0,0,0,0,42300,0,37400,0,0,0,0,0,0,0,30900
Campylobacter_A_conciSuS_V,0,0,0,0,0,0,0,95700,0,0,0,0,0,0,0,46300,0,0,0,0,0,0,0,42200
Campylobacter_A_conciSuS_W,0,0,0,0,0,35200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A_conciSuS_Y,0,0,62200,0,0,27700,0,0,0,0,0,0,0,0,0,0,0,0,61300,0,0,0,0,0
Campylobacter_A_curvuS,0,77600,136537,72900,53800,18800,306834,42700,25700,66800,101235,14600,43200,9680,152747,27300,48900,9820,108668,6580,0,7140,226474,16800
Campylobacter_A_rectuS,5184734,18412238,9670755,4649699,11760208,199499,6199042,1049872,1269249,4092266,8499288,1489155,12836524,520922,1220303,797152,2100822,890989,3567361,374280,8878061,305743,640241,597209
Campylobacter_A_Showae,221763,542848,321477,142014,328158,120572,529562,631357,82400,252287,205053,67500,235936,115757,173983,368128,137144,52000,155521,42800,201377,46100,111142,221108
Campylobacter_A_Showae_A,208309,764154,468978,135849,228263,1937989,419414,1597896,89000,380262,409186,60500,296210,163476,131743,1187565,172820,66200,238798,48000,174086,69100,91200,877057
Campylobacter_A_Showae_B,117500,578853,361701,126058,311621,69300,424272,531921,34300,309859,289205,59000,420444,105888,124749,311742,100463,70900,193004,31800,262726,34400,63400,188888
Campylobacter_A_Showae_D,243137,562050,352508,124539,229924,74200,329370,303868,72000,180790,257438,40000,267427,75800,96800,213349,110137,36900,124973,23900,179999,27800,61600,144789
Campylobacter_A_Showae_E,211069,681250,463471,156937,343713,254654,433375,567588,76100,242507,414210,61800,400883,113241,147760,348680,161284,52500,229593,38800,291948,43900,112263,219723
Campylobacter_A_Sp012978815,0,0,0,0,0,0,0,30700,0,0,0,6870,0,0,0,16000,0,0,0,4240,0,0,0,7950
Campylobacter_A_Sp013201975,0,0,0,0,108141,0,0,8530,0,0,0,0,96800,0,0,7030,0,0,0,0,0,0,0,0
Campylobacter_A_Sp014253065,333439,871564,392444,185733,212444,71400,409337,436135,105120,258055,374420,53700,282088,71900,121834,254916,128365,62900,185832,28400,192415,17900,78900,178816
Campylobacter_B_graciliS,203406,1255125,180412,61300,208415,9240,510903,108046,90600,528480,208070,25500,176474,200273,164864,97800,136168,108703,173850,10800,68800,38700,94400,101521
Campylobacter_B_Sp900539505,293562,1581413,147396,68500,195541,12900,681997,129596,109796,563900,192871,23000,237146,227080,198527,118702,189439,120362,188076,11400,68400,41000,148035,118702
Chlamydophila_abortuS,1227234,0,276248,143413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35100,0,120538,0,0
Flexilinea_Sp001717545,251210,474065,354816,44000,817774,2340,316242,37200,108559,270442,489233,12800,682053,21900,133753,48400,186309,48300,397544,3170,484463,16900,42800,22100
DeinococcuS_geothermaliS,0,0,0,0,0,0,0,596,0,25600,0,0,0,2750,0,0,0,17300,0,0,0,1600,0,0
DeinococcuS_Soli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16300,0,0
DeSulfobulbuS_oraliS,757475,2008200,999108,149875,2282927,0,2157385,69900,361667,513851,1398332,96200,2354170,2150,694016,288821,259244,133265,732279,23100,1077461,0,146490,106468
DeSulfomicrobium_orale,3209989,0,0,0,0,0,0,863989,1357417,0,0,0,0,4470,0,1023712,2246368,0,0,0,0,0,0,420600
DeSulfovibrio_Sp000403945,0,0,0,0,89700,9630,0,201903,0,0,0,0,59100,59700,0,178632,0,0,0,0,0,92100,0,86900
DeSulfovibrio_Sp003860215,0,0,0,0,0,8380,21200,123256,0,0,0,0,0,32900,7470,101522,0,0,0,0,0,25800,0,64400
DeSulfovibrio_Sp900540515,0,0,0,0,0,0,0,4720,0,0,0,0,0,0,0,4940,0,0,0,0,0,0,0,2880
PSeudopelobacter_Sp008330225,0,0,0,0,0,0,0,3280,0,0,0,0,0,0,0,3420,0,0,0,0,0,0,0,9000
Fibrobacter_SuccinogeneS_H,0,0,0,0,0,0,0,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BacilluS_licheniformiS,45800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BacilluS_SubtiliS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659881,0,0,989006,0,0,0,0
BacilluS_A_bombySepticuS,0,105098,53000,55200,0,384,0,0,0,42400,66000,13600,0,0,0,0,54200,0,52300,6820,73600,0,0,0
BacilluS_A_thuringienSiS_S,0,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,1940,0,0,0,0,0,0,0,2280
BrevibacilluS_agri,8860,30900,3680,3410,25400,0,0,262,0,0,0,329,11400,1690,0,0,0,0,0,0,0,726,0,0
BrevibacilluS_D_fluminiS,0,24700,0,1370,0,0,0,0,0,11500,2810,0,8770,27500,0,0,4190,0,874,243,52800,14000,0,0
Eggerthia_catenaformiS,0,0,0,252999,643204,28500,117112,85100,0,0,0,94300,0,0,110977,227299,0,0,0,49600,0,0,51700,131625
Bulleidia_extructa,1140994,827968,1017297,62500,547374,84600,1018268,325832,438589,610905,1139546,94600,1484885,105772,754540,566643,921529,84200,711954,80500,1345820,102695,485742,453314
Bulleidia_moorei,797678,787644,1750530,363709,733492,1278395,1735719,699140,456662,1575677,692093,116258,665119,399049,1845097,1097815,371182,168214,957060,158990,621207,398412,756440,801462
Bulleidia_Sp900554555,0,0,693837,96100,0,1330732,345723,26100,0,0,264472,58200,0,60300,672332,35100,0,0,337681,47300,0,103847,569311,48000
Abiotrophia_defectiva,116961,210162,83200,225485,83900,72300,27600,102948,269838,534985,161116,399971,166523,411593,42300,105952,64100,858437,44900,210299,99700,442102,29700,135722
Abiotrophia_Sp001815865,93400,160416,268641,341518,172648,52800,34500,217221,123356,529276,360298,737248,183598,445266,47800,201667,97500,1363027,89700,417606,428691,320921,31900,206411
AerococcuS_chriStenSenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800,0,0,0,0,0
Globicatella_Sp010892315,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,31800,0,0,0,0,0,0,0,15900
Granulicatella_adiacenS,1004906,373520,699998,1001091,356202,1215151,1112311,1642408,3111880,1114670,1958247,3396945,1681318,3820509,3581710,1600896,2307181,4620209,1517834,2219820,2137529,3884850,3963825,970995
Granulicatella_balaenopterae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62700,0,0,0,0
Granulicatella_eleganS,0,0,502543,635074,515748,1547687,71200,447295,0,0,1756747,3327216,383083,1708780,120185,1035344,0,117093,3886915,7123562,1034789,2357804,165913,2078615
Granulicatella_Sp001058355,641726,1373714,1038917,809053,599000,1780330,1397084,405778,1975703,1079692,2519040,781513,948242,2856380,4604154,448202,1011709,1777901,1126049,465896,450706,3634609,4292114,273266
