sample_id,S9_11,S9_12,S9_14,S9_1,S9_2,S9_6,S9_7,S9_9,S11_11,S11_12,S11_14,S11_1,S11_2,S11_6,S11_7,S11_9,S17_11,S17_12,S17_14,S17_1,S17_2,S17_6,S17_7,S17_9
PauljenSenia_Sp011038875,0,0,0,0,0,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PauljenSenia_Sp900541895,160689,45800,40200,10100,0,62900,37300,22700,115848,42500,22800,8570,0,27600,87300,30700,22300,0,22300,4670,0,22600,33300,9860
PauljenSenia_Sp900554605,0,99500,28200,42800,70100,165179,81900,9040,35600,30400,16400,25500,78400,9850,225636,18200,0,12300,12600,31000,43300,13500,136561,9780
PauljenSenia_Sp900556405,51000,72200,135500,10300,0,55500,22700,27700,0,20800,150413,6680,0,45900,46900,75600,0,8900,398777,7170,0,36300,35000,84100
PauljenSenia_Sp902373435,81200,176183,45500,16400,54800,137561,46100,17400,54200,71600,39900,9880,71400,107650,102719,23600,20500,19100,43800,7770,25200,125772,63300,28500
PauljenSenia_Sp902373545,124499,264430,60300,49200,216901,1065703,62200,73800,196199,131163,54900,17800,243188,1065266,106539,110602,43400,14900,99900,19100,169480,637130,58300,203315
Peptidiphaga_gingivicola,780742,592486,238628,156550,219831,15600,65400,35200,672813,618505,436066,41500,147384,367627,42800,47700,293146,32100,116037,31500,64200,141645,9940,33400
Peptidiphaga_Sp000466165,1599069,556312,1585758,292648,494732,180295,3395477,104547,1882912,1173440,2638776,130590,589969,1486468,1076752,108079,1501686,131361,814470,97100,360703,439004,631055,214463
Varibaculum_cambrienSe,0,0,0,0,0,36900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlloScardovia_omnicolenS,0,0,8220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110,0,0,0,0,0
Bifidobacterium_dentium,0,0,2508707,9240,0,0,166844,0,0,0,931865,3980,0,0,168312,0,0,0,1811546,3910,0,0,143303,0
Bifidobacterium_longum,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,1380,0,0
Bifidobacterium_moukalabenSe,0,0,35900,0,0,0,0,0,0,0,13200,0,0,0,0,0,0,0,30400,0,0,0,0,0
Bifidobacterium_vaginale,0,0,0,0,0,0,0,0,229040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParaScardovia_denticolenS,0,0,90700,7300,0,0,0,0,0,0,305204,5090,0,0,0,0,0,0,125404,1590,0,0,0,0
Scardovia_inopinata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96900,0,0,0,0,0
Scardovia_wiggSiae,232339,0,1175271,0,197304,31100,831148,13800,106682,28500,744240,7150,62000,12000,611186,15300,216483,0,363980,20800,30800,13800,585818,6480
Brevibacterium_caSei,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0,0,0,3220,0,0
Brachybacterium_neSterenkovii,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachybacterium_paraconglomeratum,0,0,0,0,0,0,0,0,5930,0,0,0,0,0,0,0,0,0,0,0,0,2450,0,0
Dermabacter_hominiS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750,0,0,0,0,0
BranchiibiuS_hedenSiS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0
BranchiibiuS_Sp001594145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0
Janibacter_indicuS,14000,0,0,0,0,0,0,0,11800,0,0,0,0,1940,0,0,11300,0,0,0,0,0,0,0
OrnithinicoccuS_Sp007197575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0
Cnuibacter_phyScomitrellae,0,0,0,4420,0,0,0,0,0,0,0,1510,0,0,0,0,0,0,0,1030,0,616,0,0
Microbacterium_barkeri,0,0,0,111149,0,0,0,0,0,0,0,22100,0,999,0,0,0,0,0,19000,0,0,0,0
Microbacterium_chocolatum,0,0,0,3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbacterium_foliorum_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0
Microbacterium_maritypicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0
Microbacterium_oxydanS,0,0,0,10800,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,1870,0,0,0,0
Microbacterium_Sp003248845,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,0,0,0,0,0,0,0,0,0
Microbacterium_Sp004794315,0,0,0,4780,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,456,0,0,0,0
Microbacterium_teStaceum_B,0,0,0,17500,0,0,0,0,0,0,0,2920,0,0,0,0,0,0,0,1470,0,0,0,0
Protaetiibacter_Sp001898835,0,0,0,4380,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,1280,0,0,0,0
UBA3913_Sp002391425,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0
Arthrobacter_D_Sp001428435,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0
Arthrobacter_D_SubterraneuS,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0
Kocuria_paluStriS,15000,0,0,0,0,0,0,0,0,0,0,1570,0,2260,0,0,0,0,0,0,0,4650,0,0
Kocuria_rhizophila,0,0,0,0,0,0,0,0,17600,0,0,0,0,0,0,0,37800,0,0,0,0,0,0,0
Kocuria_roSea,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,0,0,0,0,0
MicrococcuS_luteuS,62400,0,0,0,0,0,0,0,56500,27200,0,0,0,7150,0,0,99900,0,0,0,0,3850,0,0
NeSterenkonia_cremea,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0
Rothia_aeria,93595927,2293440,1869769,24170682,14612831,2195898,2389779,4441973,71243913,9554713,3480789,18029624,14440398,18937914,15318996,4501696,54828898,17309879,2134536,10438911,26499001,14718794,7099582,2028001
Rothia_dentocarioSa,8641296,2200226,927220,1182415,916655,7428578,968273,1482844,13370660,16440082,3787543,1123931,1727267,35925827,7182348,2088937,19784503,26839894,5310482,796470,2590523,28859537,6284074,1051939
Rothia_mucilaginoSa,24644018,28188734,4443749,8848608,6161401,17239219,13664272,2594298,28946495,52779289,4951064,14718255,5533971,49877142,17838378,4354312,9003994,27568833,1845869,13116973,7265137,17547833,9368869,3112304
Rothia_mucilaginoSa_A,1873735,2915265,1795767,287165,382467,121744,9870805,115024,2137515,4321824,2539808,357813,403851,331091,17426401,149976,708795,2169989,1742029,261530,555877,155098,5931369,1.00E+05
Rothia_mucilaginoSa_B,37173169,39607299,3107920,9537089,10816680,527857,17434003,4379050,43774534,75389306,3263848,10885713,10448564,2386362,22139226,6893450,12474457,39660993,1252679,7774393,12740962,828787,12059648,4732845
Rothia_Sp001808955,29242311,14270855,2253971,6812531,4411684,3735625,8259502,1661804,34247991,27721238,2074085,9867761,3747598,11783547,10236970,2569056,10502371,13753851,1035680,8303022,5000996,4094816,5502844,1823433
Rothia_Sp002418375,0,0,0,106185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0
Rothia_Sp902373285,85800,129658,44500,143750,0,67100,243420,0,179078,133575,67800,180828,0,192258,384336,0,54700,69700,41400,147055,0,71300,127565,3870
Frankia_coriariae,0,0,0,0,0,0,0,6750,0,0,0,0,0,0,0,4700,0,0,0,0,0,0,0,0
Corynebacterium_accolenS,0,0,0,0,0,0,0,1900,0,0,0,0,0,11000,0,1680,0,0,0,0,0,4210,0,0
Corynebacterium_argentoratenSe,0,0,0,129877,0,0,0,0,0,0,0,104384,0,0,0,0,0,0,0,90900,0,0,0,0
Corynebacterium_aurimucoSum_E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0
Corynebacterium_callunae,0,0,0,6630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_durum,906302,111919,129086,235365,397422,529372,536026,186968,818820,94900,270687,470538,935619,4971256,477825,208804,2190476,28100,223255,516066,1390564,12893881,631752,149424
Corynebacterium_glucuronolyticum,0,0,0,0,0,0,0,0,28600,0,0,0,0,1550,0,0,0,0,0,0,0,1880,0,0
Corynebacterium_glutamicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
Corynebacterium_gottingenSe,0,0,0,0,0,0,0,0,0,0,0,0,0,3450,0,0,0,0,0,0,0,0,0,0
Corynebacterium_kefirreSidentii,0,78500,0,22400,0,0,0,4500,0,13100,0,3310,0,37600,0,4660,0,4250,0,8650,0,85600,0,0
Corynebacterium_matruchotii,3576307,3394572,1720819,826105,881307,414337,9015184,1849552,7141915,2709170,6175713,906130,1461382,14851636,5177807,1544917,4850644,523376,4658182,425805,754124,3553470,1427224,1040178
Corynebacterium_propinquum,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,2170,0,0
Corynebacterium_Sp000478175,0,0,0,0,0,0,0,0,0,0,0,0,0,3640,0,0,0,0,0,0,0,6900,0,0
Corynebacterium_tuberculoStearicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910,0,0
Dietzia_mariS,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,1400,0,0
Gordonia_aichienSiS,0,0,0,0,0,0,0,0,0,14700,0,0,0,8540,0,0,0,0,0,0,0,11100,0,0
Gordonia_alkanivoranS,0,0,0,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0
Gordonia_bronchialiS,0,0,0,0,0,0,0,0,0,41900,0,0,0,0,0,0,0,2070,0,0,0,0,0,0
Gordonia_jacobaea,0,0,0,0,0,0,0,0,0,11300,0,0,0,1340,0,0,0,1270,0,0,0,3200,0,0
Gordonia_polyiSoprenivoranS,0,0,0,0,0,0,0,0,0,0,0,0,0,25500,0,0,0,0,0,0,0,140155,0,0
Gordonia_Sp002009645,0,0,0,11000,0,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,1080,0,0,0,0
Gordonia_Sp002477755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,0,0
Gordonia_Sp003797185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0
Gordonia_Sputi,0,0,0,0,0,0,0,0,0,467494,0,0,0,34400,0,0,0,33000,0,0,0,66400,0,0
Gordonia_terrae,0,0,0,39700,0,0,0,0,0,0,0,6490,0,0,0,0,0,0,0,3640,0,0,0,0
LawSonella_clevelandenSiS_A,53100,558337,25400,71600,342535,2050,10300,3630,104168,304750,87800,19400,37300,148436,0,7010,65600,12500,41200,18500,188278,270617,4930,3880
Mycobacterium_koreenSe,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,0,0,0,0,0,0,0,0,0,0
Mycobacterium_obuenSe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0
Mycobacterium_Septicum,0,0,0,1520,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,209,0,0,0,0
Mycobacterium_Sp001665295,0,0,0,0,0,0,0,3220,0,0,0,0,0,0,0,4280,0,0,0,646,0,4820,0,7380
Mycobacterium_tuberculoSiS,0,0,0,0,0,0,0,0,0,0,0,0,3390,0,0,0,0,0,0,57,0,0,0,0
RhodococcuS_erythropoliS_D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,0,0
RhodococcuS_B_faScianS,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0
Nakamurella_Sp013002705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0
PSeudonocardia_alni,0,0,0,3250,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,2110,0,0
PSeudonocardia_ammonioxydanS,0,5540,0,0,0,0,0,0,4810,3230,0,0,0,2670,0,0,0,0,969,157,0,2320,0,0
SaccharomonoSpora_iSguenenSiS,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,0,393,0,0
SaccharopolySpora_dendranthemae,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,0
SaccharopolySpora_B_coralli,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,524,0,0
NocardioideS_Simplex,0,0,0,2060,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,929,0,0,0,0
NocardioideS_Sp009699265,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,0,0,0,0,0
Arachnia_propionica,847747,4405632,128878,259460,629943,69300,969745,157762,579421,3803469,226588,152965,691329,1485721,369366,180577,658844,711499,177659,124754,995761,1022796,187393,177100
Arachnia_propionica_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4150
Arachnia_propionica_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,0,0
Arachnia_Sp013333735,1187573,934589,13000,57400,557713,144445,613649,203437,1514953,1131215,30600,121615,615515,369932,344175,262148,1192432,283229,26800,47700,456645,288728,273816,147466
Arachnia_Sp013333945,743639,616955,217979,265022,1148515,11800,279530,65600,440595,956358,308576,338378,1091390,396542,477578,103068,586504,100559,144654,232333,432505,397848,170686,124577
Arachnia_Sp900607225,46500,319350,13000,32600,146506,4680,46000,10200,27200,181044,18100,23200,183034,97800,30400,16100,47900,70300,8460,24000,149764,91400,13500,12100
Brooklawnia_Sp000413315,0,0,0,0,0,0,0,19300,0,0,0,0,0,1330,0,37200,0,0,0,0,0,0,0,10700
Cutibacterium_acneS,473969,2514105,163073,351757,2777513,35500,51500,15000,766834,1422946,352661,79200,145242,1131926,36700,22700,849850,128944,151481,64700,873671,1373678,44100,13100
Cutibacterium_granuloSum,0,43300,3030,10800,68500,0,0,0,11500,82700,5240,2230,0,36100,0,0,16600,0,5980,3980,15400,38700,2310,0
Cutibacterium_humeruSii,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,0,0
Cutibacterium_namnetenSe,0,24400,0,0,0,0,0,0,10800,8920,0,0,0,4480,0,0,0,0,5120,0,0,4910,0,0
Naumannella_cuiyingiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,0
Propionibacterium_acidifacienS,0,0,8980,4870,18600,1120,96000,7520,0,0,16800,1830,58900,3010,79300,9570,0,0,5480,1080,25200,2000,70500,4830
Propionimicrobium_lymphophilum,0,0,0,0,0,0,0,0,16700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StreptomyceS_Sp000772045,0,0,0,0,0,0,0,0,0,0,0,0,0,3020,0,0,0,0,0,0,0,0,0,0
StreptomyceS_Sp001984575,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0
Atopobium_minutum,0,0,0,0,0,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancefieldella_parvula,224527,165965,101962,48300,0,182282,248454,32900,47000,330106,169434,18600,0,94100,260279,69800,84500,41200,97800,19500,0,23400,109905,45200
Lancefieldella_rimae,1107014,255308,3411048,61600,154765,162730,2019578,248685,364267,1469330,1506105,51800,134865,190106,1491110,574059,330945,121355,1535376,77600,96300,105986,759053,423010
Lancefieldella_Sp000411555,45000,0,114117,0,0,2000,33900,5270,0,14600,52700,0,0,3010,26600,11800,0,0,48500,1530,0,0,16100,8000
Lancefieldella_Sp000564995,360731,554709,891214,180593,133802,6372808,903431,164670,171544,350092,656172,49700,335198,144723,2629896,299819,118843,66000,721384,47300,88600,200795,1988944,210502
Lancefieldella_Sp900555335,0,0,179771,58200,0,1190327,153976,30700,0,0,150077,23900,0,20300,521005,53800,0,0,114639,13400,0,42500,418899,42000
Lancefieldella_Sp902373375,0,0,40200,0,0,144709,30200,6310,0,0,0,0,0,8470,160299,13500,0,0,33700,0,0,5790,116279,8530
OleguSella_Sp000466405,0,0,37300,0,0,0,0,0,0,0,25300,0,0,0,0,0,0,0,18500,0,0,0,0,0
OlSenella_phocaeenSiS,0,0,726959,0,0,0,0,3870,0,0,467235,0,0,1770,0,8670,0,0,283552,0,0,0,0,8640
OlSenella_profuSa,0,0,10200,3100,0,0,175670,2730,0,0,18700,817,0,1650,42900,2770,0,0,12500,396,0,777,68300,1760
OlSenella_Sp001189515,489739,765841,264607,66800,119765,12500,236815,31800,210496,1002992,214946,20900,147622,135550,97100,41400,92800,33200,100770,9060,28400,28600,44100,27400
OlSenella_uli,112885,86900,274385,0,232925,2790,142977,30000,65700,998856,281840,3490,112883,10700,247724,44400,80200,48300,164199,1650,105509,8640,131756,50700
OlSenella_B_Sp000752675,0,0,0,0,0,0,0,0,0,0,14800,0,0,0,0,0,0,0,0,0,0,0,0,0
OlSenella_B_Sp900605015,0,0,9530,0,0,0,0,0,0,0,9570,0,0,0,0,0,0,0,6690,0,0,0,0,0
UBA7748_Sp003862175,0,0,6270,0,0,0,0,0,0,0,35800,0,0,0,0,0,0,0,3950,0,0,0,0,0
Cryptobacterium_curtum,0,0,29500,0,0,1930,93900,0,11300,11900,42800,3530,0,9970,69900,0,16900,0,34500,4820,0,4110,44500,630
DNF00809_Sp000814825,0,0,22600,0,0,0,0,0,0,0,8160,0,0,0,0,2730,0,0,6880,0,0,0,0,1560
Eggerthella_lenta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555
Slackia_exigua,342095,419613,184813,12600,81800,11000,336672,24500,158850,857328,234464,8160,157699,78400,199643,42500,128307,53000,205862,5140,100154,21100,100953,28500
Alloprevotella_rava,243417,259933,1415316,171085,470846,5354932,1208636,234756,252902,263584,973253,118593,426059,111883,588417,247743,402267,40000,923565,114909,173265,210008,522544,196730
Alloprevotella_Sp900317635,0,0,0,0,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5810,0,0
Alloprevotella_tannerae,13847483,3010059,18601384,2546601,10368427,4228338,45324856,8265705,5699805,4189395,10333365,1202958,8264113,5045739,25223539,7686186,8490569,697561,10348513,505115,5507892,2798521,19819986,6468791
BacteroideS_eggerthii,0,0,0,21400,0,0,0,0,0,0,0,10400,0,0,71700,0,0,0,0,0,0,0,0,0
BacteroideS_heparinolyticuS,0,0,27200,11200,19300,99100,66600,15100,0,0,31900,4730,0,16300,19400,13400,0,0,41700,4220,0,20400,11600,30100
BacteroideS_pyogeneS_A,0,0,0,0,0,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BacteroideS_Sp900552405,0,0,3310,0,0,20000,13700,0,0,0,0,0,0,0,8100,0,0,0,0,0,0,0,8600,0
BacteroideS_Sp900762525,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,3850,0,0,0,0,0,0,0,3410
BacteroideS_uniformiS,0,0,24000,0,0,0,0,0,0,0,41800,13700,0,0,0,0,0,0,25600,0,0,0,0,0
BacteroideS_zoogleoformanS,25600,0,43300,4830,30500,40700,9480,19000,0,25300,18000,1100,21800,18000,4270,8150,0,7660,46300,699,0,15900,3300,7930
CAG-617_Sp000438115,0,0,0,0,0,55500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F0040_Sp000318095,45300,137347,396813,386318,1656199,3115546,440162,10450488,49000,175371,932197,530937,1278967,1583457,423474,12318865,334083,341255,1778723,1525971,1765133,1987384,578332,9440580
F0040_Sp003639005,556647,162806,3504142,210108,987512,5336066,2880713,9270385,373006,293954,5551191,314380,1313694,1300047,2819270,10960518,1482171,57900,4892467,267753,1352256,849440,1556848,8971651
F0040_Sp003859795,0,0,19000,0,0,153121,0,24100,0,0,25000,4300,0,29100,0,29100,0,0,40100,14800,0,48700,6930,41900
F0040_Sp900095835,98400,689876,837435,278355,3734320,13820887,214759,5327951,51500,230975,1915155,464199,3672018,1229187,266704,5222565,409712,2442895,3710779,2928254,3015561,2993091,1328359,13795355
Phocaeicola_abSceSSuS,294439,0,1320045,147785,881669,0,863397,366660,72500,0,785985,33600,281939,3340,268344,256065,139661,0,767801,7980,140310,985,112097,164418
Prevotella_amnii,0,0,309561,132664,0,127444,443294,193833,0,0,349828,76300,0,43500,314056,196976,0,0,287073,6290,0,25400,334667,266788
Prevotella_aurantiaca,312792,333798,412645,227842,5245244,1651148,443879,7158647,265398,257034,296753,198698,4147902,229319,639401,7268902,322406,70800,282750,244060,617487,106764,1085407,9242067
Prevotella_baroniae,638309,522171,12622342,761887,4891441,224743,2567033,747646,581180,578743,12774569,178484,1439076,101429,1533710,632362,805542,58800,21359949,116925,1027331,101984,1296964,626065
Prevotella_bergenSiS,0,0,41100,0,0,0,0,0,0,0,42900,0,0,0,38600,0,0,0,29400,0,0,0,25100,0
Prevotella_bivia,0,0,623346,336615,178097,162635,414441,354646,0,33400,290112,180563,181644,103795,0,398129,0,0,337339,175550,0,86500,0,366318
Prevotella_brunnea,0,0,19400,0,0,6280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_bryantii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,0,0,0
Prevotella_buccae,174922,340483,3767616,85700,1188327,76700,853149,483901,57900,635797,310424,91900,350165,79800,548890,397540,334808,81200,421773,81600,341570,31400,672017,293724
Prevotella_buccaliS,0,0,6930,0,0,44700,37600,12800,0,0,0,0,0,0,27500,10500,0,0,0,0,0,0,41200,3400
Prevotella_coloranS,0,0,0,33300,0,24500,39800,3510,0,0,0,7060,0,0,19100,0,0,0,0,3630,0,0,28400,0
Prevotella_conceptionenSiS,2272314,3118513,2102954,339175,981355,838157,4470534,1979233,1009198,1780673,3284975,535067,2564088,1863027,4999273,2577113,3038076,787075,7716794,583928,1757152,1558461,5516444,2910226
Prevotella_corporiS,0,0,0,0,0,23800,0,6100,0,0,0,4800,0,0,0,0,0,0,37800,0,0,7030,122028,57100
Prevotella_dentaSini,0,0,41200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38600,0,0,0,0,0
Prevotella_denticola,908430,176698,8540787,310732,548364,683758,8880618,1679710,397161,114806,5614266,176677,569721,158597,4372478,1178892,2814570,30500,3789981,327099,367219,162300,5693907,2049195
Prevotella_diSienS,0,73100,48200,109471,0,469225,0,38800,46900,0,38300,20000,0,30900,0,122346,0,0,40600,15300,0,38600,0,103700
Prevotella_enoeca,563329,1170278,1322771,82900,1652579,123504,437866,997957,283448,2079117,1147515,36300,1876993,137416,222427,865460,763054,550125,987367,27200,1239339,106087,213620,917296
Prevotella_falSenii,0,0,206669,61400,39200,4170,23300,166006,0,24400,189516,25500,27900,4910,28600,179216,0,0,130779,13300,41600,0,25000,126004
Prevotella_fuSca,0,0,290684,482806,69300,695212,154420,154471,93800,18700,149479,335777,47300,42500,249142,186553,264012,0,291182,419710,55600,63000,442796,305778
Prevotella_hiSticola,546160,1964697,10306700,247796,175405,5419928,3829233,111271,152509,1373966,3257685,74300,213521,141397,4183593,110330,260992,128538,3859867,70000,182868,197917,4869869,159576
Prevotella_hominiS,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_ihumii,0,0,0,0,0,36700,0,6700,0,0,0,0,0,0,0,16800,0,0,0,0,0,0,0,5620
Prevotella_intermedia,15107128,32162163,61473412,31305618,34253177,3847964,26846786,88691069,9399306,20533390,45003285,11833949,30750293,2638152,13679541,93755998,25641940,3463383,42440111,6800777,25924538,1281658,9667938,60049252
Prevotella_jejuni,201073,398507,5532094,286986,425066,15000287,1179902,588431,191580,316097,2093864,195406,545762,342743,1734221,630915,181455,39600,2309439,151182,283702,561840,3110729,1440888
Prevotella_koreenSiS,790445,4259094,18137176,1463343,7584571,437599,3109602,6059076,292086,4828972,12164503,1012737,3466169,379961,1151564,8701901,720762,421931,6729284,256657,1253207,251306,610554,5312801
Prevotella_loeScheii,1584206,3730877,2212048,829970,298836,290273,327232,1130388,685420,2514338,3644218,443914,1059916,1500598,326419,855097,2150579,2248840,3846684,459111,709263,1025790,249448,1280320
Prevotella_maculoSa,522490,308783,2095528,102009,294219,175986,834562,552361,236504,517586,406257,57100,365716,352350,356894,341715,457106,53000,485022,23400,133102,92900,225715,283154
Prevotella_marShii,325826,227960,1404192,68800,515487,96000,801652,958155,85100,661864,211216,21900,209585,128537,342065,577755,131904,26600,987650,15300,128898,48300,287251,408645
Prevotella_melaninogenica,1166223,1161275,39310369,1953517,2209975,135681198,18283772,3701774,1163603,367649,22232038,1331113,2970528,4395458,28011934,3968162,769871,159833,30556786,1351954,2173136,7390807,62125666,6109034
Prevotella_melaninogenica_A,85100,269889,7804907,773210,3908794,11864245,4194919,11195006,81100,135103,6787074,914645,5776745,1388522,6408134,12804428,982034,90800,6813809,811952,3252957,2455151,12510780,33154961
Prevotella_micanS,582868,1251877,809354,232446,466857,91200,2448619,1113621,145824,1830639,373724,106568,331229,168919,929813,571628,247140,125658,533093,34900,171269,33100,300069,252094
Prevotella_multiformiS,128868,44100,8013821,33500,281224,49800,100953,1229761,131130,38500,2486301,115212,149765,22600,70400,866359,536302,0,5447198,142424,212830,16000,82100,1211089
Prevotella_multiSaccharivorax,0,0,302268,0,0,17800,1895151,20200,0,0,501041,0,0,2670,397165,14300,0,0,304574,0,0,2950,814595,13200
Prevotella_nanceienSiS,410090,620916,6322957,395218,756914,5641461,1747442,917821,510073,294849,3133887,393903,1358635,939048,2553034,848209,1007752,830326,2258776,402687,587494,1687378,3797450,1573463
Prevotella_nigreScenS,4596441,2352783,45020511,1844837,2677247,1066611,13762148,13515467,1525164,5414712,12333585,2541771,1596843,560878,7712660,11102104,5459766,447419,34707247,1439401,1072592,297080,6965197,9163565
Prevotella_oraliS,17500,190275,1982854,85400,401523,8840,908565,217658,0,154065,413607,56100,346596,10800,521738,143850,14900,29500,811301,29600,264992,5850,452412,157906
Prevotella_oriS,3815728,6115943,12125259,1389022,5288623,922355,13556354,3392214,1674046,4440136,5974868,1246521,10038684,1048512,12508306,2938484,4284460,1492077,13908764,859910,6240862,974371,9945599,2808993
Prevotella_oulorum,773617,161552,3504160,81400,269720,743910,1182617,428019,350264,323093,600257,76000,266176,320785,640707,292918,702718,29400,907606,46100,186802,128953,596223,292340
Prevotella_pallenS,364971,792838,9087545,927166,666940,67326471,8918285,1241907,242145,289226,3193994,246326,732075,1398360,12012156,1000290,101528,90800,2837317,134918,150543,1204451,11527712,858968
Prevotella_pleuritidiS,8511675,29949363,32057532,1374619,6437702,1882301,730530,3594724,5058446,16595270,25958001,992504,7218810,3101996,269298,3461947,11265498,5227603,24254574,522613,3501234,2748306,211233,3724748
Prevotella_Saccharolytica,515401,615375,184995,165475,188273,84300,674832,606782,161570,534480,126791,50500,157218,332357,242130,387863,268164,73500,205094,29200,74600,97200,123718,241618
Prevotella_Salivae,295646,235341,2496671,224992,186701,2582487,2349487,214503,101355,202420,780365,80200,176210,59400,2986540,230528,168042,55700,997970,64700,68000,106329,3623355,212694
Prevotella_ScopoS,0,66100,1603625,50300,235589,2097118,494976,394043,56300,0,1106730,52000,424936,224932,643421,448395,48300,10700,1379827,49600,231663,330299,1138021,818291
