"Species","col_2b","col_WMS","Group"
"Abiotrophia_defectiva",0.000399971,0.000240487,"s11_1"
"Abiotrophia_sp001815865",0.000737248,0.001577687,"s11_1"
"Actinomyces_dentalis",1.58e-05,5.22e-06,"s11_1"
"Actinomyces_graevenitzii",7.98e-05,7.32e-05,"s11_1"
"Actinomyces_johnsonii",6.18e-05,1.02e-05,"s11_1"
"Actinomyces_naeslundii",0.000273487,0.000289065,"s11_1"
"Actinomyces_oris",0.000540886,0.000793335,"s11_1"
"Actinomyces_timonensis",9.98e-05,7.27e-05,"s11_1"
"Aggregatibacter_kilianii",0.000121893,0.000144794,"s11_1"
"Aggregatibacter_segnis",0.002762841,0.004821023,"s11_1"
"Aggregatibacter_sp000466335",0.002034529,0.006150909,"s11_1"
"Allisonella_pneumosintes",0.000323398,0.00028123,"s11_1"
"Alloprevotella_rava",0.000118593,9.93e-05,"s11_1"
"Alloprevotella_tannerae",0.001202958,0.001542376,"s11_1"
"Anaeroglobus_geminatus",7.69e-05,7.69e-05,"s11_1"
"Anaeroglobus_micronuciformis",3.9e-05,6.27e-06,"s11_1"
"Arachnia_sp013333945",0.000338378,0.000475228,"s11_1"
"Bacteroides_D_sp013333835",2.78e-06,3.72e-05,"s11_1"
"Bergeyella_A_cardium",0.000136962,8.82e-05,"s11_1"
"Bulleidia_extructa",9.46e-05,7.79e-05,"s11_1"
"CAG-793_sp013333035",3.47e-05,4.9e-05,"s11_1"
"CAG-793_sp013333395",4.06e-05,2.36e-05,"s11_1"
"Campylobacter_A_concisus_T",0.000128751,0.000213116,"s11_1"
"Campylobacter_A_rectus",0.001489155,0.002740424,"s11_1"
"Campylobacter_A_showae_A",6.05e-05,3.97e-05,"s11_1"
"Campylobacter_B_gracilis",2.55e-05,9.04e-05,"s11_1"
"Capnocytophaga_gingivalis",0.001172029,0.001076237,"s11_1"
"Capnocytophaga_granulosa",0.000331873,0.000205908,"s11_1"
"Capnocytophaga_leadbetteri",0.002399445,0.002588422,"s11_1"
"Capnocytophaga_ochracea",0.000977071,0.000675913,"s11_1"
"Capnocytophaga_sp000466425",0.001806181,0.002346785,"s11_1"
"Capnocytophaga_sp002999135",0.000200076,8.79e-05,"s11_1"
"Capnocytophaga_sputigena",0.00306732,0.002839146,"s11_1"
"Cardiobacterium_hominis",0.000831977,0.000975947,"s11_1"
"Cardiobacterium_valvarum",7.72e-05,9.8e-05,"s11_1"
"Catonella_morbi",8.89e-05,0.000112722,"s11_1"
"Corynebacterium_argentoratense",0.000104384,6.99e-05,"s11_1"
"Corynebacterium_durum",0.000470538,0.000495286,"s11_1"
"Corynebacterium_matruchotii",0.00090613,0.000942412,"s11_1"
"Cutibacterium_acnes",7.92e-05,2.13e-05,"s11_1"
"Desulfobulbus_oralis",9.62e-05,3.71e-05,"s11_1"
"Dialister_invisus",0.000364831,0.000325316,"s11_1"
"Eikenella_corrodens",0.001544872,0.000110423,"s11_1"
"Eikenella_halliae",0.000115371,0.000154091,"s11_1"
"Eubacterium_B_infirmum",0.000194083,0.000134242,"s11_1"
"Eubacterium_B_sulci",3.11e-05,1.43e-05,"s11_1"
"Eubacterium_M_brachy",0.001192151,0.0014541,"s11_1"
"Eubacterium_N_saphenum",0.005972759,0.007704777,"s11_1"
"F0058_sp000163695",0.000831915,0.001117606,"s11_1"
"F0422_sp001553345",0.000776661,0.000714984,"s11_1"
"F0422_sp003992055",8.57e-05,6.74e-05,"s11_1"
"F0422_sp003999875",8.5e-05,4.7e-05,"s11_1"
"Filifactor_alocis",0.002977829,0.004146677,"s11_1"
"Fretibacterium_fastidiosum",0.00016155,0.000176761,"s11_1"
"Fusobacterium_animalis",0.000673696,0.000800439,"s11_1"
"Fusobacterium_hwasookii",0.000109411,0.000176134,"s11_1"
"Fusobacterium_nucleatum_J",0.001641863,0.006375726,"s11_1"
"Fusobacterium_polymorphum",0.000452307,0.000470945,"s11_1"
"Fusobacterium_pseudoperiodonticum",0.000613683,0.001343259,"s11_1"
"Fusobacterium_vincentii",0.00093398,0.002307192,"s11_1"
"Gemella_haemolysans_A",0.000640686,0.001723734,"s11_1"
"Gemella_haemolysans_B",0.008676567,0.016627346,"s11_1"
"Gemella_morbillorum",0.000636253,0.000803364,"s11_1"
"Gemella_sanguinis",0.000102562,0.000154614,"s11_1"
"GN02-872_sp002761215",0.000351671,0.000119826,"s11_1"
"GN02-872_sp003260325",0.000299195,0.000142809,"s11_1"
"GN02-873_sp003260345",0.002297565,0.004219074,"s11_1"
"Granulicatella_adiacens",0.003396945,0.004520257,"s11_1"
"Granulicatella_elegans",0.003327216,0.008652309,"s11_1"
"Granulicatella_sp001058355",0.000781513,0.001501738,"s11_1"
"Haemophilus_A_parahaemolyticus",0.011433586,0.013557533,"s11_1"
"Haemophilus_A_sputorum",0.001118735,0.001471546,"s11_1"
"Haemophilus_D_parainfluenzae",0.013952482,0.040951217,"s11_1"
"HOT-345_sp003260355",0.000139802,0.000200162,"s11_1"
"HOT-345_sp013333295",0.000230181,0.000551699,"s11_1"
"HOT-345_sp013333605",0.001103042,0.002136385,"s11_1"
"JABCPE02_sp013333255",0.001718495,0.004216984,"s11_1"
"Johnsonella_sp900766185",5.08e-05,4.69e-05,"s11_1"
"Kingella_A_denitrificans",0.001077664,0.001983861,"s11_1"
"Kingella_B_oralis",7.04e-05,1.78e-06,"s11_1"
"Kingella_kingae",0.000255745,0.000327405,"s11_1"
"Lachnoanaerobaculum_sp000209465",7.69e-05,4.68e-05,"s11_1"
"Lachnoanaerobaculum_sp000287675",1.35e-05,3.84e-05,"s11_1"
"Lancefieldella_rimae",5.18e-05,6.18e-05,"s11_1"
"Lautropia_dentalis",0.000316077,0.000237144,"s11_1"
"Lautropia_mirabilis",0.004056886,0.008399808,"s11_1"
"Leptotrichia_A_sp000469505",0.000254333,0.000346209,"s11_1"
"Leptotrichia_A_sp001274535",0.000260615,0.000377968,"s11_1"
"Leptotrichia_buccalis",0.000574213,0.000799081,"s11_1"
"Leptotrichia_hofstadii",8.08e-05,8.2e-05,"s11_1"
"Leptotrichia_hongkongensis",5.31e-05,2.76e-05,"s11_1"
"Leptotrichia_massiliensis",0.000233879,0.000428008,"s11_1"
"Leptotrichia_shahii",6.01e-05,2.4e-05,"s11_1"
"Leptotrichia_sp002240055",0.000115044,7.44e-05,"s11_1"
"Leptotrichia_sp013394795",5.07e-05,1.92e-05,"s11_1"
"Leptotrichia_trevisanii",0.000134421,2.91e-05,"s11_1"
"Leptotrichia_wadei_A",7.18e-05,0.000163285,"s11_1"
"Metamycoplasma_salivarium",0.000118411,0.000155032,"s11_1"
"Mogibacterium_timidum",0.00033074,0.000217295,"s11_1"
"Neisseria_cinerea",0.014979589,0.016619616,"s11_1"
"Neisseria_elongata",0.018535962,0.021393836,"s11_1"
"Neisseria_mucosa",0.016190383,0.353166964,"s11_1"
"Neisseria_sicca_B",0.002621962,0.014910925,"s11_1"
"Neisseria_sp000090875",0.003784356,0.006965765,"s11_1"
"Neisseria_sp002237445",0.00026358,0.000350597,"s11_1"
"Neisseria_subflava_C",0.01668733,0.133084168,"s11_1"
"Oribacterium_asaccharolyticum",3.45e-05,8.15e-06,"s11_1"
"Oribacterium_sinus",7.56e-05,4.21e-05,"s11_1"
"Ottowia_sp001262075",0.000344911,0.000559534,"s11_1"
"Parvimonas_micra",0.000431507,0.000337016,"s11_1"
"Pauljensenia_odontolytica",0.000180203,0.000158061,"s11_1"
"Pauljensenia_sp000278725",0.000101284,0.000126929,"s11_1"
"Pauljensenia_sp000308055",1.47e-05,1.74e-05,"s11_1"
"Pauljensenia_sp000411415",9.35e-06,1.56e-05,"s11_1"
"Peptidiphaga_gingivicola",4.15e-05,6.12e-05,"s11_1"
"Peptidiphaga_sp000466165",0.00013059,7.66e-05,"s11_1"
"Peptoanaerobacter_stomatis",0.000132074,3.36e-05,"s11_1"
"Peptostreptococcus_stomatis",0.000303538,0.000392593,"s11_1"
"Phocaeicola_abscessus",3.36e-05,1.54e-05,"s11_1"
"Porphyromonas_catoniae",0.000675468,0.000606545,"s11_1"
"Porphyromonas_endodontalis",0.0039496,0.006253289,"s11_1"
"Porphyromonas_gingivalis",0.007981138,0.006295912,"s11_1"
"Porphyromonas_pasteri",0.015933608,0.018438312,"s11_1"
"Porphyromonas_sp000467855",0.00207003,0.002629478,"s11_1"
"Porphyromonas_sp003640335",0.003691593,0.005063808,"s11_1"
"Prevotella_aurantiaca",0.000198698,0.000265559,"s11_1"
"Prevotella_baroniae",0.000178484,0.000161613,"s11_1"
"Prevotella_buccae",9.19e-05,4.19e-05,"s11_1"
"Prevotella_conceptionensis",0.000535067,0.000704642,"s11_1"
"Prevotella_denticola",0.000176677,6.89e-05,"s11_1"
"Prevotella_fusca",0.000335777,0.000263157,"s11_1"
"Prevotella_histicola",7.43e-05,1.62e-05,"s11_1"
"Prevotella_intermedia",0.011833949,0.010269589,"s11_1"
"Prevotella_jejuni",0.000195406,9.04e-05,"s11_1"
"Prevotella_koreensis",0.001012737,0.001105592,"s11_1"
"Prevotella_loescheii",0.000443914,0.000468856,"s11_1"
"Prevotella_maculosa",5.71e-05,1.58e-05,"s11_1"
"Prevotella_melaninogenica",0.001331113,0.001663978,"s11_1"
"Prevotella_micans",0.000106568,9.42e-05,"s11_1"
"Prevotella_multiformis",0.000115212,7.9e-05,"s11_1"
"Prevotella_nanceiensis",0.000393903,0.000624618,"s11_1"
"Prevotella_nigrescens",0.002541771,0.002224244,"s11_1"
"Prevotella_oralis",5.61e-05,2.44e-05,"s11_1"
"Prevotella_oris",0.001246521,0.001095772,"s11_1"
"Prevotella_oulorum",7.6e-05,5.18e-05,"s11_1"
"Prevotella_pallens",0.000246326,0.000192431,"s11_1"
"Prevotella_pleuritidis",0.000992504,0.0009281,"s11_1"
"Prevotella_salivae",8.02e-05,4.87e-05,"s11_1"
"Prevotella_seregens",0.000128426,9.57e-05,"s11_1"
"Prevotella_shahii",6.58e-05,3.63e-05,"s11_1"
"Prevotella_sp000163055",8.17e-05,2.95e-05,"s11_1"
"Prevotella_sp000257925",0.000211687,0.000199222,"s11_1"
"Prevotella_sp000467895",0.000351988,0.00041286,"s11_1"
"Prevotella_sp003043925",7.43e-05,5.95e-06,"s11_1"
"Prevotella_sp013333285",5.89e-05,7.31e-06,"s11_1"
"Prevotella_sp013333935",0.000121621,0.000121915,"s11_1"
"Prevotella_veroralis",0.000132075,2.26e-05,"s11_1"
"Pseudoleptotrichia_goodfellowii",0.000134671,6.55e-05,"s11_1"
"Rothia_aeria",0.018029624,0.02194376,"s11_1"
"Rothia_dentocariosa",0.001123931,0.000413487,"s11_1"
"Rothia_mucilaginosa",0.014718255,0.033135389,"s11_1"
"SDRW01_sp007845485",0.000377133,0.00032354,"s11_1"
"Selenomonas_sputigena",5.11e-05,7.02e-05,"s11_1"
"Shuttleworthia_satelles",7.45e-05,5.68e-05,"s11_1"
"Simonsiella_muelleri",0.000102733,8.54e-05,"s11_1"
"Streptococcus_cristatus",0.00069583,0.001544361,"s11_1"
"Streptococcus_gordonii",0.000382001,0.000207057,"s11_1"
"Streptococcus_infantis",0.000276398,0.001548331,"s11_1"
"Streptococcus_intermedius",8.43e-05,3.33e-05,"s11_1"
"Streptococcus_oralis_S",0.000349794,0.006879056,"s11_1"
"Streptococcus_parasanguinis_B",0.000320003,5.06e-05,"s11_1"
"Streptococcus_salivarius",0.000361477,0.000511583,"s11_1"
"Streptococcus_sanguinis",0.001539269,0.003679388,"s11_1"
"Streptococcus_sinensis",0.000104492,5.07e-05,"s11_1"
"Streptococcus_timonensis",0.000756883,0.00095568,"s11_1"
"Tannerella_forsythia",0.002605186,0.00226039,"s11_1"
"Tannerella_sp002890585",9.97e-05,7.4e-05,"s11_1"
"Tannerella_sp003033925",0.000206371,0.000215623,"s11_1"
"Treponema_B_denticola",0.000367934,0.000273604,"s11_1"
"Treponema_C_lecithinolyticum",0.000273233,0.000334718,"s11_1"
"Treponema_C_maltophilum",3.11e-05,4.71e-05,"s11_1"
"Treponema_D_buccale",3.51e-05,1.34e-05,"s11_1"
"Treponema_sp010365865",0.000128725,3.96e-05,"s11_1"
"Veillonella_atypica",0.000222871,0.000162135,"s11_1"
"Veillonella_denticariosi",4.2e-05,1.37e-05,"s11_1"
"Veillonella_parvula_A",0.001594478,0.001204733,"s11_1"
"Veillonella_rogosae",0.000377352,0.00068521,"s11_1"
"Veillonella_tobetsuensis",0.000225283,0.000127765,"s11_1"
"W11650_sp002999035",0.000282436,0.000569772,"s11_1"
"Actinomyces_dentalis",0.000241761,0.000302313,"s11_11"
"Actinomyces_graevenitzii",0.000798391,0.000430689,"s11_11"
"Actinomyces_massiliensis",0.000960534,0.000511178,"s11_11"
"Actinomyces_naeslundii",0.001495848,0.000961812,"s11_11"
"Actinomyces_oris",0.004387283,0.005057104,"s11_11"
"Aggregatibacter_sp000466335",0.010128669,0.030536706,"s11_11"
"Allisonella_pneumosintes",0.00044213,1.57e-05,"s11_11"
"Alloprevotella_rava",0.000252902,0.000107419,"s11_11"
"Alloprevotella_tannerae",0.005699805,0.008385579,"s11_11"
"Anaeroglobus_micronuciformis",0.000404995,0.000146702,"s11_11"
"Arachnia_propionica",0.000579421,0.000106002,"s11_11"
"Bergeyella_A_cardium",0.000226323,1.91e-05,"s11_11"
"Bulleidia_extructa",0.000438589,0.000528186,"s11_11"
"Campylobacter_A_rectus",0.001269249,0.002593044,"s11_11"
"Campylobacter_B_gracilis",9.06e-05,0.000284089,"s11_11"
"Capnocytophaga_gingivalis",0.000813643,0.000488499,"s11_11"
"Capnocytophaga_leadbetteri",0.000517698,4.25e-05,"s11_11"
"Capnocytophaga_ochracea",0.002131142,0.001704634,"s11_11"
"Capnocytophaga_sputigena",0.000710844,0.000733508,"s11_11"
"Cardiobacterium_hominis",0.002397417,0.002440976,"s11_11"
"Cardiobacterium_valvarum",0.000390947,0.000162293,"s11_11"
"Catonella_morbi",0.000190204,7.44e-05,"s11_11"
"Corynebacterium_durum",0.00081882,0.000605131,"s11_11"
"Corynebacterium_matruchotii",0.007141915,0.007867416,"s11_11"
"Desulfomicrobium_orale",0.001357417,0.001045236,"s11_11"
"Dialister_invisus",0.001987588,0.001770543,"s11_11"
"Eikenella_halliae",9.96e-05,0.00013678,"s11_11"
"Eubacterium_B_infirmum",0.000561091,0.000192059,"s11_11"
"Eubacterium_M_brachy",0.004515167,0.006052326,"s11_11"
"F0058_sp000163695",0.004093969,0.005626901,"s11_11"
"F0422_sp003992055",0.000353296,0.000129389,"s11_11"
"Filifactor_alocis",0.003278683,0.005547121,"s11_11"
"Fretibacterium_fastidiosum",0.001017344,0.000852367,"s11_11"
"Fusobacterium_animalis",0.002682739,0.003331108,"s11_11"
"Fusobacterium_nucleatum_J",0.001448635,0.014608803,"s11_11"
"Fusobacterium_pseudoperiodonticum",0.002316658,0.003114143,"s11_11"
"Fusobacterium_vincentii",0.004591947,0.004926702,"s11_11"
"Gemella_haemolysans_B",0.002361905,0.004531145,"s11_11"
"Gemella_morbillorum",0.001876583,0.002142106,"s11_11"
"Gemella_sanguinis",0.004745529,0.007058178,"s11_11"
"Granulicatella_adiacens",0.00311188,0.003229864,"s11_11"
"Granulicatella_sp001058355",0.001975703,0.004053276,"s11_11"
"Haemophilus_A_parahaemolyticus",0.02819635,0.036608167,"s11_11"
"Haemophilus_A_sputorum",0.005177601,0.006420143,"s11_11"
"Haemophilus_D_parainfluenzae",0.027607623,0.119359697,"s11_11"
"JABCPE02_sp013333255",0.000505831,0.000904002,"s11_11"
"Johnsonella_ignava",0.000292121,2.77e-05,"s11_11"
"Kingella_A_denitrificans",0.001062857,0.001596607,"s11_11"
"Kingella_B_oralis",0.000718207,0.001149922,"s11_11"
"Lancefieldella_rimae",0.000364267,0.00031598,"s11_11"
"Lautropia_dentalis",0.02271987,0.030069468,"s11_11"
"Lautropia_mirabilis",0.01144928,0.021396662,"s11_11"
"Leptotrichia_A_sp000469505",0.000625375,0.000425829,"s11_11"
"Leptotrichia_buccalis",0.001080944,0.001321833,"s11_11"
"Leptotrichia_hofstadii",0.001147451,0.000590552,"s11_11"
"Leptotrichia_hongkongensis",0.001231053,0.001972524,"s11_11"
"Leptotrichia_trevisanii",0.000751947,0.000230329,"s11_11"
"Leptotrichia_wadei_A",0.000451202,0.000270623,"s11_11"
"Mogibacterium_timidum",0.004219858,0.003530759,"s11_11"
"Neisseria_elongata",0.005183498,0.003924495,"s11_11"
"Neisseria_sicca_B",0.008236835,0.071380387,"s11_11"
"Neisseria_sp000090875",0.019544042,0.039068379,"s11_11"
"Neisseria_sp002237445",0.000236573,5.92e-05,"s11_11"
"Neisseria_subflava_C",0.019207875,0.161383571,"s11_11"
"Ottowia_sp001262075",0.000281449,7.53e-05,"s11_11"
"Parvimonas_micra",0.004141423,0.004750741,"s11_11"
"Pauljensenia_hongkongensis",0.00046706,0.000161686,"s11_11"
"Pauljensenia_sp000278725",0.000626232,0.001293687,"s11_11"
"Pauljensenia_sp000308055",0.000129586,0.000112279,"s11_11"
"Pauljensenia_sp000411415",5.48e-05,0.000110051,"s11_11"
"Peptidiphaga_gingivicola",0.000672813,0.001226563,"s11_11"
"Peptidiphaga_sp000466165",0.001882912,0.001251874,"s11_11"
"Peptoanaerobacter_stomatis",0.000543702,0.000307476,"s11_11"
"Porphyromonas_catoniae",0.000513516,0.000130806,"s11_11"
"Porphyromonas_endodontalis",0.012347447,0.018665421,"s11_11"
"Porphyromonas_pasteri",0.006918829,0.006507617,"s11_11"
"Porphyromonas_sp000467855",0.000894726,0.001174321,"s11_11"
"Prevotella_baroniae",0.00058118,0.00037703,"s11_11"
"Prevotella_conceptionensis",0.001009198,0.000849634,"s11_11"
"Prevotella_intermedia",0.009399306,0.007669991,"s11_11"
"Prevotella_koreensis",0.000292086,0.000189932,"s11_11"
"Prevotella_loescheii",0.00068542,0.000393837,"s11_11"
"Prevotella_melaninogenica",0.001163603,0.001071458,"s11_11"
"Prevotella_nanceiensis",0.000510073,0.000552991,"s11_11"
"Prevotella_nigrescens",0.001525164,0.001045742,"s11_11"
"Prevotella_oris",0.001674046,0.00128741,"s11_11"
"Prevotella_oulorum",0.000350264,5.64e-05,"s11_11"
"Prevotella_pleuritidis",0.005058446,0.004818575,"s11_11"
"Prevotella_seregens",0.000752771,0.000427854,"s11_11"
"Prevotella_shahii",0.000765516,0.000965153,"s11_11"
"Prevotella_veroralis",0.000620275,0.000117746,"s11_11"
"Pseudoleptotrichia_goodfellowii",0.000581174,0.000112988,"s11_11"
"Rothia_aeria",0.071243913,0.074473876,"s11_11"
"Rothia_dentocariosa",0.01337066,0.008913664,"s11_11"
"Rothia_mucilaginosa",0.028946495,0.082428058,"s11_11"
"SDRW01_sp007845485",0.000895866,0.000598955,"s11_11"
"Streptococcus_constellatus",0.001593069,0.001008687,"s11_11"
"Streptococcus_cristatus",0.004153448,0.004136701,"s11_11"
"Streptococcus_infantis",0.001880239,0.023606196,"s11_11"
"Streptococcus_oralis_S",0.001446933,0.002568644,"s11_11"
"Streptococcus_pneumoniae",0.002703233,0.000170797,"s11_11"
"Streptococcus_sanguinis",0.020693207,0.031379557,"s11_11"
"Streptococcus_sp000220065",0.000246177,5.27e-05,"s11_11"
"Streptococcus_timonensis",0.000787301,0.000150346,"s11_11"
"Tannerella_forsythia",0.004381404,0.003335157,"s11_11"
"Tannerella_sp002890585",0.00053856,0.000330964,"s11_11"
"Tannerella_sp003033925",0.001304365,0.001286398,"s11_11"
"Treponema_B_denticola",0.001309265,0.001247824,"s11_11"
"Treponema_C_lecithinolyticum",0.000804761,0.000916455,"s11_11"
"Veillonella_atypica",0.000771703,0.000149638,"s11_11"
"Veillonella_parvula_A",0.001799654,0.00089651,"s11_11"
"Veillonella_rogosae",0.00902196,0.013195852,"s11_11"
"W11650_sp002999035",0.000171385,2.78e-05,"s11_11"
"Abiotrophia_defectiva",0.000534985,0.000511854,"s11_12"
"Abiotrophia_sp001815865",0.000529276,0.000392049,"s11_12"
"Actinomyces_dentalis",0.000130508,1.29e-05,"s11_12"
"Actinomyces_gerencseriae",0.00032897,0.000252397,"s11_12"
"Actinomyces_johnsonii",0.00037574,8.76e-05,"s11_12"
"Actinomyces_massiliensis",0.000361533,0.000103639,"s11_12"
"Actinomyces_naeslundii",0.003924223,0.00262802,"s11_12"
"Actinomyces_oris",0.000936204,0.00061846,"s11_12"
"Aggregatibacter_kilianii",0.000640752,0.001831951,"s11_12"
"Aggregatibacter_segnis",0.010970299,0.007649465,"s11_12"
"Aggregatibacter_sp000466335",0.020272426,0.05267898,"s11_12"
"Alloprevotella_rava",0.000263584,0.000160523,"s11_12"
"Alloprevotella_tannerae",0.004189395,0.00478378,"s11_12"
"Anaeroglobus_geminatus",0.000448312,0.000391231,"s11_12"
"Arachnia_propionica",0.003803469,0.003263157,"s11_12"
"Arachnia_sp013333945",0.000956358,0.000714733,"s11_12"
"Bergeyella_A_cardium",0.000753195,0.000554107,"s11_12"
"Bulleidia_extructa",0.000610905,0.000707367,"s11_12"
"Campylobacter_A_concisus_T",0.000632512,0.00020646,"s11_12"
"Campylobacter_A_rectus",0.004092266,0.007470219,"s11_12"
"Campylobacter_A_showae_A",0.000380262,0.000311634,"s11_12"
"Campylobacter_B_gracilis",0.00052848,0.002149826,"s11_12"
"Capnocytophaga_gingivalis",0.003295955,0.002701478,"s11_12"
"Capnocytophaga_granulosa",0.005927937,0.005721241,"s11_12"
"Capnocytophaga_leadbetteri",0.003227326,0.003122584,"s11_12"
"Capnocytophaga_ochracea",0.006775207,0.004856113,"s11_12"
"Capnocytophaga_sp000192225",0.000560347,0.000413432,"s11_12"
"Capnocytophaga_sp000466425",0.000733278,0.000740413,"s11_12"
"Capnocytophaga_sputigena",0.004559778,0.005274354,"s11_12"
"Cardiobacterium_hominis",0.010705319,0.012386183,"s11_12"
"Cardiobacterium_valvarum",0.00156875,0.002013448,"s11_12"
"Catonella_morbi",0.000524081,0.000778574,"s11_12"
"Centipeda_artemidis",0.000454049,8.87e-05,"s11_12"
"Centipeda_noxia",0.004352773,0.003516372,"s11_12"
"Centipeda_periodontii",0.000286123,8.24e-05,"s11_12"
"Centipeda_sp001683335",0.000584382,0.000538761,"s11_12"
"Corynebacterium_matruchotii",0.00270917,0.002948044,"s11_12"
"Cutibacterium_acnes",0.001422946,0.001031994,"s11_12"
"Desulfobulbus_oralis",0.000513851,0.000379465,"s11_12"
"Dialister_invisus",0.005752979,0.005409504,"s11_12"
"Eikenella_corrodens",0.001725213,0.000510012,"s11_12"
"Eikenella_halliae",0.000678278,0.000989434,"s11_12"
"Eubacterium_B_infirmum",0.005689098,0.004594201,"s11_12"
"Eubacterium_M_brachy",0.003785715,0.004308554,"s11_12"
"Eubacterium_N_saphenum",0.003645692,0.004275098,"s11_12"
"F0058_sp000163695",0.010874106,0.010404247,"s11_12"
"Filifactor_alocis",0.007124345,0.008763921,"s11_12"
"Flexilinea_sp001717545",0.000270442,0.000147837,"s11_12"
"Fretibacterium_fastidiosum",0.00307149,0.003148263,"s11_12"
"Fusobacterium_animalis",0.002558382,0.003933181,"s11_12"
"Fusobacterium_nucleatum",0.000838063,0.002188295,"s11_12"
"Fusobacterium_polymorphum",0.001184944,0.004989422,"s11_12"
"Fusobacterium_pseudoperiodonticum",0.001792293,0.004885987,"s11_12"
"Fusobacterium_vincentii",0.003039197,0.00813922,"s11_12"
"Gemella_haemolysans_B",0.000134809,4.72e-05,"s11_12"
"Gemella_morbillorum",0.000794805,0.00099813,"s11_12"
"Gemella_sanguinis",0.000772606,0.000613549,"s11_12"
"Gordonia_jacobaea",1.13e-05,3.33e-05,"s11_12"
"Granulicatella_adiacens",0.00111467,0.000780006,"s11_12"
"Granulicatella_sp001058355",0.001079692,0.001490852,"s11_12"
"Haemophilus_A_sputorum",0.007872777,0.006644787,"s11_12"
"Haemophilus_D_parainfluenzae",0.025828374,0.149329086,"s11_12"
"HOT-345_sp003260355",0.000918645,0.001232521,"s11_12"
"HOT-345_sp013333295",0.000353064,0.000450263,"s11_12"
"HOT-345_sp013333605",0.000526728,0.000700614,"s11_12"
"JABCPE02_sp013333255",0.000394754,0.000418957,"s11_12"
"Johnsonella_ignava",0.001091102,0.000900322,"s11_12"
"Johnsonella_sp900766185",0.001295825,0.001736497,"s11_12"
"Kingella_B_oralis",0.000165012,0.000113563,"s11_12"
"Lachnoanaerobaculum_sp000209465",0.000563125,0.000473385,"s11_12"
"Lancefieldella_parvula",0.000330106,0.000583777,"s11_12"
"Lancefieldella_rimae",0.00146933,0.001923211,"s11_12"
"Lautropia_dentalis",0.032250882,0.0388797,"s11_12"
"Lautropia_mirabilis",0.035297987,0.062401745,"s11_12"
"Lawsonella_clevelandensis_A",0.00030475,4.77e-05,"s11_12"
"Leptotrichia_A_sp000469505",0.001199549,0.000422026,"s11_12"
"Leptotrichia_A_sp001274535",0.001727205,0.002541569,"s11_12"
"Leptotrichia_buccalis",0.000310018,0.000492313,"s11_12"
"Leptotrichia_hofstadii",0.000598616,0.000764558,"s11_12"
"Leptotrichia_hongkongensis",0.000838063,0.000428778,"s11_12"
"Leptotrichia_massiliensis",0.000359279,0.000668285,"s11_12"
"Metamycoplasma_salivarium",0.001529116,0.002603978,"s11_12"
"Mogibacterium_timidum",0.006026392,0.004481661,"s11_12"
"Neisseria_elongata",0.008752159,0.00890388,"s11_12"
"Neisseria_sicca_B",0.003041868,0.015272535,"s11_12"
"Neisseria_sp000090875",0.034044915,0.05451042,"s11_12"
"Neisseria_subflava_C",0.010646343,0.080918816,"s11_12"
"Olsenella_uli",0.000998856,0.000609457,"s11_12"
"Oribacterium_sp000160135",0.000691267,0.000668387,"s11_12"
"Ottowia_sp001262075",0.009286286,0.014242382,"s11_12"
"Parvimonas_micra",0.003776251,0.004979396,"s11_12"
"Pauljensenia_cardiffensis",0.000405377,0.000298232,"s11_12"
"Pauljensenia_georgiae",0.000227501,7.13e-05,"s11_12"
"Pauljensenia_sp000185285",0.000267254,9.69e-05,"s11_12"
"Pauljensenia_sp000278725",0.000256927,0.000437986,"s11_12"
"Peptidiphaga_gingivicola",0.000618505,0.001304649,"s11_12"
"Peptidiphaga_sp000466165",0.00117344,0.000850805,"s11_12"
"Peptoanaerobacter_stomatis",0.000754101,0.000160728,"s11_12"
"Peptoanaerobacter_yurii",0.000432156,0.000846405,"s11_12"
"Peptostreptococcus_stomatis",0.001746975,0.002775857,"s11_12"
"Porphyromonas_catoniae",0.002364713,0.00154569,"s11_12"
"Porphyromonas_endodontalis",0.007053022,0.009063278,"s11_12"
"Porphyromonas_pasteri",0.006316071,0.0056574,"s11_12"
"Porphyromonas_sp000467855",0.000458374,0.000367086,"s11_12"
"Prevotella_baroniae",0.000578743,0.000257615,"s11_12"
"Prevotella_buccae",0.000635797,0.000172084,"s11_12"
"Prevotella_conceptionensis",0.001780673,0.001701098,"s11_12"
"Prevotella_enoeca",0.002079117,0.001850981,"s11_12"
"Prevotella_intermedia",0.02053339,0.012021144,"s11_12"
"Prevotella_koreensis",0.004828972,0.004758715,"s11_12"
"Prevotella_loescheii",0.002514338,0.002783428,"s11_12"
"Prevotella_maculosa",0.000517586,0.000243599,"s11_12"
"Prevotella_marshii",0.000661864,0.000502646,"s11_12"
"Prevotella_micans",0.001830639,0.001829496,"s11_12"
"Prevotella_nanceiensis",0.000294849,0.000328925,"s11_12"
"Prevotella_nigrescens",0.005414712,0.004607911,"s11_12"
"Prevotella_oralis",0.000154065,1.07e-05,"s11_12"
"Prevotella_oris",0.004440136,0.00364477,"s11_12"
"Prevotella_oulorum",0.000323093,8.46e-05,"s11_12"
"Prevotella_pleuritidis",0.01659527,0.012838288,"s11_12"
"Prevotella_saccharolytica",0.00053448,0.000440339,"s11_12"
