"Species","col_2b","col_WMS","Group"
"GN02-872_sp003260325",0.000772253,0.000820415,"s13_9"
"GN02-873_sp003260345",0.00477965,0.008125985,"s13_9"
"Granulicatella_adiacens",0.001039157,0.001287145,"s13_9"
"Granulicatella_elegans",0.001436501,0.004226306,"s13_9"
"Granulicatella_sp001058355",0.00030039,0.000479718,"s13_9"
"Haemophilus_A_parahaemolyticus",0.001297585,0.001694467,"s13_9"
"Haemophilus_A_sputorum",0.000143885,7.61e-05,"s13_9"
"Haemophilus_D_parainfluenzae",0.002356147,0.010978558,"s13_9"
"HOT-345_sp003260355",0.002539295,0.003937681,"s13_9"
"HOT-345_sp013333295",0.000964544,0.002289755,"s13_9"
"HOT-345_sp013333605",0.001868925,0.003966904,"s13_9"
"JABCPE02_sp013333255",0.000434685,0.000773394,"s13_9"
"Johnsonella_ignava",0.000462424,0.000455065,"s13_9"
"Johnsonella_sp900766185",0.000456334,0.000949214,"s13_9"
"Kingella_A_denitrificans",0.00101009,0.001628203,"s13_9"
"Kingella_B_oralis",8.71e-05,0.000168364,"s13_9"
"Lachnoanaerobaculum_sp000209465",0.000201519,0.000257718,"s13_9"
"Lachnoanaerobaculum_sp000287675",0.000132186,0.00040191,"s13_9"
"Lancefieldella_parvula",4.11e-05,1.05e-05,"s13_9"
"Lancefieldella_rimae",0.000724199,0.000736594,"s13_9"
"Lancefieldella_sp000564995",0.000233695,6.7e-05,"s13_9"
"Lautropia_dentalis",0.004189541,0.003861556,"s13_9"
"Lautropia_mirabilis",0.010401743,0.018554352,"s13_9"
"Leptotrichia_A_sp000469505",0.001962072,0.003532885,"s13_9"
"Leptotrichia_A_sp001274535",0.00211092,0.004899523,"s13_9"
"Leptotrichia_buccalis",0.003983529,0.007382897,"s13_9"
"Leptotrichia_hofstadii",0.000525464,0.000792274,"s13_9"
"Leptotrichia_hongkongensis",0.000452,0.001066107,"s13_9"
"Leptotrichia_massiliensis",0.000849377,0.001165081,"s13_9"
"Leptotrichia_shahii",0.000257831,0.000215867,"s13_9"
"Leptotrichia_sp002240055",0.000732567,0.000583984,"s13_9"
"Leptotrichia_sp013394795",0.000243398,0.000154053,"s13_9"
"Leptotrichia_wadei_A",0.00043663,0.000644114,"s13_9"
"Metamycoplasma_orale",0.000107178,0.000179068,"s13_9"
"Mogibacterium_diversum",0.000274407,0.000164275,"s13_9"
"Mogibacterium_timidum",0.000868522,0.000617055,"s13_9"
"Neisseria_cinerea",0.010866393,0.010177865,"s13_9"
"Neisseria_elongata",0.034758213,0.035113586,"s13_9"
"Neisseria_sicca_B",0.006596979,0.06078109,"s13_9"
"Neisseria_sp000090875",0.021930488,0.032317535,"s13_9"
"Neisseria_sp002237445",0.000450685,0.000337089,"s13_9"
"Neisseria_subflava_C",0.011733052,0.107018268,"s13_9"
"Olsenella_uli",0.000131178,1.41e-05,"s13_9"
"Oribacterium_parvum",0.000159027,1.56e-06,"s13_9"
"Oribacterium_sinus",0.000290942,0.000139382,"s13_9"
"Oribacterium_sp000160135",0.000117744,3.86e-05,"s13_9"
"Ottowia_sp001262075",0.006767016,0.008300001,"s13_9"
"Parvimonas_micra",0.001570995,0.001750268,"s13_9"
"Parvimonas_sp000223315",0.000854398,0.000366914,"s13_9"
"Pauljensenia_cardiffensis",0.000238781,0.000141546,"s13_9"
"Pauljensenia_sp000185285",0.00018588,4.02e-05,"s13_9"
"Pauljensenia_sp000278725",0.000722431,0.001425204,"s13_9"
"Pauljensenia_sp902373545",0.000118506,0.000109437,"s13_9"
"Peptidiphaga_gingivicola",8.59e-05,9.81e-05,"s13_9"
"Peptidiphaga_sp000466165",0.000195798,7.32e-05,"s13_9"
"Peptoanaerobacter_stomatis",0.001108806,0.000782654,"s13_9"
"Peptoanaerobacter_yurii",0.000422827,0.000658665,"s13_9"
"Peptostreptococcus_sp900759325",0.000147819,8.86e-05,"s13_9"
"Peptostreptococcus_stomatis",0.001910883,0.002438637,"s13_9"
"Phocaeicola_abscessus",0.000693651,0.000495352,"s13_9"
"Porphyromonas_catoniae",0.002520653,0.001713468,"s13_9"
"Porphyromonas_endodontalis",0.011207028,0.018805575,"s13_9"
"Porphyromonas_gingivalis",0.102329048,0.071502291,"s13_9"
"Porphyromonas_pasteri",0.030243114,0.025869662,"s13_9"
"Porphyromonas_sp000467855",0.016006707,0.019942395,"s13_9"
"Porphyromonas_sp003640335",0.008521064,0.010926605,"s13_9"
"Prevotella_aurantiaca",0.003007439,0.004369295,"s13_9"
"Prevotella_baroniae",0.000782328,0.000542975,"s13_9"
"Prevotella_buccae",0.000501413,0.000270826,"s13_9"
"Prevotella_conceptionensis",0.002942292,0.002635383,"s13_9"
"Prevotella_denticola",0.001188759,0.000631005,"s13_9"
"Prevotella_enoeca",0.001346929,0.001493151,"s13_9"
"Prevotella_intermedia",0.07183194,0.052579702,"s13_9"
"Prevotella_koreensis",0.012052301,0.012807596,"s13_9"
"Prevotella_loescheii",0.001166681,0.000954145,"s13_9"
"Prevotella_maculosa",0.000553043,0.000437627,"s13_9"
"Prevotella_marshii",0.000832636,0.000811276,"s13_9"
"Prevotella_melaninogenica",0.003759729,0.004302671,"s13_9"
"Prevotella_micans",0.000717448,0.000639183,"s13_9"
"Prevotella_multiformis",0.000953456,0.000745734,"s13_9"
"Prevotella_multisaccharivorax",7.09e-05,8.3e-06,"s13_9"
"Prevotella_nanceiensis",0.000545946,0.000410448,"s13_9"
"Prevotella_nigrescens",0.01000373,0.008289539,"s13_9"
"Prevotella_oralis",0.000186734,0.000108475,"s13_9"
"Prevotella_oris",0.003145232,0.002230587,"s13_9"
"Prevotella_oulorum",0.000426331,0.000272269,"s13_9"
"Prevotella_pallens",0.000999367,0.000917465,"s13_9"
"Prevotella_pleuritidis",0.004787181,0.003674552,"s13_9"
"Prevotella_saccharolytica",0.000593037,0.00050834,"s13_9"
"Prevotella_seregens",0.000895215,0.000715548,"s13_9"
"Prevotella_shahii",0.002427904,0.003288757,"s13_9"
"Prevotella_sp000163055",0.001838756,0.002363956,"s13_9"
"Prevotella_sp000467895",0.008614509,0.01114151,"s13_9"
"Prevotella_sp003043925",0.000428209,4.73e-05,"s13_9"
"Prevotella_sp013333285",0.00027356,0.000242445,"s13_9"
"Prevotella_sp013333935",0.000330507,0.000257477,"s13_9"
"Prevotella_veroralis",0.001466984,0.001405963,"s13_9"
"Pyramidobacter_piscolens",0.000267534,0.000185321,"s13_9"
"Rothia_aeria",0.009804458,0.008236263,"s13_9"
"Rothia_dentocariosa",0.002457841,0.001408488,"s13_9"
"Rothia_mucilaginosa",0.002087721,0.00463495,"s13_9"
"SDRK01_sp007845205",0.000140587,0.000165839,"s13_9"
"SDRW01_sp007845485",0.000619038,0.0004529,"s13_9"
"Selenomonas_sputigena",0.001152508,0.001569276,"s13_9"
"Shuttleworthia_satelles",0.00021167,0.000127235,"s13_9"
"Simonsiella_muelleri",0.000102804,0.000585908,"s13_9"
"Streptobacillus_hongkongensis",0.000426456,0.001921638,"s13_9"
"Streptococcus_anginosus",0.000266553,0.000154534,"s13_9"
"Streptococcus_constellatus",0.001310322,0.000673217,"s13_9"
"Streptococcus_cristatus",0.004975827,0.012617224,"s13_9"
"Streptococcus_gordonii",0.000845777,0.000159465,"s13_9"
"Streptococcus_infantis",0.000158876,0.000623549,"s13_9"
"Streptococcus_oralis_S",0.001322713,0.007492935,"s13_9"
"Streptococcus_pneumoniae",0.002367002,0.000399144,"s13_9"
"Streptococcus_rubneri",0.000901666,0.00085469,"s13_9"
"Streptococcus_salivarius",0.000188539,2.85e-05,"s13_9"
"Streptococcus_sanguinis",0.003301083,0.006638365,"s13_9"
"Streptococcus_sinensis",0.000594462,0.000130603,"s13_9"
"Streptococcus_sp000220065",0.000415039,0.000345267,"s13_9"
"Streptococcus_timonensis",0.000795383,0.002210504,"s13_9"
"Synergistes_jonesii",5.03e-05,9.62e-06,"s13_9"
"Tannerella_forsythia",0.008415868,0.006374154,"s13_9"
"Tannerella_sp002890585",0.001150168,0.000792515,"s13_9"
"Tannerella_sp003033925",0.005839424,0.006289731,"s13_9"
"Treponema_B_denticola",0.005879903,0.005828413,"s13_9"
"Treponema_B_putidum",0.000185084,9.27e-05,"s13_9"
"Treponema_C_maltophilum",0.00040285,0.000895939,"s13_9"
"Treponema_D_buccale",0.000145445,0.00015261,"s13_9"
"Treponema_D_sp014334325",0.000212873,4.87e-05,"s13_9"
"Treponema_D_sp014334335",0.000119923,0.000128678,"s13_9"
"Treponema_medium",0.000571991,0.00014311,"s13_9"
"Treponema_sp010365865",0.000744313,0.000492225,"s13_9"
"Treponema_vincentii",0.000689403,0.00032362,"s13_9"
"Veillonella_atypica",0.00073,0.000388441,"s13_9"
"Veillonella_parvula_A",0.002507704,0.002615059,"s13_9"
"Veillonella_rogosae",0.000848352,0.002918836,"s13_9"
"Veillonella_tobetsuensis",0.00218839,0.002029512,"s13_9"
"W11650_sp002999035",0.001110398,0.001473308,"s13_9"
"Abiotrophia_defectiva",0.000210299,0.000112518,"s17_1"
"Abiotrophia_sp001815865",0.000417606,0.000861104,"s17_1"
"Actinomyces_graevenitzii",5.82e-05,3.69e-05,"s17_1"
"Actinomyces_naeslundii",9.28e-05,4.26e-05,"s17_1"
"Actinomyces_oris",0.000444581,0.000574942,"s17_1"
"Actinomyces_timonensis",5.92e-05,5.2e-05,"s17_1"
"Aggregatibacter_kilianii",0.000122987,6.87e-05,"s17_1"
"Aggregatibacter_segnis",0.004140719,0.007603298,"s17_1"
"Aggregatibacter_sp000466335",0.001765642,0.004998633,"s17_1"
"Allisonella_pneumosintes",0.000133956,0.000102156,"s17_1"
"Alloprevotella_rava",0.000114909,0.000115763,"s17_1"
"Alloprevotella_tannerae",0.000505115,0.000669038,"s17_1"
"Anaeroglobus_geminatus",2.62e-05,1.66e-05,"s17_1"
"Arachnia_propionica",0.000124754,1.78e-06,"s17_1"
"Arachnia_sp013333945",0.000232333,0.000383818,"s17_1"
"Bergeyella_A_cardium",0.000583719,0.000513292,"s17_1"
"Bulleidia_extructa",8.05e-05,7.19e-05,"s17_1"
"CAG-793_sp013333035",2.79e-05,8.14e-05,"s17_1"
"CAG-793_sp013333395",4.12e-05,4.95e-05,"s17_1"
"Campylobacter_A_concisus_T",0.00012731,0.000202114,"s17_1"
"Campylobacter_A_rectus",0.00037428,0.000707347,"s17_1"
"Campylobacter_A_showae_A",4.8e-05,3.97e-05,"s17_1"
"Campylobacter_B_gracilis",1.08e-05,4.07e-05,"s17_1"
"Capnocytophaga_gingivalis",0.001472988,0.001457084,"s17_1"
"Capnocytophaga_granulosa",0.00061529,0.000491103,"s17_1"
"Capnocytophaga_leadbetteri",0.002345297,0.002675944,"s17_1"
"Capnocytophaga_ochracea",0.000783434,0.000511827,"s17_1"
"Capnocytophaga_sp000466425",0.001659167,0.002252352,"s17_1"
"Capnocytophaga_sp002999135",0.000226975,8.93e-05,"s17_1"
"Capnocytophaga_sputigena",0.002844116,0.002466712,"s17_1"
"Cardiobacterium_hominis",0.000559517,0.000680447,"s17_1"
"Cardiobacterium_valvarum",5.9e-05,7.14e-05,"s17_1"
"Catonella_morbi",7.46e-05,6.62e-05,"s17_1"
"Corynebacterium_argentoratense",9.09e-05,7.14e-05,"s17_1"
"Corynebacterium_durum",0.000516066,0.000611157,"s17_1"
"Corynebacterium_matruchotii",0.000425805,0.000472995,"s17_1"
"Cutibacterium_acnes",6.47e-05,2.94e-05,"s17_1"
"Dialister_invisus",0.000300592,0.000281662,"s17_1"
"Eikenella_corrodens",0.001418026,0.000236445,"s17_1"
"Eikenella_halliae",0.000124284,7.38e-05,"s17_1"
"Eubacterium_B_infirmum",0.000212505,0.000167992,"s17_1"
"Eubacterium_B_sulci",2.49e-05,2.22e-05,"s17_1"
"Eubacterium_M_brachy",0.000504658,0.000565312,"s17_1"
"Eubacterium_N_saphenum",0.002422637,0.003209332,"s17_1"
"F0058_sp000163695",0.000332537,0.00042401,"s17_1"
"F0422_sp001553345",0.001666819,0.001485554,"s17_1"
"F0422_sp003992055",0.000167078,0.000167469,"s17_1"
"F0422_sp003999875",8.59e-05,0.000116391,"s17_1"
"Filifactor_alocis",0.001190559,0.001564892,"s17_1"
"Fretibacterium_fastidiosum",5.82e-05,6.44e-05,"s17_1"
"Fusobacterium_animalis",0.000419696,0.000547833,"s17_1"
"Fusobacterium_hwasookii",6.47e-05,0.000139313,"s17_1"
"Fusobacterium_massiliense",0.000415435,0.000442955,"s17_1"
"Fusobacterium_nucleatum_J",0.001090483,0.003079021,"s17_1"
"Fusobacterium_polymorphum",0.000267511,0.000368641,"s17_1"
"Fusobacterium_pseudoperiodonticum",0.000561049,0.00109734,"s17_1"
"Fusobacterium_vincentii",0.000599386,0.00093343,"s17_1"
"Gemella_haemolysans_A",0.000759418,0.001871465,"s17_1"
"Gemella_haemolysans_B",0.009490569,0.015773792,"s17_1"
"Gemella_morbillorum",0.000324084,0.000394599,"s17_1"
"Gemella_sanguinis",6.37e-05,6.99e-05,"s17_1"
"GN02-872_sp002761215",0.000644167,0.000102051,"s17_1"
"GN02-872_sp003260325",0.000721927,0.000251517,"s17_1"
"GN02-873_sp003260345",0.008944343,0.016495793,"s17_1"
"Granulicatella_adiacens",0.00221982,0.002775902,"s17_1"
"Granulicatella_elegans",0.007123562,0.01856843,"s17_1"
"Granulicatella_sp001058355",0.000465896,0.000810654,"s17_1"
"Haemophilus_A_parahaemolyticus",0.012608066,0.013777563,"s17_1"
"Haemophilus_A_sputorum",0.000898703,0.001046785,"s17_1"
"Haemophilus_D_parainfluenzae",0.018193039,0.053834975,"s17_1"
"Haemophilus_influenzae",0.000144074,0.017459471,"s17_1"
"HOT-345_sp003260355",0.000156352,0.000250575,"s17_1"
"HOT-345_sp013333295",0.000328256,0.000702637,"s17_1"
"HOT-345_sp013333605",0.001367293,0.002740838,"s17_1"
"JABCPE02_sp013333255",0.002893985,0.007295783,"s17_1"
"Johnsonella_sp900766185",3.67e-05,2.34e-05,"s17_1"
"Kingella_A_denitrificans",0.000732176,0.001471528,"s17_1"
"Kingella_B_oralis",4.86e-05,1.08e-05,"s17_1"
"Kingella_kingae",0.000152514,0.000202847,"s17_1"
"Lachnoanaerobaculum_sp000209465",5.42e-05,4.38e-05,"s17_1"
"Lachnoanaerobaculum_sp000287675",1.86e-05,3.42e-05,"s17_1"
"Lancefieldella_parvula",1.95e-05,1.31e-05,"s17_1"
"Lancefieldella_rimae",7.76e-05,8.51e-05,"s17_1"
"Lancefieldella_sp000564995",4.73e-05,1.87e-05,"s17_1"
"Lautropia_dentalis",8.93e-05,4.98e-05,"s17_1"
"Lautropia_mirabilis",0.001110949,0.002363928,"s17_1"
"Leptotrichia_A_sp000469505",0.000166629,0.000237283,"s17_1"
"Leptotrichia_A_sp001274535",0.000183917,0.000198137,"s17_1"
"Leptotrichia_buccalis",0.0002569,0.000375026,"s17_1"
"Leptotrichia_hofstadii",0.00010393,0.000109169,"s17_1"
"Leptotrichia_hongkongensis",3.42e-05,1.73e-05,"s17_1"
"Leptotrichia_massiliensis",0.000176406,0.000211325,"s17_1"
"Leptotrichia_trevisanii",6.48e-05,1.77e-05,"s17_1"
"Metamycoplasma_salivarium",0.000100125,7.68e-05,"s17_1"
"Mogibacterium_timidum",0.000219337,0.000155746,"s17_1"
"Neisseria_cinerea",0.042625935,0.052581994,"s17_1"
"Neisseria_elongata",0.035060631,0.044014075,"s17_1"
"Neisseria_mucosa",0.012333162,0.296244656,"s17_1"
"Neisseria_sicca_B",0.002318491,0.007312321,"s17_1"
"Neisseria_sp000090875",0.000722025,0.001154593,"s17_1"
"Neisseria_sp002237445",0.000228907,0.000302595,"s17_1"
"Neisseria_subflava_C",0.013529093,0.100364329,"s17_1"
"Oribacterium_parvum",2.9e-05,8.58e-06,"s17_1"
"Oribacterium_sinus",3.75e-05,4.08e-06,"s17_1"
"Ottowia_sp001262075",0.000346046,0.000604981,"s17_1"
"Parvimonas_micra",0.000211506,0.000220745,"s17_1"
"Pauljensenia_odontolytica",0.000203556,0.000230898,"s17_1"
"Pauljensenia_sp000278725",8.63e-05,9.28e-05,"s17_1"
"Pauljensenia_sp000308055",9.9e-06,1.99e-06,"s17_1"
"Pauljensenia_sp000411415",8.17e-06,3.06e-05,"s17_1"
"Pauljensenia_sp000758755",7.38e-06,6.18e-06,"s17_1"
"Peptidiphaga_gingivicola",3.15e-05,5.93e-05,"s17_1"
"Peptidiphaga_sp000466165",9.71e-05,6.28e-05,"s17_1"
"Peptoanaerobacter_stomatis",6.63e-05,1.56e-05,"s17_1"
"Peptoanaerobacter_yurii",2.93e-05,4.19e-06,"s17_1"
"Peptostreptococcus_stomatis",0.000232714,0.000270462,"s17_1"
"Porphyromonas_catoniae",0.000646237,0.000552438,"s17_1"
"Porphyromonas_endodontalis",0.001556655,0.002627064,"s17_1"
"Porphyromonas_gingivalis",0.0024389,0.001791185,"s17_1"
"Porphyromonas_pasteri",0.014149243,0.017424408,"s17_1"
"Porphyromonas_sp000467855",0.001591142,0.002282078,"s17_1"
"Porphyromonas_sp003640335",0.015469857,0.022125679,"s17_1"
"Prevotella_aurantiaca",0.00024406,0.000332112,"s17_1"
"Prevotella_baroniae",0.000116925,9.73e-05,"s17_1"
"Prevotella_buccae",8.16e-05,4.83e-05,"s17_1"
"Prevotella_conceptionensis",0.000583928,0.000860476,"s17_1"
"Prevotella_denticola",0.000327099,0.000244819,"s17_1"
"Prevotella_fusca",0.00041971,0.000374816,"s17_1"
"Prevotella_histicola",7e-05,3.79e-05,"s17_1"
"Prevotella_intermedia",0.006800777,0.005734764,"s17_1"
"Prevotella_jejuni",0.000151182,6.31e-05,"s17_1"
"Prevotella_koreensis",0.000256657,0.000270672,"s17_1"
"Prevotella_loescheii",0.000459111,0.000524701,"s17_1"
"Prevotella_marshii",1.53e-05,5.02e-06,"s17_1"
"Prevotella_melaninogenica",0.001351954,0.001402029,"s17_1"
"Prevotella_micans",3.49e-05,5.23e-06,"s17_1"
"Prevotella_multiformis",0.000142424,0.00011346,"s17_1"
"Prevotella_nanceiensis",0.000402687,0.000714674,"s17_1"
"Prevotella_nigrescens",0.001439401,0.001135858,"s17_1"
"Prevotella_oralis",2.96e-05,8.69e-06,"s17_1"
"Prevotella_oris",0.00085991,0.000735607,"s17_1"
"Prevotella_oulorum",4.61e-05,2.62e-05,"s17_1"
"Prevotella_pallens",0.000134918,9.78e-05,"s17_1"
"Prevotella_pleuritidis",0.000522613,0.000474879,"s17_1"
"Prevotella_salivae",6.47e-05,4.71e-05,"s17_1"
"Prevotella_seregens",7.24e-05,4.64e-05,"s17_1"
"Prevotella_shahii",9.31e-05,5.9e-05,"s17_1"
"Prevotella_sp000163055",0.000393981,0.000398157,"s17_1"
"Prevotella_sp000257925",0.000178655,0.000160561,"s17_1"
"Prevotella_sp000467895",0.000326659,0.000383504,"s17_1"
"Prevotella_sp003043925",3.64e-05,1.78e-06,"s17_1"
"Prevotella_sp013333285",3.98e-05,5.76e-06,"s17_1"
"Prevotella_sp013333935",0.00015273,0.00017333,"s17_1"
"Prevotella_veroralis",0.000158748,5.5e-05,"s17_1"
"Pseudoleptotrichia_goodfellowii",9.77e-05,6.06e-05,"s17_1"
"Rothia_aeria",0.010438911,0.013805404,"s17_1"
"Rothia_dentocariosa",0.00079647,0.000369792,"s17_1"
"Rothia_mucilaginosa",0.013116973,0.031406597,"s17_1"
"SDRW01_sp007845485",0.000310426,0.00027737,"s17_1"
"Selenomonas_sputigena",2.88e-05,1.98e-05,"s17_1"
"Shuttleworthia_satelles",0.000218834,0.000215512,"s17_1"
"Simonsiella_muelleri",0.000263469,0.000263659,"s17_1"
"Streptococcus_cristatus",0.000422525,0.000803432,"s17_1"
"Streptococcus_gordonii",0.000331004,0.00016862,"s17_1"
"Streptococcus_infantis",0.000257541,0.001239165,"s17_1"
"Streptococcus_intermedius",5.64e-05,1.55e-05,"s17_1"
"Streptococcus_oralis_S",0.000822493,0.003776319,"s17_1"
"Streptococcus_parasanguinis_B",0.000195068,1.11e-05,"s17_1"
"Streptococcus_pneumoniae",0.00903176,7.64e-06,"s17_1"
"Streptococcus_salivarius",0.000233208,0.000229223,"s17_1"
"Streptococcus_sanguinis",0.000685552,0.001826248,"s17_1"
"Streptococcus_sinensis",0.000112396,8.69e-05,"s17_1"
"Streptococcus_timonensis",0.000514851,0.00052983,"s17_1"
"Tannerella_forsythia",0.000997976,0.00084038,"s17_1"
"Tannerella_sp002890585",6.86e-05,5.61e-05,"s17_1"
"Tannerella_sp003033925",0.000182029,0.000194578,"s17_1"
"Treponema_B_denticola",0.000140313,0.000100272,"s17_1"
"Treponema_C_lecithinolyticum",8.45e-05,0.000112937,"s17_1"
"Treponema_C_maltophilum",1.09e-05,2.41e-06,"s17_1"
"Treponema_sp010365865",6.88e-05,4.71e-06,"s17_1"
"Veillonella_atypica",0.000137954,8.99e-05,"s17_1"
"Veillonella_parvula_A",0.000887433,0.000713418,"s17_1"
"Veillonella_rogosae",0.000171308,0.000280092,"s17_1"
"Veillonella_tobetsuensis",9.58e-05,4.23e-05,"s17_1"
"W11650_sp002999035",0.000106141,0.000178564,"s17_1"
"Actinomyces_dentalis",0.000496394,0.000139871,"s17_11"
"Actinomyces_naeslundii",0.000771216,0.000308557,"s17_11"
"Actinomyces_oris",0.008130905,0.008781458,"s17_11"
"Aggregatibacter_segnis",0.003341431,0.000451149,"s17_11"
"Aggregatibacter_sp000466335",0.008372803,0.02491561,"s17_11"
"Alloprevotella_tannerae",0.008490569,0.013328815,"s17_11"
"Bergeyella_A_cardium",0.001021228,0.000241281,"s17_11"
"Bulleidia_extructa",0.000921529,0.001246226,"s17_11"
"Campylobacter_A_rectus",0.002100822,0.003268606,"s17_11"
"Campylobacter_B_gracilis",0.000136168,0.000487756,"s17_11"
"Capnocytophaga_gingivalis",0.002002023,0.002108826,"s17_11"
"Capnocytophaga_leadbetteri",0.001580053,0.00064086,"s17_11"
"Capnocytophaga_ochracea",0.003608537,0.002670042,"s17_11"
"Capnocytophaga_sputigena",0.002527979,0.003039445,"s17_11"
"Cardiobacterium_hominis",0.00364623,0.003681294,"s17_11"
"Corynebacterium_durum",0.002190476,0.001399948,"s17_11"
"Corynebacterium_matruchotii",0.004850644,0.005699717,"s17_11"
"Desulfomicrobium_orale",0.002246368,0.002032274,"s17_11"
"Dialister_invisus",0.002646788,0.001963637,"s17_11"
"Eubacterium_M_brachy",0.002914066,0.005395365,"s17_11"
"F0058_sp000163695",0.00559431,0.008200949,"s17_11"
"Filifactor_alocis",0.003952717,0.007595583,"s17_11"
"Fretibacterium_fastidiosum",0.002079003,0.00280138,"s17_11"
"Fusobacterium_animalis",0.002140775,0.008864688,"s17_11"
"Fusobacterium_nucleatum_J",0.001230596,0.02240535,"s17_11"
"Fusobacterium_vincentii",0.003863837,0.01558988,"s17_11"
"Gemella_haemolysans_A",0.000540597,0.002938654,"s17_11"
"Gemella_haemolysans_B",0.004823534,0.013147391,"s17_11"
"Gemella_morbillorum",0.000820803,0.001293344,"s17_11"
"Gemella_sanguinis",0.001164516,0.001457702,"s17_11"
"Granulicatella_adiacens",0.002307181,0.001573457,"s17_11"
"Granulicatella_sp001058355",0.001011709,0.00058966,"s17_11"
"Haemophilus_A_parahaemolyticus",0.040134541,0.056704446,"s17_11"
"Haemophilus_A_paraphrohaemolyticus",0.008831793,0.013970293,"s17_11"
"Haemophilus_A_sputorum",0.008255799,0.010760059,"s17_11"
"Haemophilus_D_parainfluenzae",0.036705741,0.096431184,"s17_11"
"JABCPE02_sp013333255",0.001653812,0.003368532,"s17_11"
"Kingella_A_denitrificans",0.001483896,0.001744122,"s17_11"
"Kingella_B_oralis",0.000700245,0.001433339,"s17_11"
"Lautropia_dentalis",0.014803634,0.02250169,"s17_11"
"Lautropia_mirabilis",0.009501759,0.020944928,"s17_11"
"Leptotrichia_buccalis",0.000600241,0.00015669,"s17_11"
"Leptotrichia_hongkongensis",0.000426011,0.000493074,"s17_11"
"Leptotrichia_trevisanii",0.000817863,0.000684268,"s17_11"
"Mogibacterium_timidum",0.004837621,0.004135535,"s17_11"
"Neisseria_elongata",0.009056091,0.011118827,"s17_11"
"Neisseria_mucosa",0.004059381,0.00905613,"s17_11"
"Neisseria_sicca_B",0.006336035,0.050879574,"s17_11"
"Neisseria_sp000090875",0.015911837,0.035296373,"s17_11"
"Neisseria_subflava_C",0.007432762,0.063819817,"s17_11"
"Ottowia_sp001262075",0.000870745,0.000921962,"s17_11"
"Parvimonas_micra",0.002508198,0.003738554,"s17_11"
"Peptidiphaga_sp000466165",0.001501686,0.000607592,"s17_11"
"Peptoanaerobacter_stomatis",0.000579315,0.000135419,"s17_11"
"Porphyromonas_endodontalis",0.013880899,0.026227381,"s17_11"
"Porphyromonas_pasteri",0.008494618,0.008445446,"s17_11"
"Porphyromonas_sp000467855",0.004096463,0.006341319,"s17_11"
"Porphyromonas_sp003640335",0.000654182,0.000384491,"s17_11"
"Prevotella_baroniae",0.000805542,0.000351966,"s17_11"
"Prevotella_conceptionensis",0.003038076,0.003025718,"s17_11"
"Prevotella_denticola",0.00281457,0.002098933,"s17_11"
"Prevotella_enoeca",0.000763054,1.77e-05,"s17_11"
"Prevotella_intermedia",0.02564194,0.021976709,"s17_11"
"Prevotella_koreensis",0.000720762,3.35e-05,"s17_11"
"Prevotella_loescheii",0.002150579,0.002594974,"s17_11"
"Prevotella_melaninogenica",0.000769871,0.000137892,"s17_11"
"Prevotella_nanceiensis",0.001007752,0.002186491,"s17_11"
"Prevotella_nigrescens",0.005459766,0.004472784,"s17_11"
"Prevotella_oris",0.00428446,0.003937168,"s17_11"
"Prevotella_pleuritidis",0.011265498,0.011420088,"s17_11"
"Prevotella_seregens",0.001054941,0.00063381,"s17_11"
"Prevotella_veroralis",0.001085454,9.81e-05,"s17_11"
"Rothia_aeria",0.054828898,0.064745242,"s17_11"
"Rothia_dentocariosa",0.019784503,0.014962129,"s17_11"
"Rothia_mucilaginosa",0.009003994,0.023734683,"s17_11"
"Streptococcus_constellatus",0.001583908,0.000931114,"s17_11"
"Streptococcus_cristatus",0.002667491,0.001643207,"s17_11"
"Streptococcus_infantis",0.000898467,0.011944326,"s17_11"
"Streptococcus_oralis_S",0.002504804,0.004470682,"s17_11"
"Streptococcus_pneumoniae",0.003431619,0.001777142,"s17_11"
"Streptococcus_sanguinis",0.008537421,0.0138115,"s17_11"
"Tannerella_forsythia",0.009566987,0.008929986,"s17_11"
"Treponema_B_denticola",0.001324442,0.001397227,"s17_11"
"Treponema_C_lecithinolyticum",0.001339717,0.001190698,"s17_11"
"Veillonella_parvula_A",0.003664069,0.002571353,"s17_11"
"Veillonella_rogosae",0.002896317,0.003527572,"s17_11"
"Abiotrophia_defectiva",0.000858437,0.000495745,"s17_12"
"Abiotrophia_sp001815865",0.001363027,0.002753856,"s17_12"
"Actinomyces_naeslundii",0.000532473,0.000353525,"s17_12"
"Actinomyces_oris",0.00027849,0.000283124,"s17_12"
"Aggregatibacter_kilianii",0.000153871,0.004359033,"s17_12"
"Aggregatibacter_segnis",0.00117995,0.002231913,"s17_12"
"Aggregatibacter_sp000466335",0.001313874,0.003024639,"s17_12"
"Allisonella_pneumosintes",0.000101519,2.86e-05,"s17_12"
"Alloprevotella_tannerae",0.000697561,0.000966505,"s17_12"
"Arachnia_propionica",0.000711499,0.000317414,"s17_12"
"Bergeyella_A_cardium",0.001412094,0.001445863,"s17_12"
"Bulleidia_extructa",8.42e-05,0.000103984,"s17_12"
"Campylobacter_A_concisus_T",0.000200551,0.000126237,"s17_12"
"Campylobacter_A_rectus",0.000890989,0.001745575,"s17_12"
"Campylobacter_B_gracilis",0.000108703,0.000447293,"s17_12"
