sample_id,S9_11,S9_12,S9_14,S9_1,S9_2,S9_6,S9_7,S9_9,S11_11,S11_12,S11_14,S11_1,S11_2,S11_6,S11_7,S11_9,S13_11,S13_12,S13_14,S13_1,S13_2,S13_6,S13_7,S13_9,S17_11,S17_12,S17_14,S17_1,S17_2,S17_6,S17_7,S17_9
PorphyromonaS,0,0,0,0,0,38500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS,473375,2348782,2962792,458856,1309063,831060,646744,2830683,513516,2364713,5460246,675468,5208598,3648008,730181,3242617,1477079,526013,2184212,364734,3465897,1344641,555576,2520653,647034,918511,3235138,646237,6599502,2734667,442716,4289822
PorphyromonaS,0,0,0,0,0,0,0,200559,0,0,0,0,0,0,0,294600,0,0,0,0,0,0,0,125380,0,0,0,0,0,0,0,336748
PorphyromonaS,27425320,21620684,63586087,14336361,7724879,1452441,40200911,9811353,12347447,7053022,53765100,3949600,8304747,1410039,15301732,14077116,24328117,4893226,55529864,7052544,4952689,4562512,25972423,11207028,13880899,2779340,47145436,1556655,4355142,887230,7682447,6578872
PorphyromonaS,1402872,414941,315971,27954685,151907252,1439905,19727841,45617592,372151,367835,260202,7981138,107920657,3974577,5236157,59245683,1193253,161766,251592,14365365,85765737,4892249,10418205,102329048,1380626,43100,348458,2438900,61085697,1618868,2865266,25680301
PorphyromonaS,0,0,134738,44100,724470,5390,115724,339228,0,0,148870,16500,546589,29100,37600,453525,0,0,181439,23300,252806,33000,65800,579315,0,0,335960,7580,200470,26600,21900,265341
PorphyromonaS,0,0,0,0,0,3490,0,26000,0,0,0,0,0,0,0,34000,0,0,0,0,0,0,0,53300,0,0,0,0,0,0,0,17700
PorphyromonaS,0,0,0,0,101646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS,2541151,7870903,6664605,8317683,16804679,102102589,15455250,45489818,6918829,6316071,7872291,15933608,64746065,53281444,19134075,61246083,3623807,5083125,5031377,10206429,15035627,11577063,10610438,30243114,8494618,16547785,4224438,14149243,34181834,65060098,21656372,80999617
PorphyromonaS,758435,234554,361937,516137,1826278,6455876,852536,27486656,894726,458374,331432,2070030,4251800,10004878,1828578,25351237,1638989,303209,199847,347525,7665228,2420598,489549,16006707,4096463,372310,317695,1591142,4923972,8230144,1920615,25596042
PorphyromonaS,0,0,9360,0,0,9470,0,20300,0,0,23300,0,0,24700,0,16000,0,0,0,0,0,18300,0,7060,0,0,20600,3570,0,27100,0,16800
PorphyromonaS,0,0,0,0,0,13000,0,14300,0,0,0,5960,0,9620,0,22600,0,0,0,4350,0,69600,0,25300,0,0,0,16400,0,13700,2850,40900
PorphyromonaS,0,0,0,0,0,3260,0,9420,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5590
PorphyromonaS,0,0,30400,1769033,1965556,1171281,0,2784434,52900,58600,116368,3691593,1781426,3098736,0,6798259,0,0,102403,3093708,1111301,29030402,26700,8521064,654182,62200,274113,15469857,3795962,4531311,68900,32761219
PorphyromonaS,0,0,0,0,0,40300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS,0,0,0,0,0,27600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS,0,0,0,0,0,22900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS,0,0,0,0,0,35400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS,0,0,0,0,0,52600,0,8630,0,0,0,0,0,0,0,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10100
PorphyromonaS,0,166235,0,0,0,319972,0,0,0,72800,0,0,0,14000,0,0,0,0,0,0,0,12700,0,0,0,0,0,0,0,18200,0,0
PorphyromonaS,0,73700,0,0,0,207752,65500,0,0,58300,0,0,0,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PorphyromonaS_A,0,0,0,0,0,0,0,37700,0,0,0,0,0,0,0,38800,0,0,0,0,0,0,0,13700,0,0,0,0,0,0,0,47700
PorphyromonaS_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,15900,0,0,0,0,0
Draconibacterium,0,0,0,0,0,0,0,0,0,0,0,14700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AliStipeS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8250,0,0,0,0,0,0,0,0
AliStipeS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
ParabacteroideS,0,0,0,0,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParabacteroideS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76800,0,0,0,0,0,0,0,156580,0,0,0,0,0,0,0,9250
Tannerella,16563936,47530058,20695288,8174832,30094808,186729,32438355,4928423,4381404,15746838,24727819,2605186,29639060,888579,9368402,4500387,13224324,16122411,28155011,3831257,27664176,1186758,19786062,8415868,9566987,4644444,20198806,997976,18349080,358081,3551146,2334165
Tannerella,0,23700,18100,20800,159059,1140,103280,17500,0,10900,15100,7600,80800,3410,30400,18500,0,0,18000,9680,73500,0,48900,25900,0,0,11200,2440,63000,1600,12000,8860
Tannerella,1093491,4731649,1543186,155917,681964,99600,499095,525183,538560,4786746,194002,99700,651871,395602,165682,661869,1112515,2650848,245115,130205,254602,358115,240335,1150168,539774,490199,280094,68600,347149,119210,145591,516755
Tannerella,2148181,10428298,1220140,524236,849691,2028468,5285295,3761944,1304365,6729020,1437054,206371,1068284,3013589,2322616,5366107,3122591,669425,1285658,224266,669172,1491362,1829422,5839424,690773,195251,1205990,182029,485732,651185,1398181,2826561
UBA3663,0,0,0,0,0,1230,0,2680,0,0,0,0,0,0,0,0,0,0,6160,0,0,0,0,0,0,0,10600,0,0,0,0,4090
RC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5110,0,0,0,0,0,0,0,0,0,0,0,0
RC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0
RC9,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25700,0,0,0,0,0,0,0,17300
Hymenobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820,0,0
SpiroSoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,813,0,0
Capnocytophaga,230312,3021502,367133,124366,306631,140372,2166495,524287,154190,2427942,518719,223321,465951,715390,799379,520932,374483,439272,506376,169166,587887,1146202,736056,591786,433997,667798,501227,188400,520553,358237,365738,487127
Capnocytophaga,852943,4207966,342450,487103,629072,1707134,2427394,3227638,813643,3295955,527206,1172029,2006896,4227835,1575218,3357680,1674917,2408453,602052,986521,1209104,1614171,1230846,3099137,2002023,2982627,479394,1472988,1229386,1686582,1283773,2720606
Capnocytophaga,430889,5330584,482524,339520,256100,1074898,3185164,4167585,209257,5927937,442153,331873,251127,1228873,3130243,2527440,909818,2873681,1288540,317691,268638,1677672,2734491,3295750,428408,2984830,578999,615290,156938,618893,2448836,2999799
Capnocytophaga,0,0,281814,12600,0,0,820449,91200,0,0,391038,8950,0,2070,405133,91000,0,0,446893,8570,0,0,385126,136361,0,0,455346,6890,0,0,259153,129332
Capnocytophaga,764091,3108823,1741861,1329138,855047,4520599,4542274,13302920,517698,3227326,2023083,2399445,1010333,3288940,2844720,12514518,1315109,1620355,2049905,1729777,1419307,3312103,2635460,10681454,1580053,1767389,1589536,2345297,898487,2398351,4088944,9839143
Capnocytophaga,5276604,12370784,1024110,1052371,1301138,301159,2736564,1362504,2131142,6775207,1470350,977071,2380022,1560477,1065677,1409139,5225283,6111442,1280560,858573,1698212,2912784,1310653,2317763,3608537,3196786,1687052,783434,1393333,671525,544563,1286633
Capnocytophaga,0,2170956,55400,38700,0,63800,358037,284589,0,560347,42300,45900,135241,102701,180776,248568,0,622055,53200,29000,0,185707,207766,315587,0,223609,54400,34100,0,55500,87100,263406
Capnocytophaga,0,3220640,1145538,179036,233458,125200,2281555,1947271,22500,1582356,1530456,456446,113478,174469,1157692,1384296,183177,187186,2606834,253010,369541,154884,1234774,987791,75200,803620,735926,553585,136834,187853,810884,890830
Capnocytophaga,0,416363,484553,941649,83000,36000,2797364,4019210,0,733278,445032,1806181,0,162029,1773504,2396355,62000,83700,1494839,1278011,0,150374,4645912,2148297,108479,145289,217528,1659167,40400,97400,1471699,2276674
Capnocytophaga,0,561257,50700,75700,0,27500,65300,159414,0,140598,51600,200076,74600,50300,53200,132281,0,91000,96500,130503,157257,99400,45100,123700,48500,189861,46900,226975,90200,34700,37600,103035
Capnocytophaga,1185153,9484727,818552,859137,1870774,225573,1992707,1935374,710844,4559778,1231544,3067320,3544747,2406346,780260,2219295,1730769,3204699,1105230,2684796,3245351,7763114,648445,2365019,2527979,3892215,1054380,2844116,3745518,1327821,457993,1649179
Algoriella,0,0,0,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergeyella_A,986444,122034,0,79300,1167987,263095,1596551,3314637,226323,753195,0,136962,336079,4876538,2458500,2446466,1815523,1759156,0,62500,525109,3982703,1728992,1405895,1021228,1412094,8600,583719,405560,2337287,1392093,1250340
JABCPE02,365158,445938,685522,713386,1423530,1391637,952388,563644,505831,394754,1331497,1718495,2399725,3080538,1129202,575465,1397080,350069,1289488,1234266,2015139,1613548,861075,434685,1653812,821876,1750270,2893985,2504745,2833838,1006495,468777
JABCPE02,671473,0,235077,248157,464854,392840,454916,281609,347448,139498,399502,1004746,537755,1147973,399525,238611,412793,165208,349879,630731,1307757,982459,335981,192552,1661015,334237,1063520,1683648,1433404,1233806,353673,153793
Ornithobacterium,0,0,86500,0,0,0,0,0,0,0,126486,0,0,0,0,0,0,0,169225,0,0,0,0,0,0,0,827794,0,0,0,0,0
Sphingobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6890,0,0,0,0,0,0,0,0,0,0
Sphingobacterium,0,0,0,3650,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0
Campylobacter,0,0,154650,0,0,0,0,0,0,0,119555,0,0,0,0,0,0,0,130031,0,0,0,0,0,0,0,188134,0,0,0,0,0
Campylobacter_A,0,0,136068,180061,0,121979,414533,75100,0,0,0,0,0,69800,340488,77100,0,0,115438,0,0,69700,523393,64400,0,0,0,0,0,61800,250447,41600
Campylobacter_A,0,0,56700,0,0,25800,114188,331958,0,0,0,0,0,0,166083,169609,0,0,0,0,0,0,0,286521,0,0,150579,24500,0,0,94200,87500
Campylobacter_A,0,390968,679797,507044,366303,547199,1169807,264881,0,243704,456231,69600,349928,173368,888866,215465,0,0,909640,105250,0,161872,1603391,241598,0,96100,310798,51900,0,58200,720797,165455
Campylobacter_A,0,761993,123893,94300,0,102305,316385,64300,0,0,0,0,0,71400,139085,55200,0,0,145351,0,0,71600,406999,116882,0,0,0,0,0,54500,136955,45500
Campylobacter_A,0,566843,441280,616636,0,392035,1167881,251653,0,117573,83600,85200,453109,167991,884235,211438,0,0,504724,38700,0,141618,1395346,296333,0,103706,196389,70700,0,101930,595402,194254
Campylobacter_A,0,0,0,0,0,11800,0,53500,0,0,0,0,0,51000,0,32400,0,0,0,0,0,63700,0,79200,0,0,30300,31400,0,0,0,0
Campylobacter_A,0,0,142004,0,0,0,0,158067,0,0,0,0,0,0,0,93900,0,0,89500,0,0,0,0,92000,0,0,0,0,0,0,0,113989
Campylobacter_A,0,520086,367036,139296,0,131602,530163,411973,0,400900,405895,34200,0,236677,367164,267443,998034,0,256648,91800,0,184820,312775,325375,0,0,405313,66500,0,118273,254491,222201
Campylobacter_A,0,0,0,0,0,41800,106130,46000,0,0,0,0,0,0,0,0,0,0,85200,0,0,0,0,0,0,0,0,0,0,0,51800,26400
Campylobacter_A,0,0,0,0,0,45400,0,57200,0,0,0,0,0,38400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30700
Campylobacter_A,0,0,128157,0,0,21300,0,27100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132502,0,0,0,0,0
Campylobacter_A,0,0,0,0,0,43800,0,92100,0,0,0,0,0,0,0,38400,0,0,0,0,0,0,0,38500,0,0,0,0,0,0,0,0
Campylobacter_A,0,0,0,0,0,0,0,28600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A,0,0,0,0,0,21300,0,0,0,0,0,0,0,33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A,0,0,0,74600,0,15300,0,0,0,0,0,17700,0,44600,0,0,305295,0,0,0,0,0,0,0,408909,0,97700,0,0,0,0,0
Campylobacter_A,0,0,0,0,0,58700,222035,99200,0,0,0,0,0,38000,147254,51500,0,0,0,0,0,41100,0,104589,0,0,0,26700,0,0,0,36400
Campylobacter_A,0,0,483527,424290,0,239568,569017,45400,0,0,362571,84300,0,110847,368447,59500,0,0,544015,86900,0,108444,462672,44800,0,0,358516,45200,0,29100,382478,24000
Campylobacter_A,0,0,0,0,0,0,0,38900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A,943713,1318785,1869720,1215011,1667203,993566,2143183,361789,0,632512,1215884,128751,866009,622278,1581614,270511,398151,556663,2634742,182476,0,336040,2962987,314104,0,200551,554406,127310,262240,295357,1381764,257959
Campylobacter_A,0,0,85900,0,0,34100,0,38000,0,0,0,0,0,42300,0,37400,0,0,0,0,0,38900,0,0,0,0,0,0,0,0,0,30900
Campylobacter_A,0,0,0,0,0,0,0,95700,0,0,0,0,0,0,0,46300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42200
Campylobacter_A,0,0,0,0,0,35200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A,0,0,62200,0,0,27700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61300,0,0,0,0,0
Campylobacter_A,0,77600,136537,72900,53800,18800,306834,42700,25700,66800,101235,14600,43200,9680,152747,27300,40200,24400,102090,18200,0,27300,247014,58600,48900,9820,108668,6580,0,7140,226474,16800
Campylobacter_A,5184734,18412238,9670755,4649699,11760208,199499,6199042,1049872,1269249,4092266,8499288,1489155,12836524,520922,1220303,797152,2921410,4027573,9743114,1836392,13244918,728751,3180969,1658485,2100822,890989,3567361,374280,8878061,305743,640241,597209
Campylobacter_A,221763,542848,321477,142014,328158,120572,529562,631357,82400,252287,205053,67500,235936,115757,173983,368128,180227,219869,216158,75600,397233,134630,199080,496186,137144,52000,155521,42800,201377,46100,111142,221108
Campylobacter_A,208309,764154,468978,135849,228263,1937989,419414,1597896,89000,380262,409186,60500,296210,163476,131743,1187565,118937,249144,383636,68900,371926,187066,179016,1431438,172820,66200,238798,48000,174086,69100,91200,877057
Campylobacter_A,117500,578853,361701,126058,311621,69300,424272,531921,34300,309859,289205,59000,420444,105888,124749,311742,102365,280287,240096,70300,326583,174341,146262,380951,100463,70900,193004,31800,262726,34400,63400,188888
Campylobacter_A,243137,562050,352508,124539,229924,74200,329370,303868,72000,180790,257438,40000,267427,75800,96800,213349,144153,153187,281805,63700,261540,93600,141677,250326,110137,36900,124973,23900,179999,27800,61600,144789
Campylobacter_A,211069,681250,463471,156937,343713,254654,433375,567588,76100,242507,414210,61800,400883,113241,147760,348680,200305,237977,392753,76700,395884,119557,152670,425375,161284,52500,229593,38800,291948,43900,112263,219723
Campylobacter_A,0,0,0,0,0,0,0,30700,0,0,0,6870,0,0,0,16000,0,0,0,0,0,0,0,29800,0,0,0,4240,0,0,0,7950
Campylobacter_A,0,0,0,0,108141,0,0,8530,0,0,0,0,96800,0,0,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A,333439,871564,392444,185733,212444,71400,409337,436135,105120,258055,374420,53700,282088,71900,121834,254916,187442,208675,373589,82100,225973,102501,188681,368348,128365,62900,185832,28400,192415,17900,78900,178816
Campylobacter_B,203406,1255125,180412,61300,208415,9240,510903,108046,90600,528480,208070,25500,176474,200273,164864,97800,328003,339834,135296,36400,114521,305702,248732,259751,136168,108703,173850,10800,68800,38700,94400,101521
Campylobacter_B,293562,1581413,147396,68500,195541,12900,681997,129596,109796,563900,192871,23000,237146,227080,198527,118702,358346,396385,123318,26200,137967,359254,276150,326155,189439,120362,188076,11400,68400,41000,148035,118702
Chlamydophila,1227234,0,276248,143413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373096,561510,0,1637807,0,0,0,0,0,35100,0,120538,0,0
Flexilinea,251210,474065,354816,44000,817774,2340,316242,37200,108559,270442,489233,12800,682053,21900,133753,48400,312379,313862,510981,16200,914035,51000,265957,88400,186309,48300,397544,3170,484463,16900,42800,22100
DeinococcuS,0,0,0,0,0,0,0,596,0,25600,0,0,0,2750,0,0,0,0,1790,0,0,2120,0,0,0,17300,0,0,0,1600,0,0
DeinococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3790,0,0,0,0,0,0,0,0,0,0
DeinococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27200,0,0,0,0,0,0,0,16300,0,0
DeSulfobulbuS,757475,2008200,999108,149875,2282927,0,2157385,69900,361667,513851,1398332,96200,2354170,2150,694016,288821,303916,643524,932749,87500,1857547,3440,1021812,257422,259244,133265,732279,23100,1077461,0,146490,106468
DeSulfomicrobium,3209989,0,0,0,0,0,0,863989,1357417,0,0,0,0,4470,0,1023712,3075554,0,0,0,0,0,0,2927706,2246368,0,0,0,0,0,0,420600
DeSulfovibrio,0,0,0,0,89700,9630,0,201903,0,0,0,0,59100,59700,0,178632,0,0,0,0,103203,209603,0,593207,0,0,0,0,0,92100,0,86900
DeSulfovibrio,0,0,0,0,0,8380,21200,123256,0,0,0,0,0,32900,7470,101522,0,0,0,0,0,73600,11400,255862,0,0,0,0,0,25800,0,64400
DeSulfovibrio,0,0,0,0,0,0,0,4720,0,0,0,0,0,0,0,4940,0,0,0,0,0,7570,0,18200,0,0,0,0,0,0,0,2880
PSeudopelobacter,0,0,0,0,0,0,0,3280,0,0,0,0,0,0,0,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000
Fibrobacter,0,0,0,0,0,0,0,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AnoxybacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6560,0,0,0,0,0,0,0,0,0,0
BacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7110,0,0,0,0,0,0,0,0,0,0,0,0
BacilluS,45800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10300,0,0,0,0,0,0,0,0,0,0,0,0
BacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853782,0,0,0,0,2659881,0,0,989006,0,0,0,0
BacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13100,0,0,0,0,0,0,0,0,0,0,0,0
BacilluS_A,0,105098,53000,55200,0,384,0,0,0,42400,66000,13600,0,0,0,0,44100,69400,55200,40600,139634,6090,0,0,54200,0,52300,6820,73600,0,0,0
BacilluS_A,0,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280
Kurthia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrevibacilluS,8860,30900,3680,3410,25400,0,0,262,0,0,0,329,11400,1690,0,0,0,0,0,0,0,6660,0,0,0,0,0,0,0,726,0,0
BrevibacilluS_D,0,24700,0,1370,0,0,0,0,0,11500,2810,0,8770,27500,0,0,5020,2830,1730,0,0,57200,0,0,4190,0,874,243,52800,14000,0,0
Eggerthia,0,0,0,252999,643204,28500,117112,85100,0,0,0,94300,0,0,110977,227299,239796,0,0,236868,0,0,231530,200066,0,0,0,49600,0,0,51700,131625
Bulleidia,1140994,827968,1017297,62500,547374,84600,1018268,325832,438589,610905,1139546,94600,1484885,105772,754540,566643,1280382,350271,1020791,54100,549460,149293,709044,596509,921529,84200,711954,80500,1345820,102695,485742,453314
Bulleidia,797678,787644,1750530,363709,733492,1278395,1735719,699140,456662,1575677,692093,116258,665119,399049,1845097,1097815,927906,506411,580626,244978,384350,343203,800321,856938,371182,168214,957060,158990,621207,398412,756440,801462
Bulleidia,0,0,693837,96100,0,1330732,345723,26100,0,0,264472,58200,0,60300,672332,35100,0,0,303026,30000,0,29300,179551,0,0,0,337681,47300,0,103847,569311,48000
Abiotrophia,116961,210162,83200,225485,83900,72300,27600,102948,269838,534985,161116,399971,166523,411593,42300,105952,62500,897198,44500,446644,208691,328914,44900,194421,64100,858437,44900,210299,99700,442102,29700,135722
Abiotrophia,93400,160416,268641,341518,172648,52800,34500,217221,123356,529276,360298,737248,183598,445266,47800,201667,137763,1246153,108409,788420,738705,464018,85200,351268,97500,1363027,89700,417606,428691,320921,31900,206411
AerococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800,0,0,0,0,0
Globicatella,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,31800,0,0,0,0,0,0,0,48800,0,0,0,0,0,0,0,15900
Granulicatella,1004906,373520,699998,1001091,356202,1215151,1112311,1642408,3111880,1114670,1958247,3396945,1681318,3820509,3581710,1600896,2245978,1967610,755510,1586660,2473122,2999990,3079974,1039157,2307181,4620209,1517834,2219820,2137529,3884850,3963825,970995
Granulicatella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62700,0,0,0,0
Granulicatella,0,0,502543,635074,515748,1547687,71200,447295,0,0,1756747,3327216,383083,1708780,120185,1035344,0,0,2957023,905344,830865,10695282,350804,1436501,0,117093,3886915,7123562,1034789,2357804,165913,2078615
Granulicatella,641726,1373714,1038917,809053,599000,1780330,1397084,405778,1975703,1079692,2519040,781513,948242,2856380,4604154,448202,746340,1405523,1863326,647744,427790,1493975,3360545,300390,1011709,1777901,1126049,465896,450706,3634609,4292114,273266
Granulicatella,246762,311061,399134,254297,399283,588978,595645,188323,606774,399077,1042307,211439,411054,1108836,2029457,197606,284709,411101,710919,177750,317011,630892,1400987,121059,330674,469864,471518,119352,242314,1354522,1747379,122573
Granulicatella,204721,692580,451929,408130,363414,596348,695242,340428,745183,808905,922647,380099,635318,1075421,2382201,342385,231572,886249,736941,331466,454197,638595,1636311,228174,300686,1134157,470614,205913,373006,1404188,2140861,212319
TrichococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4690,0,0,0,0,0,0,0,0,0,0
DoloSigranulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5090,0,0,0,0,0,0,0,0,0,0
EnterococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130175,0,22900,0,0,0,0,0,0,0,0,0,0,0,0,0
EnterococcuS_B,601543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnterococcuS_D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10100,0,0,0,0,0,0,0,0
CompanilactobacilluS,0,0,0,52500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FructilactobacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LactiplantibacilluS,119551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LactobacilluS,0,163746,98300,0,0,59800,0,0,0,0,0,0,0,0,0,0,0,0,23900,0,0,0,0,0,0,0,13700,0,0,7070,0,0
LactobacilluS,0,0,10800,0,0,0,308264,0,0,0,75400,0,0,0,61600,0,0,0,71500,0,0,0,278804,0,0,0,14500,0,0,0,114199,0
LactobacilluS,0,0,0,0,0,0,0,0,0,0,47100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LactobacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183876,0
LatilactobacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeuconoStoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
LeuconoStoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,0
LeuconoStoc,113475,0,0,39200,0,0,0,0,0,0,0,0,0,0,0,0,0,413692,24700,0,0,0,0,0,0,0,0,0,0,0,0,0
LeuconoStoc,0,0,0,28200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
LeuconoStoc,0,0,0,35100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LigilactobacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7880
LigilactobacilluS,0,0,0,0,0,0,452785,0,0,0,0,0,0,0,73100,0,0,0,0,0,0,0,119171,0,0,0,0,0,0,0,127555,0
LimoSilactobacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140479,24600,439799,0,0,0,0,61700
LimoSilactobacilluS,0,0,0,0,0,0,60400,0,0,0,0,0,0,0,13400,0,0,0,0,0,0,0,128243,0,0,0,0,0,0,0,40200,0
LimoSilactobacilluS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25100,0,7540,0,0,0,0,0,0,0,25400,0,0,0,0,0
LimoSilactobacilluS,0,0,0,0,0,0,28100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,0
WeiSSella,0,0,0,43400,0,0,0,0,0,0,0,0,0,0,0,0,31700,499318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeiSSella,103034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeiSSella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6780,0,0,0,0,0,0,0,0,0,0,0,0,0
