sample_id,S9_11,S9_12,S9_14,S9_1,S9_2,S9_6,S9_7,S9_9,S11_11,S11_12,S11_14,S11_1,S11_2,S11_6,S11_7,S11_9,S13_11,S13_12,S13_14,S13_1,S13_2,S13_6,S13_7,S13_9,S17_11,S17_12,S17_14,S17_1,S17_2,S17_6,S17_7,S17_9
StreptococcuS,0,279472,23005344,1644244,608276,940375,4266403,41100,629006,194714,32889522,361477,707758,564534,4303752,85700,0,0,55802311,899982,0,445046,6882280,188539,0,0,9646655,233208,0,216160,1241720,80600
StreptococcuS,84449801,2235937,25896398,1651636,12818362,243022,2025058,1380724,20693207,6373961,22079624,1539269,7692237,2398317,8011951,947874,16947464,21468657,16167361,2270012,12516204,2970669,17414852,3301083,8537421,14059455,7149780,685552,1885888,1044060,1574966,532439
StreptococcuS,3142110,216885,134557,91300,436618,0,185840,80500,724150,694064,161224,81100,309872,0,325690,44100,642893,2829882,71000,100480,494349,31400,602578,349577,259838,1953210,86100,26400,0,0,94600,34300
StreptococcuS,1366467,0,231879,0,0,21400,0,117771,575336,0,321813,46400,0,200966,144692,53200,342565,870935,129557,67200,0,220979,0,123117,0,429215,193311,19300,0,53000,0,33300
StreptococcuS,1069409,0,0,0,535210,0,0,58000,0,274854,0,40700,0,81200,0,41200,180359,544867,0,73800,0,82500,0,240868,0,335872,0,30900,0,27400,0,28000
StreptococcuS,4253162,390132,214308,270365,874033,17200,0,164072,1015074,551895,0,126265,1091888,84600,509345,57100,1404552,2607712,109666,181339,2200354,76100,1056753,520471,0,1535862,146163,65100,0,73500,0,61400
StreptococcuS,3034107,0,0,202537,567273,17300,234902,220697,768099,351635,0,176104,0,130760,349305,134522,679024,1710133,0,250224,0,328343,1059018,815954,534112,1050980,0,98800,0,84900,92200,62100
StreptococcuS,2766199,1841806,335028,456214,1181153,14500,0,112231,801212,3783105,287213,384149,433659,195914,148774,39500,879250,18144244,251399,524622,1274109,501441,233542,382859,364569,11787080,124217,233867,387109,99200,0,26600
StreptococcuS,27074410,502544,2970596,2015026,5515481,423062,568991,1178247,7425908,2768521,3153703,1379512,2971650,2876197,1829921,1135732,6116606,8948901,2763329,2092289,5508076,3111023,3847966,2856518,2826184,5277890,1682462,680308,1131789,1681206,318386,546236
StreptococcuS,985984,156538,196750,129370,470514,6450,0,55100,234333,489777,133638,111936,0,61300,62100,39600,263134,2055259,145179,177631,1008948,81900,188778,184847,0,1266752,53300,82200,0,23700,0,20800
StreptococcuS,0,0,2425339,106641,143258,5830,718833,492658,89600,135199,2554751,104492,129965,45900,1150377,510085,0,316139,908406,66200,226437,83700,750946,594462,0,199834,2527463,112396,132712,48700,170431,228207
StreptococcuS,0,0,51300,0,0,0,0,0,0,0,268612,0,0,0,0,0,97400,0,41100,0,0,0,0,0,129573,0,116423,0,0,0,0,0
StreptococcuS,0,0,143601,0,0,0,0,0,0,0,261660,0,0,0,0,0,0,0,148920,0,0,0,0,0,0,0,62200,0,0,0,0,0
StreptococcuS,0,0,0,3244760,0,496423,0,1938764,0,770340,0,5619882,0,2488578,0,4365046,0,1550528,74100,1884628,0,8577955,0,2964828,0,6866022,151421,5940849,3543175,34067767,0,3814114
StreptococcuS,0,0,194131,0,132246,16900,250574,355461,246177,0,800675,34500,187655,70100,416654,511590,134671,0,274743,24900,351399,46300,182687,415039,88300,0,299259,20000,191095,38800,123688,348425
StreptococcuS,833700,0,90800,0,0,280270,807475,348600,1574604,337033,140039,104113,0,1206047,1146834,326191,1111695,259860,95900,0,0,865478,1852711,444922,610985,184277,98700,62700,842989,1258490,538162,269744
StreptococcuS,0,0,283251,154929,0,66700,0,64600,0,0,910998,315434,0,39200,168507,164149,0,0,856764,155154,0,328343,0,158563,0,0,1705306,408138,0,87700,122788,223870
StreptococcuS,0,334006,47100,0,0,100510,47100,12900,296882,0,75700,7940,0,327797,289748,24400,0,0,48100,0,0,103057,157150,0,0,0,0,4930,0,260417,98300,10100
StreptococcuS,0,0,328691,0,0,201474,0,24400,527659,0,430637,54600,0,105772,264742,27300,0,0,336651,50800,0,71000,184113,20900,0,0,363755,38000,0,217649,203052,69800
StreptococcuS,0,0,272664,0,0,0,0,0,0,0,568202,0,0,0,0,0,0,0,182447,0,0,0,0,0,0,0,193353,0,0,119383,0,0
StreptococcuS,0,0,0,0,0,281685,0,249078,0,0,0,997262,0,533601,0,297661,0,0,0,501449,0,225061,0,263440,0,0,0,459217,0,473285,0,228484
StreptococcuS,0,0,274728,143821,0,478713,575270,178261,978395,0,362391,340347,0,532521,1733331,247470,415050,0,212082,161695,0,390825,750671,253267,525808,334782,136478,520411,0,1028526,532337,186650
StreptococcuS,0,0,1242697,219454,0,523155,1865980,0,0,0,1568190,102076,0,798374,2151673,64700,0,0,3431675,113121,0,194573,3078914,66700,0,0,474215,23000,0,745117,224946,0
StreptococcuS,0,1338006,1657121,166307,397519,1653195,228531,21600,1002145,610664,5003655,390773,450394,3770109,816607,39100,0,302811,1182815,407414,0,1332911,404215,42100,0,163100,1373581,253562,0,5001304,273962,29600
StreptococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477191,0,0,0,0,0,0,0,350838,0,0
StreptococcuS,0,0,0,0,0,243171,179772,70000,0,0,118742,77500,0,231885,618258,75200,0,0,82300,0,0,122678,295109,65300,0,117093,0,82600,0,415913,141373,33600
StreptococcuS,0,0,0,0,0,597236,0,0,0,0,0,0,0,925504,0,0,0,0,0,0,0,481569,0,0,0,0,506963,0,0,2387649,0,267411
StreptococcuS,1096659,0,128054,129743,0,341735,437226,266253,2213253,0,148645,423324,0,580079,1469544,306711,2332703,421557,135834,231228,0,518798,1263940,266754,2216738,1340159,83400,553257,498822,539927,1087893,251853
StreptococcuS,0,586351,153136,238217,686567,686313,457475,846156,791604,222102,221887,448081,754819,1752288,1499698,841776,1231799,450646,126318,131214,1173603,1196012,1255143,772708,1859016,620927,107015,291966,0,1293672,877779,652222
StreptococcuS,0,0,0,337500,0,183781,0,662580,0,0,239476,2228883,0,235583,0,838089,0,0,0,857639,1636506,366270,0,942651,0,0,0,1156690,971779,757681,0,623843
StreptococcuS,0,0,0,0,0,22400,0,51100,0,0,0,304331,0,0,576550,85000,0,0,0,248751,0,0,690963,131387,0,558816,0,247403,0,0,1008118,233695
StreptococcuS,0,2261023,168351,0,0,1065208,104867,44900,1693614,757023,476238,45100,0,2128660,339147,94900,0,589821,84200,71000,0,652069,197612,42400,0,378518,99800,28900,0,2660482,108268,46400
StreptococcuS,0,0,0,0,0,0,0,0,268266,0,0,159258,0,1016430,969514,0,0,0,0,0,0,588753,776401,0,0,0,0,140416,0,355304,450807,0
StreptococcuS,0,0,0,0,0,42600,0,194223,1462132,0,0,371960,0,208238,291879,286911,498544,0,0,184781,0,185219,539389,270318,577602,0,0,218653,0,242416,127286,399158
StreptococcuS,0,0,0,0,0,229011,0,153508,0,0,0,74200,0,699573,0,287260,0,0,0,0,0,807546,0,226390,0,0,0,35000,0,847382,0,162226
StreptococcuS,0,0,0,334507,0,65600,0,175346,0,0,0,1175869,0,0,0,234767,0,0,0,447718,0,0,0,525017,0,0,0,1783918,0,0,0,436691
StreptococcuS,0,0,0,0,0,114402,0,60700,0,0,0,602717,0,35300,0,165253,0,0,0,110421,0,475709,0,619208,0,1531502,0,2329252,0,490208,805622,620776
StreptococcuS,0,0,0,0,0,386432,0,0,0,0,0,809804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183791,0,134160
StreptococcuS,0,0,426400,0,0,1784610,351121,43800,332916,0,493714,69100,305596,694466,1473360,39500,231890,0,388551,78100,0,328343,261183,28100,0,0,402748,44600,0,1707637,1578135,80000
StreptococcuS,0,0,0,0,0,72200,0,0,0,0,0,295074,0,640508,0,0,0,0,0,0,0,892419,0,0,0,0,0,464302,0,3504372,0,0
StreptococcuS,0,0,0,0,0,24600,0,9790,0,0,0,0,0,47500,81800,17400,0,0,0,0,0,13900,0,0,0,0,0,0,0,31700,40300,2950
StreptococcuS,0,0,85000,0,0,42300,352353,152349,0,0,171567,0,0,324471,662882,178907,0,0,81900,0,0,170971,569010,177586,0,0,164805,35600,0,196901,1060502,181185
StreptococcuS,0,0,0,0,0,0,0,0,0,0,0,613756,0,0,0,0,0,0,0,354558,0,0,0,0,0,0,0,1177905,0,0,0,0
StreptococcuS,0,0,432812,0,0,401572,0,0,0,0,810970,0,0,0,305778,0,0,0,335052,0,0,0,0,0,0,0,363003,0,0,0,0,0
StreptococcuS,0,0,52800,0,0,94400,0,0,0,0,78800,18000,0,195216,0,23500,0,0,0,33200,0,59000,0,0,0,0,0,9700,0,245761,0,0
StreptococcuS,0,0,156972,76500,0,9620,726728,654919,231298,0,304229,146498,307592,141029,1616694,1287181,192336,0,126293,101827,668908,111712,1238607,1421111,0,252200,73700,74200,0,88200,348551,515843
StreptococcuS,0,0,1433745,0,0,61400,0,0,0,0,5687005,660149,0,72000,183139,0,0,0,6299330,392267,0,70900,0,401682,0,271823,12011832,632959,0,251256,444751,290450
StreptococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89900,0,0,0,0,0,0,0,23800,0,0,0,0,0
StreptococcuS,0,0,103602,833409,573439,434456,312123,555650,787301,198750,98200,756883,639801,577876,909105,943825,0,226723,84500,732843,661557,245589,391217,795383,414994,468371,98900,514851,519243,1168589,561215,1658507
StreptococcuS,0,0,63200,281137,0,78700,279062,22100,0,0,208150,703293,0,115927,208252,71100,0,0,160349,158108,0,404346,404570,67300,283438,0,800002,388702,0,1179514,170390,222200
MetamycoplaSma,0,0,0,0,0,0,0,157351,0,0,0,0,0,0,0,135122,0,0,0,0,0,0,0,107178,0,0,0,0,0,0,0,162015
MetamycoplaSma,0,1399773,0,0,0,40100,558305,75800,0,1529116,0,118411,0,66100,233868,36000,0,1146165,0,181714,0,115702,0,40100,0,376017,0,100125,0,77300,175168,39600
Gemella,0,0,343188,1691136,0,177293,707977,88700,410226,0,1620506,4356386,0,238618,1118997,203723,545741,0,1347297,1870303,0,489466,1841301,377312,963953,462160,2234376,3180499,0,708061,1682453,213554
Gemella,0,0,105092,598891,0,1252901,100340,169591,0,134449,311368,640686,0,3019568,165781,340066,191019,250235,315998,519723,0,4568125,266745,755519,540597,1828595,667914,759418,393760,7630305,152128,706058
Gemella,0,0,919445,6838007,0,169244,716856,211599,2361905,134809,2979416,8676567,0,177389,1355481,538262,2864360,845388,3147494,8758876,0,336522,2620766,971945,4823534,4610185,5504912,9490569,842702,556562,3282681,758689
Gemella,1741156,1334239,6884279,352153,853086,2278368,1096751,2025112,1876583,794805,11474356,636253,1568868,5246839,1747426,2944336,1584735,959708,3288363,256082,2723684,2263358,862727,2114357,820803,463743,3849262,324084,1546445,4706405,499304,1290155
Gemella,1967051,3713082,1414694,402880,3495249,2699149,954115,764837,4745529,772606,2812336,102562,3451707,3393671,1205415,971471,1869953,1318359,1657790,303788,1801955,1747832,994416,851111,1164516,346332,883523,63700,1108649,3722315,339305,561454
Gemella,0,532265,217866,3022944,0,811851,162397,817881,473988,329180,759803,2981037,390144,1570772,318874,1736012,874338,835262,518021,2156023,993013,4002480,419788,3178696,2760676,6491790,1123392,3621319,1245061,4476508,123079,2699721
Gemella,0,0,98300,0,0,1325729,0,0,0,0,0,0,0,216946,0,0,0,0,0,0,0,87100,0,0,0,0,0,0,0,292680,0,0
Gemella,0,0,192361,1071799,0,101627,416951,126554,314921,0,948859,2309750,0,91300,463913,400059,675450,240317,529926,1615959,0,179096,1120202,710166,903331,406336,1016952,2787383,392697,255744,943656,638642
MacrococcuS_B,62900,0,0,315717,0,0,0,0,0,0,0,19900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StaphylococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,28600,0,0,0,0,0,0,0,34400,1724604,0,341467,0,437415,0,0,0,0,69900
StaphylococcuS,0,0,0,0,0,0,43600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226963,0,0,0,0,0,0,0,8420,0,0
StaphylococcuS,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45700,0,0,0,0,0,23600,0,0,0,0
StaphylococcuS,0,0,0,0,0,0,0,0,0,221033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StaphylococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0
StaphylococcuS,128454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6970,0,0,0,0,0,0,0,0,0,0,0,0
StaphylococcuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSeudoramibacter,31900,0,275052,14100,0,950,343597,20400,36600,0,338123,3340,0,1700,113535,38500,39000,0,221717,10600,0,7100,284813,65300,44600,0,502943,4210,0,1290,129197,15000
CAG-791,0,0,43100,0,0,3420,0,6710,0,0,22600,0,0,0,0,5960,0,0,12400,0,0,0,0,17700,0,0,31200,0,0,0,0,3370
Catonella,726583,751256,1506788,320935,552396,136429,724162,675089,190204,524081,1097640,88900,370450,224563,301628,428054,581719,324659,1815643,117867,410355,225945,682346,605106,327224,78100,955808,74600,314900,93300,190751,530544
EnterocloSter,0,0,52900,0,0,0,0,0,0,0,88800,0,0,0,0,0,0,0,71600,0,0,0,0,0,0,0,0,0,0,0,0,0
F0428,0,0,236580,88500,87600,72800,119789,45200,0,0,154385,16400,86000,43300,53300,35100,0,0,212436,38100,0,42500,90900,35300,0,0,74300,17700,0,16400,15900,17500
JohnSonella,703441,7723919,210155,57000,696013,31200,214703,188146,292121,1091102,288611,26500,545914,334186,64900,221778,675424,1579537,212598,24900,396217,565561,84000,462424,284541,347571,270391,14400,282818,108039,11300,147163
JohnSonella,174893,1429519,259748,89200,307914,118702,247459,568436,79100,1295825,379659,50800,203163,421037,205600,602811,142878,187677,306710,53800,214518,200998,187537,456334,0,75400,207570,36700,94300,80700,87900,160575
Lachnoanaerobaculum,0,314990,291922,100261,341623,152264,164468,264903,0,156003,267830,36100,302943,84900,111661,361074,0,131586,188613,32800,0,34900,117008,229468,0,51400,310428,31500,187080,69400,60800,232981
Lachnoanaerobaculum,0,0,544291,98800,0,246052,326556,27000,0,29300,393585,14600,87000,69300,532608,49600,0,0,539112,22900,0,73900,265809,38200,0,0,400028,12200,0,51700,299249,31700
Lachnoanaerobaculum,265870,301187,162334,40100,0,114967,301118,63500,90100,341830,131394,24900,0,237953,253506,118182,322776,90600,154674,23600,0,148546,176026,76600,71500,29200,126358,13100,0,99400,94000,42000
Lachnoanaerobaculum,296459,690460,193805,79200,204923,146020,448952,183726,174956,563125,300405,76900,122826,796874,245661,215585,116402,147110,256327,52700,0,552273,265052,201519,0,74300,172519,54200,148417,260927,161363,92500
Lachnoanaerobaculum,0,0,404645,0,226784,753080,122558,134127,117948,94400,550217,13500,0,526381,257191,240969,183724,0,415100,21900,0,169058,176317,132186,0,25000,593080,18600,0,394388,180761,191861
Lachnoanaerobaculum,193078,479573,316443,154857,743797,968443,162921,117357,131394,307612,248123,26700,760471,295097,209836,157140,137272,100445,901096,39500,0,168542,220599,126933,0,105016,229302,21600,186490,244105,152608,169785
Lachnoanaerobaculum,0,0,32000,0,183239,434788,0,28800,0,0,0,0,314310,57500,0,35900,0,0,0,0,0,44000,0,35000,0,0,0,0,0,34800,0,20000
Oribacterium,1488491,297643,1166444,1301058,695838,519762,608318,47800,109055,75000,690602,34500,360042,145605,304082,72100,217943,51300,2207547,132568,98000,81200,652162,52700,0,42100,305976,13400,208675,109924,226382,101020
Oribacterium,112212,252037,237042,99300,245842,1788494,860983,115291,137334,101376,187301,9870,311255,76500,1021379,189648,47500,33800,233780,12700,0,85200,474219,159027,45600,87300,265911,29000,232798,260253,1279552,420332
Oribacterium,1918674,1634093,4545280,2422905,2639518,1565119,2562841,257737,302860,414148,2009559,75600,2005628,1169191,1558460,418799,459131,177596,20589858,207367,776661,542187,4448790,290942,101848,111993,793633,37500,1082736,643514,496871,399187
Oribacterium,499321,482904,673529,47000,134418,26100,155908,61800,176996,691267,180216,17700,137406,211918,112412,101106,514682,270764,111599,42500,0,229510,78500,117744,195885,40400,148656,14400,96200,71100,30200,47500
Oribacterium,21400,0,224566,0,258022,3420,21500,118838,0,99600,43400,0,69700,4160,8810,71300,0,10300,78000,0,0,12400,15300,68300,24700,4300,207217,0,54700,1830,8970,72100
Schaedlerella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4690,0,0,0,0,0,0,0,0
Shuttleworthia,262223,117097,1521898,41400,59500,60700,1731531,69900,140094,599473,810880,74500,80800,33900,1682800,127869,269158,191763,767384,138935,0,201043,2048004,211670,138998,30400,478411,218834,55300,75100,1023173,125152
Stomatobaculum,49300,36700,344960,13200,62700,142860,81500,26800,21000,11400,163110,6720,123929,52700,67900,46700,60200,9420,247010,7860,0,42600,80800,34300,48300,0,140255,3920,34000,37000,33500,30100
Stomatobaculum,0,0,6800,0,0,0,13300,1440,0,0,0,0,0,0,0,3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stomatobaculum,0,0,0,0,0,4570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA4285,0,0,385218,0,0,5280,55600,7190,0,0,438769,0,0,10800,52200,9720,0,0,228146,0,0,28200,41800,14500,0,0,481699,2100,0,7810,34000,7360
UBA7182,0,0,0,0,0,0,0,9980,0,0,0,0,0,0,0,20800,0,0,0,0,0,0,0,11800,0,0,0,0,0,0,0,6120
W11650,678950,3937958,752881,1134478,2714383,14500,444951,506608,171385,1412762,596593,282436,2135771,39600,103425,552666,382648,1268635,774820,553859,1818594,42500,264600,1110398,247387,299707,419920,106141,1471109,16000,45100,360047
W11650,0,0,0,0,0,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalibacterium,0,0,8820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruthenibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5620,0,0,0,0,0,0,0,2490
Eubacterium_A,0,1648610,164670,103976,88200,0,303601,14300,0,1310639,260113,27800,154228,0,167954,13600,0,575122,157476,54700,0,3500,345547,17000,0,166106,149746,13100,35800,0,35500,5720
Eubacterium_A,4000820,2085575,20566883,17500,5832080,148904,0,3234877,5514972,893523,28193512,0,5763183,144624,0,4498188,4519385,589938,27811818,0,5140332,396377,0,5315537,3930441,316839,16356345,0,4190349,127185,0,1698791
Eubacterium_B,1051000,2854541,3858335,394280,497169,138554,1162517,1460696,561091,5689098,1198326,194083,634785,227817,980704,1460049,825271,1603441,687825,297272,335851,231717,1117137,1099162,348648,273767,950065,212505,346033,83400,390926,755944
Eubacterium_B,143971,193217,1122214,76800,229171,1892901,905242,237142,123608,73400,308826,31100,324304,22800,1824696,481282,0,0,123769,40000,0,18000,480924,108153,0,40100,162975,24900,131924,35300,1503150,376563
Eubacterium_M,12893881,11680790,10353161,2548608,2864426,205148,704342,933060,4515167,3785715,15325972,1192151,5717291,602056,528545,1315194,7449046,3083252,12756634,1936641,3971700,833886,1039945,1518510,2914066,1173353,8754350,504658,3614951,405686,256228,687312
Eubacterium_N,0,11583236,35300,19580277,13129372,122802,18386128,513681,0,3645692,49200,5972759,16172277,231376,9550916,740594,0,2309297,60000,9955990,13892023,556358,18182956,824750,0,1092868,122135,2422637,10733737,278559,2915839,291237
Mogibacterium,136381,217805,1294408,86200,142188,1470811,220220,151415,105356,201123,583426,30500,272012,163607,266536,371625,108010,31700,513972,24100,0,243716,112761,274407,175727,34200,452266,32800,94400,364018,337866,151606
Mogibacterium,0,344424,197037,72800,109621,11300,24400,46400,56900,160901,191670,20800,117002,11800,23800,78600,93200,0,202916,29400,0,21400,0,68700,0,0,121506,10600,57500,6900,14200,37200
Mogibacterium,4836978,5997689,7540899,424854,5173194,190964,3244833,446771,4219858,6026392,12695973,330740,6443471,442221,4215169,763343,5578515,2343317,8485622,421102,4964441,1517568,5439932,868522,4837621,1171368,8688896,219337,5025020,316455,2276126,388316
Criibacterium,0,0,95400,0,0,0,0,5320,0,0,105576,0,0,0,0,0,0,0,144089,0,0,0,0,0,0,0,70400,0,0,0,0,0
Filifactor,6927679,20107040,31321351,9604605,19648029,613185,20516038,5236967,3278683,7124345,28428815,2977829,13463423,671792,5614391,7535680,6968170,5930569,34823120,4505535,10911443,1462617,12129319,10420084,3952717,1979369,19467466,1190559,9661633,403248,2147334,3034047
Peptoanaerobacter,0,1068733,755017,306518,941900,10700,101464,196264,0,304500,672273,83000,483263,37200,42700,127359,0,222248,636021,94100,765022,56800,0,288252,0,47800,599963,45600,321699,0,0,79800
Peptoanaerobacter,968339,1602822,1337693,495552,1732629,89200,946602,1110100,543702,754101,953304,132074,905007,80300,319648,736606,1081142,421314,1425264,194612,937255,109223,644173,1108806,579315,175122,829894,66300,810216,67700,146645,494890
Peptoanaerobacter,350184,2101826,162779,148823,348561,42500,340509,292621,0,432156,131403,37400,334795,140770,87200,194471,192054,490876,164499,69500,0,260283,147050,422827,223124,110205,112053,29300,270599,35900,25500,101523
PeptoStreptococcuS,0,535166,719332,58300,605899,1504989,1021150,632929,118838,150938,680974,20400,720389,30600,1186518,684392,0,0,579673,0,0,19500,270053,147819,0,50100,421731,26000,0,49700,328182,1125365
PeptoStreptococcuS,0,1051120,1247774,482046,306808,176704,423502,2382878,280821,1746975,731931,303538,491663,83700,512243,3999285,388380,583628,463739,468025,0,96200,527555,1910883,291334,120095,785988,232714,901751,73000,218672,2422104
CAG-793,0,0,147476,187317,0,1263728,309081,0,0,0,0,34700,0,0,145655,81900,0,0,0,0,0,0,503184,0,0,0,0,27900,0,53000,361576,93900
CAG-793,0,0,100629,0,0,2362745,920325,348621,0,0,229674,40600,0,114470,294299,353873,0,0,230458,0,0,95000,0,348763,0,0,338802,41200,0,106118,185627,326424
JABCPO02,0,0,0,0,0,3277326,0,193273,0,0,0,0,0,0,0,164918,0,0,0,0,0,0,0,400131,0,0,0,0,0,151014,0,323244
ParvimonaS,14554649,3108364,3152946,645648,2791345,1273483,2906506,913242,4141423,3776251,4425725,431507,2484340,1438166,1860865,1446926,8543575,1542544,3605210,368380,1900366,2007876,4047064,1570995,2508198,551781,2534216,211506,1853699,1479015,846285,755816
ParvimonaS,0,0,0,0,0,223357,0,79200,0,0,0,0,0,117230,0,66300,0,0,0,0,0,116744,0,0,0,0,0,31600,0,127342,0,43700
ParvimonaS,0,0,0,0,0,0,0,549780,0,0,0,46600,0,0,0,1002911,0,0,0,0,0,0,0,854398,0,0,0,25500,0,0,0,375194
W5053,0,0,68800,42300,1793836,4260,142266,104749,0,0,0,0,1798970,10700,55100,203293,0,0,71400,14900,2277088,29600,89700,234223,0,0,27800,3360,1197891,0,20500,88600
ChriStenSenella,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,806
Centipeda,200544,523243,223335,48700,43200,24300,83100,136833,41800,454049,238426,19300,29300,53800,46200,51300,179026,60000,282177,12100,0,50800,31300,105632,73600,31500,199538,7570,24000,31400,22800,65200
Centipeda,141383,236525,277602,180909,99900,1265222,562088,235921,54300,136496,147547,10800,80200,45700,209169,103214,78600,35100,366585,19000,52400,61900,325216,195931,41400,19800,99900,6210,24200,18800,241971,164816
Centipeda,66300,54900,101039,20200,0,83500,199925,101760,13900,55200,64700,5740,20200,6960,50500,41100,28700,0,56800,5270,0,8100,115908,75200,18100,4400,45900,3930,0,2290,91100,51200
Centipeda,159859,289172,518236,60800,125368,53500,166365,283987,71100,416322,214843,20000,127253,83200,90100,115114,149272,79900,158944,23800,72700,78900,95500,182476,100889,20400,249809,10400,41800,17200,61000,137091
Centipeda,218448,56900,277094,85700,33800,144703,489906,265378,24300,95200,125397,18600,20500,25600,204413,114098,75300,26600,89000,23700,37300,23800,336480,203296,70300,5910,145073,8150,13800,8630,236895,125313
Centipeda,2443284,4304355,239681,273437,500658,43200,2278087,405846,327746,4352773,278745,42300,318357,271677,609636,150764,1063124,490558,382657,66500,274509,398428,1084057,477275,551756,116739,191897,23300,136276,98300,379560,190609
Centipeda,246329,201955,206036,37600,60500,63100,221969,194124,49900,286123,102188,8530,65100,40200,71200,92100,300735,67700,79700,13900,23500,53600,131435,208785,94200,10400,119514,6210,15300,20700,132378,108268
Centipeda,52900,136546,290724,38400,55600,23000,173672,643798,11900,147581,118919,12500,44700,29600,94000,405278,44900,42500,86400,10300,0,24700,68300,950739,34500,9970,139322,3820,24400,7310,49800,306592
Centipeda,0,0,10200,0,0,1390,9210,11400,0,0,5910,0,0,1790,0,3960,0,0,3990,0,0,1950,0,9080,0,0,4870,321,0,0,2470,6410
Centipeda,87600,110134,271947,46200,85500,32400,142025,391464,29400,127558,132977,12900,46500,32900,87800,209123,62700,39100,94800,12500,40900,41200,103436,423703,40700,8740,122665,5170,22700,10400,49700,191604
Centipeda,32100,112317,165232,19100,30600,19000,95600,251551,6400,103777,62600,8120,28500,37100,31600,111055,18100,36900,42300,6420,0,20500,45800,177351,12000,5700,87100,2960,0,6520,32200,93900
Centipeda,323167,295516,353968,106002,143960,39700,320387,348797,91400,584382,180928,17800,102872,63500,105340,155561,331402,150248,143933,23400,69700,79300,275095,323955,148838,32700,179274,8220,44700,20400,98400,174253
Centipeda,62000,97600,230448,36000,18300,18400,152840,238036,18400,148755,91600,9620,29100,31400,64000,106916,36300,23600,57600,14100,0,27700,63300,187635,22500,6290,131750,4570,15300,5090,48200,92600
MitSuokella,0,0,7920,0,0,0,0,9700,0,0,0,0,0,0,0,4430,0,0,0,0,0,0,0,8590,0,0,0,0,0,0,0,3560
MitSuokella,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MitSuokella,0,0,29000,7550,17400,1550,127824,17400,0,6210,35800,1080,29100,1460,39300,5870,0,0,38700,1300,0,1480,118885,23900,0,0,25600,844,18700,0,53900,7120
RUG024,0,0,0,0,0,0,0,2860,0,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,885
RUG643,0,0,0,0,0,0,0,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450,0,0,0,0,0,0,0,2520
RUG643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090
SelenomonaS,802376,736191,1675112,277967,468405,225720,897976,1386652,233878,1614308,645661,51100,374047,128896,290108,561281,562601,367502,673971,120096,176436,205813,647832,1152508,398540,109690,771880,28800,133549,36200,367903,725231
SelenomonaS_C,0,0,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SelenomonaS_C,0,0,6540,0,0,0,0,4480,0,0,0,0,0,0,0,2230,0,0,0,0,0,0,0,5130,0,0,0,0,0,0,0,3500
UBA2897,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA2913,0,0,0,0,0,0,0,2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,0,0,0
UBA9786,0,0,0,0,0,0,0,8650,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,7790,0,0,0,0,0,0,0,6560
