Genus,col_2b,col_16S,Group,Color
Cutibacterium,1.50E-05,0,s9_9,2b only
Desulfobulbus,6.99E-05,0,s9_9,2b only
Desulfomicrobium,0.000864129,0,s9_9,2b only
Desulfovibrio,0.000329932,0,s9_9,2b only
Dialister,0.003642674,0.0016907,s9_9,shared
Eggerthia,8.51E-05,0,s9_9,2b only
Eikenella,0.004143719,0.00310791,s9_9,shared
Enterobacter,2.28E-05,0,s9_9,2b only
Eubacterium_A,0.00324973,0.00082049,s9_9,shared
Eubacterium_B,0.001698113,0.00049727,s9_9,shared
Eubacterium_M,0.000933211,0.00014918,s9_9,shared
Eubacterium_N,0.000513764,0.00082049,s9_9,shared
Eubacterium_O,0,7.46E-05,s9_9,16S only
F0040,0.025077029,0.025186469,s9_9,shared
F0058,0.002603135,0.00089508,s9_9,shared
F0422,0.001781014,0.00221283,s9_9,shared
F0428,4.52E-05,0.00032322,s9_9,shared
Faecalibacterium,0,0.00139234,s9_9,16S only
Filifactor,0.005237815,0,s9_9,2b only
Flexilinea,3.72E-05,0,s9_9,2b only
Fretibacterium,0.000736361,0,s9_9,2b only
Fusobacterium,0.023382602,0.031079068,s9_9,shared
Fusobacterium_C,2.18E-05,0,s9_9,2b only
Gallibacterium,2.11E-05,0,s9_9,2b only
Gemella,0.004204924,0.00661363,s9_9,shared
Globicatella,2.30E-05,0,s9_9,2b only
GN02-872,0.001721794,0,s9_9,2b only
GN02-873,0.011756711,0.0036549,s9_9,shared
Granulicatella,0.003024722,0.00596718,s9_9,shared
Haemophilus,0.004289291,0.00537046,s9_9,shared
Haemophilus_A,0.000644861,0.00072103,s9_9,shared
Haemophilus_D,0.021726778,0.016061659,s9_9,shared
Holdemanella,0,0.00022377,s9_9,16S only
HOT-345,0.006862717,0.00183988,s9_9,shared
JABCPE02,0.00084539,0,s9_9,2b only
JABCPG02,4.28E-05,0,s9_9,2b only
JABCPH02,3.45E-05,0,s9_9,2b only
JABCPO02,0.000193305,0,s9_9,2b only
Johnsonella,0.000756704,0.00034809,s9_9,shared
Kingella,2.94E-05,0,s9_9,2b only
Kingella_A,0.001416952,0,s9_9,2b only
Kingella_B,6.56E-05,0.0002735,s9_9,shared
Lachnoanaerobaculum,0.000819472,0.00106912,s9_9,shared
Lachnospira,0,0.00017404,s9_9,16S only
Lactobacillus,0,0.017478869,s9_9,16S only
Lancefieldella,0.000488537,0.00032322,s9_9,shared
Lautropia,0.002920033,0,s9_9,2b only
Lawsonibacter,0,0.00034809,s9_9,16S only
Leptotrichia,0.003998734,0.00392839,s9_9,shared
Leptotrichia_A,0.003225388,0.00303332,s9_9,shared
Ligilactobacillus,0,0.00131775,s9_9,16S only
Limosilactobacillus,0,0.00201392,s9_9,16S only
Malacoplasma,0,4.97E-05,s9_9,16S only
Metamycoplasma,0.000233233,0.00101939,s9_9,shared
Mitsuokella,3.07E-05,0,s9_9,2b only
Mogibacterium,0.000644679,0,s9_9,2b only
Moraxella,0,0.041894578,s9_9,16S only
Moraxella_A,1.77E-05,0.00052213,s9_9,shared
Neisseria,0.350600247,0.330109383,s9_9,shared
Olsenella,6.83E-05,0.00012432,s9_9,shared
Oribacterium,0.000601572,0.0012183,s9_9,shared
Ottowia,0.005916256,0.00308304,s9_9,shared
Parabacteroides,0,0.00022377,s9_9,16S only
Paracoccus,0,9.94E-05,s9_9,16S only
Paraprevotella,0,0.00181502,s9_9,16S only
Parvimonas,0.001542423,0.00087021,s9_9,shared
Pauljensenia,0.000879695,0.00084535,s9_9,shared
Peptidiphaga,0.000139736,0,s9_9,2b only
Peptoanaerobacter,0.001599244,0.00101939,s9_9,shared
Peptostreptococcus,0.003016295,0.00176529,s9_9,shared
Phascolarctobacterium_A,0,0.00119344,s9_9,16S only
Phocaeicola,0.000366719,0.00037295,s9_9,shared
Porphyromonas,0.134660881,0.096568865,s9_9,shared
Porphyromonas_A,3.77E-05,0,s9_9,2b only
Prevotella,0.167317233,0.19883142,s9_9,shared
Prevotellamassilia,1.66E-05,0.00144207,s9_9,shared
Pseudoleptotrichia,2.63E-05,0.00079562,s9_9,shared
Pseudoramibacter,2.04E-05,0,s9_9,2b only
Pyramidobacter,8.04E-05,0,s9_9,2b only
Ralstonia,1.59E-05,0,s9_9,2b only
RC9,1.50E-05,0.00059672,s9_9,shared
Rodentibacter,0.000321649,0.00064644,s9_9,shared
Roseburia,0,0.00390353,s9_9,16S only
Rothia,0.014677368,0.010964689,s9_9,shared
Rouxiella,6.29E-05,0,s9_9,2b only
Ruthenibacterium,0,0.00019891,s9_9,16S only
Saccharimonas,0.001218274,0,s9_9,2b only
Scardovia,1.38E-05,0,s9_9,2b only
SDRK01,8.52E-05,0,s9_9,2b only
SDRW01,0.000901517,0,s9_9,2b only
Selenomonas,0.001386877,0.00136748,s9_9,shared
Selenomonas_A,0,7.46E-05,s9_9,16S only
