Genus,col_2b,col_16S,Group,Color
Ruminococcus_B,0,0.00678744,s13_9,16S only
Ruminococcus_C,0,0.00017046,s13_9,16S only
Ruminococcus_E,0,0.00077482,s13_9,16S only
Ruthenibacterium,0,0.00060436,s13_9,16S only
S5-A14a,0,9.30E-05,s13_9,16S only
Saccharimonas,0.001774465,0,s13_9,2b only
SDRK01,0.000140611,0,s13_9,2b only
SDRW01,0.000878772,0,s13_9,2b only
Selenomonas,0.001152702,0.00111574,s13_9,shared
SFLA01,0,7.75E-05,s13_9,16S only
Shuttleworthia,0.000211706,0,s13_9,2b only
Simonsiella,0.000102821,0.00029443,s13_9,shared
Slackia,5.16E-05,0,s13_9,2b only
Stenotrophomonas,1.33E-05,0,s13_9,2b only
Stomatobaculum,3.43E-05,0,s13_9,2b only
Streptobacillus,0.000426527,0.00294432,s13_9,shared
Streptococcus,0.107213006,0.106367485,s13_9,shared
Sutterella,0,0.0017511,s13_9,16S only
Suttonella,0,0.00029443,s13_9,16S only
Synergistes,5.03E-05,0,s13_9,2b only
Syntrophomonas_A,0,0.00017046,s13_9,16S only
Tannerella,0.015433926,0.00373464,s13_9,shared
Terrisporobacter,0,0.00142567,s13_9,16S only
Thermoanaerosceptrum,0,3.10E-05,s13_9,16S only
TM7x,0.001182384,0.00048039,s13_9,shared
Treponema,0.002432203,0.00368815,s13_9,shared
Treponema_B,0.007780713,0.00447847,s13_9,shared
Treponema_C,0.000453249,0.00017046,s13_9,shared
Treponema_D,0.000930778,0.00224698,s13_9,shared
UBA1103,0.001179777,0.00020145,s13_9,shared
UBA1394,0,0.0004184,s13_9,16S only
UBA1417,0,0.00034092,s13_9,16S only
UBA2866,0.000412034,0.00010847,s13_9,shared
UBA3830,0,4.65E-05,s13_9,16S only
UBA3839,7.25E-05,0,s13_9,2b only
UBA4285,1.45E-05,0.00013947,s13_9,shared
UBA4372,0,0.00220049,s13_9,16S only
UBA5446,0,0.0013172,s13_9,16S only
UBA6382,0,0.00012397,s13_9,16S only
UBA7173,0,7.75E-05,s13_9,16S only
UBA7182,1.18E-05,0,s13_9,2b only
UBA8529,0,0.00091429,s13_9,16S only
UBA9502,0,0.00083681,s13_9,16S only
UMGS1872,0,0.00147216,s13_9,16S only
UMGS1907,0.001218032,0,s13_9,2b only
UMGS363,0,0.00106925,s13_9,16S only
Vallitalea_A,0,0.00091429,s13_9,16S only
Veillonella,0.011284769,0.00588864,s13_9,shared
W11650,0.001110585,0,s13_9,2b only
W5053,0.000234262,4.65E-05,s13_9,shared
Wolinella,0,0.00013947,s13_9,16S only
Abiotrophia,0.000627973,0.00019651,s17_1,shared
Acetatifactor,0,0.00325004,s17_1,16S only
Acinetobacter,1.08E-05,0,s17_1,2b only
Actinomyces,0.000975218,0.0011942,s17_1,shared
Agathobaculum,0,7.56E-05,s17_1,16S only
Aggregatibacter,0.008840622,0.010581529,s17_1,shared
Akkermansia,0,0.00058954,s17_1,16S only
Allisonella,0.00013397,0.00016628,s17_1,shared
Alloprevotella,0.00062009,0,s17_1,2b only
Aminipila,0,0.00052908,s17_1,16S only
Aminivibrio,0,0.00090699,s17_1,16S only
Anaeroglobus,4.10E-05,0.00013605,s17_1,shared
Anaeromassilibacillus,0,0.0002721,s17_1,16S only
Anaerosacchariphilus,0,0.00013605,s17_1,16S only
Anaerostipes,0,0.0002721,s17_1,16S only
Anaerotignum,0,0.00149653,s17_1,16S only
Anaerovibrio,0,0.00016628,s17_1,16S only
Ancrocorticia,0,0.00013605,s17_1,16S only
Angelakisella,0,4.53E-05,s17_1,16S only
Arachnia,0.000428765,7.56E-05,s17_1,shared
Aureimonas_A,0,0.00019651,s17_1,16S only
Bacillus,0.000989112,0,s17_1,2b only
Bacteroides_D,2.69E-05,0,s17_1,2b only
Bariatricus,0,0.00190468,s17_1,16S only
Bergeyella_A,0.000583782,0.00021163,s17_1,shared
Bifidobacterium,0,0.00010582,s17_1,16S only
Blautia_A,0,0.00093722,s17_1,16S only
Bulleidia,0.000286735,0.00075582,s17_1,shared
Butyricicoccus_A,0,0.00102792,s17_1,16S only
CAG-115,0,0.00081629,s17_1,16S only
CAG-127,0,0.00012093,s17_1,16S only
CAG-180,0,0.00411168,s17_1,16S only
CAG-41,0,0.00055931,s17_1,16S only
CAG-417,0,0.00022675,s17_1,16S only
CAG-45,0,0.00057443,s17_1,16S only
CAG-475,0,0.00028721,s17_1,16S only
CAG-488,0,4.53E-05,s17_1,16S only
CAG-793,6.91E-05,0,s17_1,2b only
CAG-873,0,0.00016628,s17_1,16S only
Campylobacter_A,0.001043149,0.00246399,s17_1,shared
Campylobacter_B,2.23E-05,0,s17_1,2b only
Capnocytophaga,0.010731412,0.00408145,s17_1,shared
Cardiobacterium,0.000618575,0.00074071,s17_1,shared
Catenibacterium,0,6.05E-05,s17_1,16S only
Catonella,7.47E-05,0,s17_1,2b only
Centipeda,9.09E-05,0.00039303,s17_1,shared
Chlamydophila,3.51E-05,0,s17_1,2b only
Clostridium,0,0.00176863,s17_1,16S only
Clostridium_AN,0,0.0001814,s17_1,16S only
Collinsella,0,4.53E-05,s17_1,16S only
Corynebacterium,0.001041527,0.0011035,s17_1,shared
Cutibacterium,6.87E-05,0,s17_1,2b only
Desulfobulbus,2.31E-05,0,s17_1,2b only
Desulfomicrobium,0,9.07E-05,s17_1,16S only
Dialister,0.000315775,0.00030233,s17_1,shared
Dorea,0,0.0002721,s17_1,16S only
Duncaniella,0,4.53E-05,s17_1,16S only
Eggerthia,4.96E-05,0,s17_1,2b only
Eikenella,0.001710992,0.00160235,s17_1,shared
Emergencia,0,0.00060466,s17_1,16S only
Enterobacter,1.03E-05,0,s17_1,2b only
Eubacterium_A,1.31E-05,0.00089187,s17_1,shared
Eubacterium_B,0.000237412,0.0001814,s17_1,shared
Eubacterium_F,0,0.00024186,s17_1,16S only
Eubacterium_M,0.000504713,0.0002721,s17_1,shared
Eubacterium_N,0.002422898,0.00083141,s17_1,shared
Eubacterium_O,0,9.07E-05,s17_1,16S only
Eubacterium_R,0,0.00207096,s17_1,16S only
Evtepia,0,6.05E-05,s17_1,16S only
F0040,0.004737337,0.023460768,s17_1,shared
F0058,0.000332573,0.00043838,s17_1,shared
F0422,0.002039754,0.00081629,s17_1,shared
F0428,1.77E-05,0,s17_1,2b only
Faecalibacterium,0,0.006484969,s17_1,16S only
Filifactor,0.001190688,0,s17_1,2b only
Fournierella,0,0.00054419,s17_1,16S only
Fretibacterium,6.17E-05,0,s17_1,2b only
Fusobacterium,0.003608038,0.011957129,s17_1,shared
Gemella,0.020229162,0.011443169,s17_1,shared
GN02-872,0.001366241,0,s17_1,2b only
GN02-873,0.010499017,0.00028721,s17_1,shared
Granulicatella,0.010198348,0.014814139,s17_1,shared
Guyparkeria,0,6.05E-05,s17_1,16S only
Haemophilus,0.033075195,0.019938628,s17_1,shared
Haemophilus_A,0.014318714,0.009735009,s17_1,shared
Haemophilus_D,0.069712412,0.027451508,s17_1,shared
Holdemanella,0,0.00040814,s17_1,16S only
HOT-345,0.001852101,0.00019651,s17_1,shared
JABCPE02,0.004578127,0,s17_1,2b only
Johnsonella,5.12E-05,0,s17_1,2b only
Kingella,0.000161119,0,s17_1,2b only
Kingella_A,0.000732255,0,s17_1,2b only
Kingella_B,4.86E-05,0.0002721,s17_1,shared
Lachnoanaerobaculum,0.000151207,0.00087676,s17_1,shared
Lachnospira,0,0.00134537,s17_1,16S only
Lactobacillus,0,0.023037498,s17_1,16S only
Lancefieldella,0.000159264,0.00030233,s17_1,shared
Lautropia,0.001200368,0,s17_1,2b only
Lawsonella,1.85E-05,0,s17_1,2b only
Lawsonibacter,0,0.00057443,s17_1,16S only
Leptotrichia,0.000870512,0.00547216,s17_1,shared
Leptotrichia_A,0.000350583,0.0003628,s17_1,shared
Ligilactobacillus,0,0.00126978,s17_1,16S only
Limosilactobacillus,0,0.00337097,s17_1,16S only
Massilioclostridium,0,0.00012093,s17_1,16S only
Megasphaera,0,0.00467099,s17_1,16S only
Metamycoplasma,0.000100136,0.00024186,s17_1,shared
Microbacterium,2.28E-05,0,s17_1,2b only
Mogibacterium,0.000262806,0,s17_1,2b only
Monoglobus,0,0.0003628,s17_1,16S only
Moraxella,0,0.00335586,s17_1,16S only
Muribaculum,0,0.00010582,s17_1,16S only
Muricomes,0,0.00058954,s17_1,16S only
Neisseria,0.440206851,0.407252843,s17_1,shared
Odoribacter,0,3.02E-05,s17_1,16S only
Olsenella,1.11E-05,0,s17_1,2b only
Olsenella_E,0,0.00055931,s17_1,16S only
Oribacterium,9.44E-05,0.0013756,s17_1,shared
Oscillibacter,0,0.00104304,s17_1,16S only
Ottowia,0.000346083,0.0003628,s17_1,shared
Parabacteroides,0,0.00074071,s17_1,16S only
Paraeggerthella,0,0.00010582,s17_1,16S only
Paraprevotella,0,0.00054419,s17_1,16S only
Parasphingorhabdus,0,9.07E-05,s17_1,16S only
Parvimonas,0.00026862,0.00111862,s17_1,shared
Pasteurella,2.81E-05,0,s17_1,2b only
Pauljensenia,0.000607923,0.00060466,s17_1,shared
Peptidiphaga,0.000128631,0,s17_1,2b only
Peptoanaerobacter,0.000141274,0,s17_1,2b only
Peptostreptococcus,0.000258726,0.00025698,s17_1,shared
Phascolarctobacterium_A,0,0.00349191,s17_1,16S only
Phocaeicola,0,6.05E-05,s17_1,16S only
Porphyromonas,0.035883416,0.023747978,s17_1,shared
Prevotella,0.01722007,0.039453986,s17_1,shared
Prevotellamassilia,0,0.007346609,s17_1,16S only
Pseudoflavonifractor,0,6.05E-05,s17_1,16S only
Pseudoleptotrichia,9.77E-05,0.00116397,s17_1,shared
RC9,0,0.00143606,s17_1,16S only
RF16,0,6.05E-05,s17_1,16S only
Rodentibacter,0.000115159,0.00021163,s17_1,shared
Romboutsia,0,0.00025698,s17_1,16S only
Roseburia,0,0.011488519,s17_1,16S only
Rothia,0.040843544,0.047722696,s17_1,shared
RQZE01,0,0.00033256,s17_1,16S only
RUG13038,0,7.56E-05,s17_1,16S only
RUG13077,0,7.56E-05,s17_1,16S only
RUG13160,0,7.56E-05,s17_1,16S only
Ruminococcus,0,0.00028721,s17_1,16S only
Ruminococcus_A,0,0.00058954,s17_1,16S only
Ruminococcus_E,0,0.00030233,s17_1,16S only
Ruthenibacterium,0,3.02E-05,s17_1,16S only
Saccharimonas,0.000186826,0,s17_1,2b only
Scardovia,2.08E-05,4.53E-05,s17_1,shared
SDRK01,2.24E-05,0,s17_1,2b only
SDRW01,0.000384508,0,s17_1,2b only
Selenomonas,2.88E-05,0.00021163,s17_1,shared
SFTJ01,0,0.00025698,s17_1,16S only
Shuttleworthia,0.000218858,0,s17_1,2b only
Simonsiella,0.000263497,0,s17_1,2b only
Soleaferrea,0,4.53E-05,s17_1,16S only
Staphylococcus,2.36E-05,0,s17_1,2b only
Stoquefichus,0,4.53E-05,s17_1,16S only
Streptobacillus,0,0.0002721,s17_1,16S only
Streptococcus,0.241154424,0.204707252,s17_1,shared
Suttonella,0,7.56E-05,s17_1,16S only
Tannerella,0.0012512,0.00072559,s17_1,shared
Terrisporobacter,0,0.0013756,s17_1,16S only
Thermoanaerosceptrum,0,6.05E-05,s17_1,16S only
TM7x,0.000469538,0.00078606,s17_1,shared
Treponema,0.000224101,0.00045349,s17_1,shared
Treponema_B,0.000182951,0.00030233,s17_1,shared
Treponema_C,9.54E-05,0.00024186,s17_1,shared
Treponema_D,6.02E-05,0.0002721,s17_1,shared
UBA1103,0.00015512,9.07E-05,s17_1,shared
UBA1394,0,0.00043838,s17_1,16S only
UBA1417,0,0.00025698,s17_1,16S only
UBA2767,0,3.02E-05,s17_1,16S only
UBA2866,0.000133519,9.07E-05,s17_1,shared
UBA4334,0,0.00065001,s17_1,16S only
UBA4372,0,0.00201049,s17_1,16S only
UBA5446,0,0.00021163,s17_1,16S only
UBA7173,0,9.07E-05,s17_1,16S only
UBA8529,0,0.00043838,s17_1,16S only
UMGS1004,0,0.00010582,s17_1,16S only
UMGS1872,0,0.0001814,s17_1,16S only
UMGS1907,0.002408188,0,s17_1,2b only
UMGS363,0,0.00019651,s17_1,16S only
Vallitalea_A,0,0.00031745,s17_1,16S only
Veillonella,0.001763733,0.007558239,s17_1,shared
W11650,0.000106153,0,s17_1,2b only
Wolinella,0,6.05E-05,s17_1,16S only
66-474,0,1.75E-05,s17_11,16S only
Abiotrophia,0.000161616,0.00038499,s17_11,shared
Acetomicrobium,0,0.00103248,s17_11,16S only
Achromobacter,0,5.25E-05,s17_11,16S only
Acinetobacter,0.000175725,0.000105,s17_11,shared
Actinobacillus,0.000171581,0,s17_11,2b only
Actinomyces,0.014792868,0.00370993,s17_11,shared
Aggregatibacter,0.015460402,0.020422087,s17_11,shared
Allisonella,0.000606212,0.0002275,s17_11,shared
Alloprevotella,0.008892948,0,s17_11,2b only
Aminivibrio,0,0.00090998,s17_11,16S only
Anaeroglobus,0.000590132,0.0001575,s17_11,shared
Ancrocorticia,0,0.00036749,s17_11,16S only
Arachnia,0.002485752,7.00E-05,s17_11,shared
Arctic95D-9,0,3.50E-05,s17_11,16S only
Arenimonas,0,3.50E-05,s17_11,16S only
Aureibaculum,0,0.0001225,s17_11,16S only
Aureimonas_A,0,0.00152247,s17_11,16S only
Aureitalea,0,7.00E-05,s17_11,16S only
Bacillus,0.002659915,0,s17_11,2b only
Bacillus_A,5.42E-05,0,s17_11,2b only
Basfia,0.000417915,0,s17_11,2b only
BD2-11,0,3.50E-05,s17_11,16S only
Bergeyella_A,0.00102124,0,s17_11,2b only
Berkiella,0,3.50E-05,s17_11,16S only
Blastochloris,0,0.0001225,s17_11,16S only
Bosea,0,0.00029749,s17_11,16S only
Bradyrhizobium,0,0.00052499,s17_11,16S only
Brevundimonas,0,0.008819819,s17_11,16S only
Bulleidia,0.001292726,0.00068249,s17_11,shared
Burkholderia,0,0.000105,s17_11,16S only
CAG-485,4.54E-05,0,s17_11,2b only
CAILAF01,0,0.00057749,s17_11,16S only
CAIXZV01,0,0.000105,s17_11,16S only
Campylobacter_A,0.003368887,0.00272995,s17_11,shared
Campylobacter_B,0.000325611,0,s17_11,2b only
Capnocytophaga,0.010813299,0.00059499,s17_11,shared
Cardiobacterium,0.004074446,0.00195996,s17_11,shared
Catonella,0.000327228,0,s17_11,2b only
Centipeda,0.001208889,0.00048999,s17_11,shared
Chitinophaga,0,0.00162747,s17_11,16S only
Clostridium_H,0,8.75E-05,s17_11,16S only
Corynebacterium,0.007041209,0.003972419,s17_11,shared
Cryptobacterium,1.69E-05,0,s17_11,2b only
Cutibacterium,0.00086648,0,s17_11,2b only
Desulfobulbus,0.000259247,0.000105,s17_11,shared
Desulfomicrobium,0.002246396,0.000105,s17_11,shared
Dialister,0.002742917,0.00097998,s17_11,shared
EC70,0,5.25E-05,s17_11,16S only
Eikenella,0.001205808,0.00190746,s17_11,shared
Eubacterium_A,0.003930491,0.00050749,s17_11,shared
Eubacterium_B,0.000348653,0.00021,s17_11,shared
Eubacterium_M,0.002914102,0.00094498,s17_11,shared
F0040,0.002225994,0.00083998,s17_11,shared
F0058,0.00559438,0.00085748,s17_11,shared
F0422,0.000386797,0.0001575,s17_11,shared
Faecalibaculum,0,7.00E-05,s17_11,16S only
Ferruginibacter,0,0.00034999,s17_11,16S only
Filifactor,0.003952767,0,s17_11,2b only
Flexilinea,0.000186311,0,s17_11,2b only
Fretibacterium,0.00214636,0,s17_11,2b only
Fusobacterium,0.007235299,0.042016655,s17_11,shared
Ga0077541,0,0.0001575,s17_11,16S only
Gemella,0.011977561,0.019494607,s17_11,shared
GN02-873,0.000771314,3.50E-05,s17_11,shared
Granulicatella,0.003950299,0.006387369,s17_11,shared
Haemophilus,0.007593238,0.005564889,s17_11,shared
Haemophilus_A,0.057222854,0.065028692,s17_11,shared
Haemophilus_D,0.087107209,0.016309668,s17_11,shared
Halodesulfovibrio,0,5.25E-05,s17_11,16S only
Helicobacter_C,0,3.50E-05,s17_11,16S only
Hoeflea,0,0.0002275,s17_11,16S only
HOT-345,0.000599461,8.75E-05,s17_11,shared
Ileibacterium,0,5.25E-05,s17_11,16S only
Ilumatobacter,0,0.000245,s17_11,16S only
JABCPE02,0.003314869,0,s17_11,2b only
JABCPG02,5.89E-05,0,s17_11,2b only
JABDJB01,0,8.75E-05,s17_11,16S only
JABDJL01,0,0.00021,s17_11,16S only
JACDCA01,0,8.75E-05,s17_11,16S only
Janibacter,1.13E-05,0,s17_11,2b only
Johnsonella,0.000284544,0,s17_11,2b only
Kineobactrum,0,0.00021,s17_11,16S only
Kingella,0.000123321,0,s17_11,2b only
Kingella_A,0.001483915,0,s17_11,2b only
Kingella_B,0.000700254,0.00090998,s17_11,shared
Klebsiella,6.32E-05,0,s17_11,2b only
Kocuria,3.78E-05,0,s17_11,2b only
Labilithrix,0,5.25E-05,s17_11,16S only
Lachnoanaerobaculum,7.15E-05,0.00134747,s17_11,shared
Lactobacillus,0,8.75E-05,s17_11,16S only
Lancefieldella,0.000534278,0.0001925,s17_11,shared
Lautropia,0.024305699,0,s17_11,2b only
Lawsonella,6.56E-05,0,s17_11,2b only
Leptotrichia,0.003501191,0.007752339,s17_11,shared
Leptotrichia_A,0.000248529,0.00043749,s17_11,shared
Limosilactobacillus,0.000140481,0,s17_11,2b only
Maritimibacter,0,0.000175,s17_11,16S only
Metamycoplasma,0,0.0002275,s17_11,16S only
Micrococcus,9.99E-05,0,s17_11,2b only
Mogibacterium,0.005013411,0.00021,s17_11,shared
Moorella,0,0.00036749,s17_11,16S only
Moraxella,0,0.00073499,s17_11,16S only
Muribaculum,2.25E-05,0,s17_11,2b only
Nakamurella,0,0.00038499,s17_11,16S only
Neisseria,0.115175842,0.072623541,s17_11,shared
Novosphingobium,0,3.50E-05,s17_11,16S only
NP-7,0,3.50E-05,s17_11,16S only
Oceanotoga,0,1.75E-05,s17_11,16S only
Olsenella,0.000173015,7.00E-05,s17_11,shared
Oribacterium,0.000368051,0.00064749,s17_11,shared
Ottowia,0.000870756,0.00057749,s17_11,shared
Paraburkholderia,0,0.000105,s17_11,16S only
Paracoccus,5.78E-05,3.50E-05,s17_11,shared
Paramuribaculum,1.15E-05,0,s17_11,2b only
Parvimonas,0.00250823,0.00262495,s17_11,shared
Pauljensenia,0.001190755,0,s17_11,2b only
Peptidiphaga,0.001794855,0,s17_11,2b only
Peptoanaerobacter,0.000802449,0.00050749,s17_11,shared
Peptostreptococcus,0.000291338,0.0002275,s17_11,shared
Petrotoga,0,0.00034999,s17_11,16S only
Phocaeicola,0.000139663,0,s17_11,2b only
Porphyromonas,0.029154189,0.008994819,s17_11,shared
Prevotella,0.067452881,0.008399829,s17_11,shared
Prevotellamassilia,0,0.00029749,s17_11,16S only
PRS1,0,3.50E-05,s17_11,16S only
Pseudolabrys,0,0.00118998,s17_11,16S only
Pseudoleptotrichia,0.000692392,0.000245,s17_11,shared
Pseudomonas_A,0,0.000105,s17_11,16S only
Pseudomonas_E,0,0.00082248,s17_11,16S only
Pseudoramibacter,4.46E-05,0,s17_11,2b only
Quisquiliibacterium,0,7.00E-05,s17_11,16S only
Ralstonia,5.86E-05,0,s17_11,2b only
Reyranella,0,0.00034999,s17_11,16S only
Rodentibacter,8.02E-05,0,s17_11,2b only
Rothia,0.107359022,0.093168128,s17_11,shared
Ruegeria,0,0.00085748,s17_11,16S only
Ruminiclostridium,0,3.50E-05,s17_11,16S only
Saccharimonas,0.002331083,0,s17_11,2b only
Scardovia,0.000216486,0.0001575,s17_11,shared
SCSIO-58843,0,3.50E-05,s17_11,16S only
SCUB01,0,0.00069999,s17_11,16S only
SDRW01,0.000747536,0.0001225,s17_11,shared
Selenomonas,0.000398545,0,s17_11,2b only
Serratia,0,8.75E-05,s17_11,16S only
Shuttleworthia,0.000138999,0,s17_11,2b only
Simonsiella,7.51E-05,0,s17_11,2b only
Slackia,0.000128308,0,s17_11,2b only
Sphingopyxis,0,0.00124248,s17_11,16S only
Staphylococcus,0.000341471,0.00033249,s17_11,shared
Stomatobaculum,4.83E-05,0,s17_11,2b only
Streptobacillus,0,5.25E-05,s17_11,16S only
Streptococcus,0.319889503,0.570611016,s17_11,shared
Suttonella,0,0.000105,s17_11,16S only
Synechococcus_C,0,0.00040249,s17_11,16S only
SZUA-217,0,8.75E-05,s17_11,16S only
SZUA-442,0,0.00029749,s17_11,16S only
Tannerella,0.01079767,0.00054249,s17_11,shared
Thermosipho_A,0,0.000105,s17_11,16S only
Thermovirga,0,5.25E-05,s17_11,16S only
Thiohalobacter,0,5.25E-05,s17_11,16S only
TM7x,0.000334786,0.0001925,s17_11,shared
Treponema,0.001273558,0,s17_11,2b only
Treponema_B,0.001820149,5.25E-05,s17_11,shared
Treponema_C,0.001477132,0,s17_11,2b only
Treponema_D,0.000577977,0.000105,s17_11,shared
UBA1103,0.001334845,0.000105,s17_11,shared
UBA2767,0,0.00014,s17_11,16S only
UBA2866,0,7.00E-05,s17_11,16S only
UBA5216,0,0.00066499,s17_11,16S only
UBA8529,0,0.00048999,s17_11,16S only
Vallitalea,0,0.000175,s17_11,16S only
Vallitalea_A,0,0.00036749,s17_11,16S only
Vampirovibrio,0,3.50E-05,s17_11,16S only
Veillonella,0.008044633,0.00166247,s17_11,shared
VYCW01,0,7.00E-05,s17_11,16S only
W11650,0.00024739,0,s17_11,2b only
WTGL01,0,5.25E-05,s17_11,16S only
WYBL01,0,7.00E-05,s17_11,16S only
Xanthobacter,0,7.00E-05,s17_11,16S only
Abiotrophia,0.002221556,0.00145329,s17_12,shared
14_2,0,5.74E-05,s17_12,16S only
Acetatifactor,0,0.00175925,s17_12,16S only
Acidaminococcus,0,0.00269624,s17_12,16S only
Acinetobacter,2.02E-05,0,s17_12,2b only
Actinomyces,0.001370112,0.00065016,s17_12,shared
Acutalibacter,0,3.82E-05,s17_12,16S only
AG11,0,3.82E-05,s17_12,16S only
Agathobaculum,0,0.00114734,s17_12,16S only
Aggregatibacter,0.009383805,0.00590879,s17_12,shared
Akkermansia,0,0.00063104,s17_12,16S only
Alistipes,0,7.65E-05,s17_12,16S only
Allisonella,0.000101523,0.00055455,s17_12,shared
Alloprevotella,0.000737573,0,s17_12,2b only
Aminivibrio,0,0.00084138,s17_12,16S only
Anaeroglobus,3.05E-05,0,s17_12,2b only
Anaerostipes,0,0.00478057,s17_12,16S only
Anaerotignum,0,0.00395831,s17_12,16S only
Anaerovibrio,0,0.0003442,s17_12,16S only
Ancrocorticia,0,9.56E-05,s17_12,16S only
Arachnia,0.001165605,0,s17_12,2b only
Arenimonas,0,7.65E-05,s17_12,16S only
Bacteroides,0,0.01170284,s17_12,16S only
Bariatricus,0,0.00631035,s17_12,16S only
Bergeyella_A,0.001412153,0.00022947,s17_12,shared
Bifidobacterium,0,0.00348026,s17_12,16S only
Blautia,0,0.00338464,s17_12,16S only
Blautia_A,0,0.033119801,s17_12,16S only
BOG-1460,0,1.91E-05,s17_12,16S only
Bog-159,0,0.0001721,s17_12,16S only
Bradyrhizobium,0,0.00011473,s17_12,16S only
Bulleidia,0.000252428,0.00072665,s17_12,shared
Butyricicoccus_A,0,0.00162539,s17_12,16S only
CAG-1024,0,0.00019122,s17_12,16S only
CAG-115,0,0.00093699,s17_12,16S only
CAG-127,0,0.00202696,s17_12,16S only
CAG-180,0,0.00032508,s17_12,16S only
CAG-41,0,0.00063104,s17_12,16S only
CAG-873,0,5.74E-05,s17_12,16S only
Campylobacter_A,0.00164261,0.00099436,s17_12,shared
Campylobacter_B,0.000229074,0,s17_12,2b only
Capnocytophaga,0.016854723,0.01009657,s17_12,shared
Cardiobacterium,0.002748816,0.00105173,s17_12,shared
Catenibacterium,0,0.00053542,s17_12,16S only
Catonella,7.81E-05,0,s17_12,2b only
Centipeda,0.000272556,0,s17_12,2b only
CFH-75059,0,3.82E-05,s17_12,16S only
Christensenella,0,0.00011473,s17_12,16S only
Chryseobacterium,0,7.65E-05,s17_12,16S only
Clostridium,0,0.00168276,s17_12,16S only
Clostridium_AN,0,0.00032508,s17_12,16S only
Collinsella,0,0.00074577,s17_12,16S only
Coprococcus,0,0.00032508,s17_12,16S only
Corynebacterium,0.000555717,0.00032508,s17_12,shared
Cricetibacter,3.99E-05,0,s17_12,2b only
Cutibacterium,0.000128949,0,s17_12,2b only
Deinococcus,1.73E-05,0,s17_12,2b only
Desulfobulbus,0.00013327,0,s17_12,2b only
Desulfovibrio,0,0.00063104,s17_12,16S only
Dialister,0.000525259,0.00042069,s17_12,shared
Dorea,0,0.00030596,s17_12,16S only
DP-6,0,5.74E-05,s17_12,16S only
Duncaniella,0,9.56E-05,s17_12,16S only
Duodenibacillus,0,0.00613825,s17_12,16S only
Dysosmobacter,0,0.00091787,s17_12,16S only
Eikenella,0.002786104,0.00078401,s17_12,shared
ELB16-189,0,7.65E-05,s17_12,16S only
Emergencia,0,0.00043981,s17_12,16S only
Enhygromyxa,0,5.74E-05,s17_12,16S only
Enterocloster,0,0.00757243,s17_12,16S only
Eubacterium,0,0.00019122,s17_12,16S only
Eubacterium_A,0.000482965,0.00036332,s17_12,shared
Eubacterium_B,0.000313862,0,s17_12,2b only
Eubacterium_F,0,0.0006884,s17_12,16S only
Eubacterium_G,0,0.0013768,s17_12,16S only
Eubacterium_M,0.001173402,0.00021035,s17_12,shared
Eubacterium_N,0.001092913,0.00032508,s17_12,shared
Eubacterium_R,0,0.01078497,s17_12,16S only
F0040,0.00284212,0.00307869,s17_12,shared
F0058,0.003019932,0.00093699,s17_12,shared
F0422,3.17E-05,0.00059279,s17_12,shared
Faecalibacterium,0,0.066469073,s17_12,16S only
Faecalicoccus,0,0.00022947,s17_12,16S only
Filifactor,0.001979451,0,s17_12,2b only
Flavonifractor,0,0.00015298,s17_12,16S only
Flexilinea,4.83E-05,0,s17_12,2b only
Fournierella,0,0.00179749,s17_12,16S only
Fretibacterium,0.000843171,0,s17_12,2b only
Fusicatenibacter,0,0.00879625,s17_12,16S only
Fusobacterium,0.008789041,0.01135864,s17_12,shared
Fusobacterium_A,0,0.00022947,s17_12,16S only
Gemella,0.014609746,0.025126691,s17_12,shared
Geotalea,0,0.00015298,s17_12,16S only
GN02-873,5.46E-05,0,s17_12,2b only
Gordonia,3.64E-05,0,s17_12,2b only
Gp6-AA40,0,5.74E-05,s17_12,16S only
Gp7-AA6,0,7.65E-05,s17_12,16S only
Granulicatella,0.00811956,0.01019218,s17_12,shared
Haemophilus,0.069866611,0.034917301,s17_12,shared
Haemophilus_A,0.009156862,0.00246678,s17_12,shared
Haemophilus_D,0.225687357,0.028415721,s17_12,shared
Haliangium,0,5.74E-05,s17_12,16S only
Holdemanella,0,0.00202696,s17_12,16S only
HOT-345,0.001040859,0.0003442,s17_12,shared
Hypericibacter,0,9.56E-05,s17_12,16S only
Intestinimonas,0,0.00036332,s17_12,16S only
JABCPE02,0.001156161,0,s17_12,2b only
JABDBE01,0,0.00032508,s17_12,16S only
Johnsonella,0.000423007,0,s17_12,2b only
Kingella_A,0.000271648,0,s17_12,2b only
Kingella_B,6.92E-05,0.00030596,s17_12,shared
Klebsiella_A,1.29E-05,0,s17_12,2b only
Lachnoanaerobaculum,0.000284944,0.0003442,s17_12,shared
Lachnospira,0,0.020326991,s17_12,16S only
Lacrimispora,0,0.00195047,s17_12,16S only
Lactobacillus,0,0.030729521,s17_12,16S only
Lancefieldella,0.000228587,0.00028683,s17_12,shared
Lautropia,0.033066647,0,s17_12,2b only
Lawsonella,1.25E-05,0,s17_12,2b only
Lawsonibacter,0,0.00147242,s17_12,16S only
Leptotrichia,0.001175779,0.00131944,s17_12,shared
Leptotrichia_A,0.00154609,0.00168276,s17_12,shared
Ligilactobacillus,0,0.00097524,s17_12,16S only
Limosilactobacillus,2.46E-05,0.00814609,s17_12,shared
