"Species","col_mpa","col_2bp","Group"
"Prevotella_multisaccharivorax",0.000267691,0.000342768,"s11_7"
"Prevotella_nanceiensis",0.00412287,0.002296339,"s11_7"
"Prevotella_nigrescens",0.006320077,0.006885065,"s11_7"
"Prevotella_oralis",0.000355922,0.000437831,"s11_7"
"Prevotella_oris",0.010562659,0.0099614,"s11_7"
"Prevotella_oulorum",0.000484842,0.000606219,"s11_7"
"Prevotella_pallens",0.012530188,0.011182543,"s11_7"
"Prevotella_pleuritidis",6.52e-05,0.000279911,"s11_7"
"Prevotella_saccharolytica",8.39e-05,0.000274383,"s11_7"
"Prevotella_salivae",0.00339807,0.002595773,"s11_7"
"Prevotella_seregens",5.36e-05,0.000188697,"s11_7"
"Prevotella_shahii",0.004941576,0.003579588,"s11_7"
"Prevotella_sp000257925",0.000126136,0.000862033,"s11_7"
"Prevotella_sp000467895",0.005043406,0.005201976,"s11_7"
"Prevotella_sp013333285",0.000737435,0.000841412,"s11_7"
"Prevotella_sp013333935",0.000450685,0.000459185,"s11_7"
"Prevotella_veroralis",0.002366174,0.00221417,"s11_7"
"Rothia_aeria",0.012354368,0.013396075,"s11_7"
"Rothia_dentocariosa",0.0052022,0.006683058,"s11_7"
"Rothia_mucilaginosa",0.029566685,0.015094531,"s11_7"
"Rothia_mucilaginosa_A",0.013538847,0.015018583,"s11_7"
"Saccharimonas_sp010202265",0.000317803,0.00038665,"s11_7"
"Scardovia_wiggsiae",0.000505401,0.000600294,"s11_7"
"SDRW01_sp007845485",0.002885067,0.003472031,"s11_7"
"Selenomonas_sputigena",0.00031973,0.000302037,"s11_7"
"Shuttleworthia_satelles",0.001565992,0.001438258,"s11_7"
"Simonsiella_muelleri",0.001899107,0.001634474,"s11_7"
"Slackia_exigua",2.43e-05,0.000236087,"s11_7"
"Streptococcus_anginosus",0.000145838,0.000527801,"s11_7"
"Streptococcus_constellatus",6.9e-05,0.000395201,"s11_7"
"Streptococcus_cristatus",0.010019353,0.004421313,"s11_7"
"Streptococcus_gordonii",0.000362454,0.001021655,"s11_7"
"Streptococcus_infantis",0.012655467,0.001092714,"s11_7"
"Streptococcus_parasanguinis_B",0.008260944,0.007958005,"s11_7"
"Streptococcus_salivarius",0.004393238,0.004545614,"s11_7"
"Streptococcus_sanguinis",0.006908891,0.007325244,"s11_7"
"Streptococcus_sinensis",0.00154008,0.001464979,"s11_7"
"Streptococcus_sp000220065",0.000473385,0.000447873,"s11_7"
"Streptococcus_timonensis",0.002480425,0.000919948,"s11_7"
"Tannerella_forsythia",0.007393197,0.008893821,"s11_7"
"Tannerella_sp003033925",0.002284475,0.002040429,"s11_7"
"Treponema_B_denticola",0.001416085,0.001430176,"s11_7"
"Treponema_C_lecithinolyticum",0.00092771,0.000879932,"s11_7"
"Treponema_C_maltophilum",0.000108147,0.000138206,"s11_7"
"Treponema_medium",1.98e-05,0.000370406,"s11_7"
"Veillonella_atypica",0.009823939,0.009324239,"s11_7"
"Veillonella_parvula_A",0.004539397,0.005442285,"s11_7"
"Veillonella_rogosae",0.006891865,0.004359216,"s11_7"
"Veillonella_tobetsuensis",0.001287272,0.001967214,"s11_7"
"W11650_sp002999035",3.61e-05,9.63206e-05,"s11_7"
"Abiotrophia_defectiva",0.000264526,8.26448e-05,"s11_9"
"Abiotrophia_sp001815865",0.000243116,0.000168484,"s11_9"
"Actinomyces_dentalis",1.3e-05,3.01319e-05,"s11_9"
"Actinomyces_gerencseriae",4.31e-05,6.41966e-05,"s11_9"
"Actinomyces_graevenitzii",8.05e-05,7.8442e-05,"s11_9"
"Actinomyces_oris",0.000102765,9.16306e-05,"s11_9"
"Actinomyces_timonensis",2.13e-05,5.77937e-05,"s11_9"
"Aggregatibacter_actinomycetemcomitans",0.000102646,7.47094e-05,"s11_9"
"Aggregatibacter_kilianii",0.0002405,0.000397372,"s11_9"
"Aggregatibacter_segnis",0.006992331,0.006107768,"s11_9"
"Aggregatibacter_sp000466335",0.011337976,0.004797671,"s11_9"
"Allisonella_pneumosintes",0.000726613,0.000933597,"s11_9"
"Alloprevotella_rava",0.000180196,0.000235846,"s11_9"
"Alloprevotella_tannerae",0.008987812,0.008424718,"s11_9"
"Anaeroglobus_geminatus",0.000289979,0.000290201,"s11_9"
"Arachnia_propionica",0.000114541,0.000170894,"s11_9"
"Arachnia_sp013333945",0.000107642,9.14833e-05,"s11_9"
"Bergeyella_A_cardium",0.002104669,0.002414336,"s11_9"
"Brooklawnia_sp000413315",2.31e-05,2.76631e-05,"s11_9"
"Bulleidia_extructa",0.0006832,0.000581097,"s11_9"
"CAG-793_sp013333395",0.000791555,0.000463818,"s11_9"
"Campylobacter_A_concisus_T",0.000294023,0.000321415,"s11_9"
"Campylobacter_A_rectus",0.001380316,0.001156017,"s11_9"
"Campylobacter_A_showae_A",0.002235981,0.001541952,"s11_9"
"Campylobacter_B_gracilis",0.00043592,0.000128793,"s11_9"
"Capnocytophaga_gingivalis",0.002893846,0.002736323,"s11_9"
"Capnocytophaga_granulosa",0.002071009,0.002313182,"s11_9"
"Capnocytophaga_haemolytica",4.79e-05,7.34458e-05,"s11_9"
"Capnocytophaga_leadbetteri",0.01150723,0.01167134,"s11_9"
"Capnocytophaga_ochracea",0.000747785,0.001429497,"s11_9"
"Capnocytophaga_sp000192225",9.85e-05,0.000252726,"s11_9"
"Capnocytophaga_sp000466425",0.002367173,0.002056647,"s11_9"
"Capnocytophaga_sputigena",0.002186025,0.002330016,"s11_9"
"Cardiobacterium_hominis",0.001855011,0.001993483,"s11_9"
"Cardiobacterium_valvarum",0.000413678,0.000314918,"s11_9"
"Catonella_morbi",0.000459828,0.000433171,"s11_9"
"Centipeda_flueggei",1.49e-05,4.06987e-05,"s11_9"
"Centipeda_massiliensis",6.36e-05,0.000126993,"s11_9"
"Centipeda_noxia",7.65e-05,0.000160755,"s11_9"
"Centipeda_periodontii",3.33e-05,0.000105965,"s11_9"
"Centipeda_sp000286455",0.00043592,0.000393581,"s11_9"
"Centipeda_sp000468035",6.77e-05,0.00010112,"s11_9"
"Centipeda_sp001683335",9.61e-05,0.000194193,"s11_9"
"Centipeda_sp001717585",2.16e-05,0.000108614,"s11_9"
"Corynebacterium_durum",0.000191496,0.000174629,"s11_9"
"Corynebacterium_matruchotii",0.001625216,0.001384213,"s11_9"
"Desulfobulbus_oralis",9.6e-05,0.000115456,"s11_9"
"Desulfomicrobium_orale",0.000959739,0.001057464,"s11_9"
"Desulfovibrio_sp000403945",0.000161523,0.000192374,"s11_9"
"Desulfovibrio_sp003860215",0.000102052,0.000125219,"s11_9"
"Dialister_invisus",0.00390354,0.004166546,"s11_9"
"Eggerthia_catenaformis",0.000198632,0.000235407,"s11_9"
"Eikenella_corrodens",0.001133988,0.002421724,"s11_9"
"Eikenella_halliae",0.001589891,0.00089857,"s11_9"
"Eubacterium_B_infirmum",0.001289325,0.001274594,"s11_9"
"Eubacterium_B_sulci",0.000734464,0.000433974,"s11_9"
"Eubacterium_M_brachy",0.001437289,0.00153245,"s11_9"
"Eubacterium_N_saphenum",0.000897413,0.000765573,"s11_9"
"F0058_sp000163695",0.002347548,0.002638639,"s11_9"
"F0422_sp001553345",3.18e-05,0.000490854,"s11_9"
"F0422_sp003992055",0.000329825,0.000443896,"s11_9"
"F0422_sp003999875",0.000265358,0.000128268,"s11_9"
"Filifactor_alocis",0.010424981,0.008873692,"s11_9"
"Flexilinea_sp001717545",2.84e-05,4.4027e-05,"s11_9"
"Fretibacterium_fastidiosum",0.000496105,0.000490995,"s11_9"
"Fusobacterium_animalis",0.002432353,0.001849135,"s11_9"
"Fusobacterium_hwasookii",0.004697355,0.002649851,"s11_9"
"Fusobacterium_massiliense",0.000297592,0.000292605,"s11_9"
"Fusobacterium_nucleatum",0.00549795,0.005429653,"s11_9"
"Fusobacterium_nucleatum_J",0.004302707,0.003561134,"s11_9"
"Fusobacterium_polymorphum",0.003473567,0.008770745,"s11_9"
"Fusobacterium_pseudoperiodonticum",0.016764799,0.007665404,"s11_9"
"Fusobacterium_vincentii",0.001119001,0.001492285,"s11_9"
"Gemella_haemolysans_A",0.000921558,0.000306957,"s11_9"
"Gemella_haemolysans_B",0.001033126,0.000589734,"s11_9"
"Gemella_morbillorum",0.004544753,0.003127604,"s11_9"
"Gemella_sanguinis",0.001033363,0.001158715,"s11_9"
"GN02-872_sp002761215",0.000486708,0.00106118,"s11_9"
"GN02-872_sp003260325",0.000825216,0.001149059,"s11_9"
"GN02-873_sp003260345",0.016186863,0.010674945,"s11_9"
"Granulicatella_adiacens",0.002148915,0.001818406,"s11_9"
"Granulicatella_elegans",0.003164438,0.001261858,"s11_9"
"Granulicatella_sp001058355",0.000844365,0.000548186,"s11_9"
"Haemophilus_A_parahaemolyticus",0.001342968,0.00141256,"s11_9"
"Haemophilus_A_sputorum",0.000109069,0.000292412,"s11_9"
"Haemophilus_D_parainfluenzae",0.023184546,0.003187915,"s11_9"
"HOT-345_sp003260355",0.004117753,0.00297309,"s11_9"
"HOT-345_sp013333295",0.004796315,0.002450744,"s11_9"
"HOT-345_sp013333605",0.004939044,0.002953864,"s11_9"
"JABCPE02_sp013333255",0.001084151,0.000628873,"s11_9"
"Johnsonella_ignava",0.000189593,0.000220451,"s11_9"
"Johnsonella_sp900766185",0.001162891,0.000593167,"s11_9"
"Kingella_A_denitrificans",0.002107167,0.001458962,"s11_9"
"Kingella_B_oralis",0.000126316,0.00011974,"s11_9"
"Lachnoanaerobaculum_saburreum",8.77e-05,0.000136178,"s11_9"
"Lachnoanaerobaculum_sp000209465",0.000271068,0.000227087,"s11_9"
"Lachnoanaerobaculum_sp000287675",0.000588284,0.000194646,"s11_9"
"Lancefieldella_parvula",0.00010788,7.67393e-05,"s11_9"
"Lancefieldella_rimae",0.000776212,0.000531283,"s11_9"
"Lancefieldella_sp000564995",0.000130479,0.000269861,"s11_9"
"Lautropia_dentalis",0.000603509,0.000680767,"s11_9"
"Lautropia_mirabilis",0.002252038,0.001326424,"s11_9"
"Leptotrichia_A_sp000469505",0.003935654,0.001833378,"s11_9"
"Leptotrichia_A_sp001274535",0.003449302,0.001822961,"s11_9"
"Leptotrichia_buccalis",0.002799882,0.002267283,"s11_9"
"Leptotrichia_hofstadii",0.0005281,0.000498874,"s11_9"
"Leptotrichia_hongkongensis",0.000854475,0.000447685,"s11_9"
"Leptotrichia_massiliensis",0.00074493,0.000678801,"s11_9"
"Leptotrichia_shahii",4.48e-05,0.000207262,"s11_9"
"Leptotrichia_sp002240055",0.000237764,0.000294581,"s11_9"
"Leptotrichia_sp013394795",3.79e-05,0.000186536,"s11_9"
"Leptotrichia_wadei_A",0.000196967,0.000231327,"s11_9"
"Metamycoplasma_orale",0.000535593,0.000340346,"s11_9"
"Mogibacterium_diversum",0.000334701,0.000312931,"s11_9"
"Mogibacterium_pumilum",6.54e-06,5.66349e-05,"s11_9"
"Mogibacterium_timidum",0.000544752,0.000702541,"s11_9"
"Neisseria_cinerea",0.007884986,0.009133087,"s11_9"
"Neisseria_elongata",0.040399301,0.044451319,"s11_9"
"Neisseria_sicca_B",0.023355941,0.002976279,"s11_9"
"Neisseria_sp000090875",0.008337083,0.006633415,"s11_9"
"Neisseria_sp002237445",0.000476955,0.000532928,"s11_9"
"Neisseria_subflava_C",0.193803459,0.018465663,"s11_9"
"Olsenella_uli",1.42e-05,4.37343e-05,"s11_9"
"Oribacterium_parvum",5.11e-05,0.000178401,"s11_9"
"Oribacterium_sinus",0.000301279,0.000435303,"s11_9"
"Oribacterium_sp000160135",8.04e-05,8.77193e-05,"s11_9"
"Oribacterium_sp013394775",4.23e-05,6.33485e-05,"s11_9"
"Ottowia_sp001262075",0.007285046,0.00721909,"s11_9"
"Parvimonas_micra",0.001898425,0.002290739,"s11_9"
"Parvimonas_sp000223315",0.000693429,0.001290387,"s11_9"
"Pauljensenia_cardiffensis",0.000196253,0.000206149,"s11_9"
"Pauljensenia_meyeri",3.52e-05,7.85224e-05,"s11_9"
"Pauljensenia_sp000185285",8.48e-05,0.000125953,"s11_9"
"Pauljensenia_sp000278725",0.000506096,0.000267378,"s11_9"
"Pauljensenia_sp000308055",2.57e-05,1.75063e-05,"s11_9"
"Pauljensenia_sp000411415",2.78e-05,9.995e-05,"s11_9"
"Pauljensenia_sp902373545",0.000131668,0.000107042,"s11_9"
"Peptidiphaga_gingivicola",6.98e-05,5.4067e-05,"s11_9"
"Peptidiphaga_sp000466165",5.53e-05,0.000122267,"s11_9"
"Peptoanaerobacter_stomatis",0.000468273,0.000892405,"s11_9"
"Peptoanaerobacter_yurii",0.000254297,0.000235129,"s11_9"
"Peptostreptococcus_sp900759325",0.000659649,0.00055129,"s11_9"
"Peptostreptococcus_stomatis",0.004199585,0.003759409,"s11_9"
"Phocaeicola_abscessus",0.000170443,0.00027045,"s11_9"
"Porphyromonas_catoniae",0.001999049,0.002339204,"s11_9"
"Porphyromonas_endodontalis",0.022478985,0.01239144,"s11_9"
"Porphyromonas_gingivalis",0.040874234,0.055220108,"s11_9"
"Porphyromonas_pasteri",0.05202904,0.048785863,"s11_9"
"Porphyromonas_sp000467855",0.030400011,0.018706108,"s11_9"
"Porphyromonas_sp003640335",0.008125248,0.005904568,"s11_9"
"Prevotella_aurantiaca",0.009618201,0.006721135,"s11_9"
"Prevotella_baroniae",0.000428189,0.000659496,"s11_9"
"Prevotella_buccae",0.000263336,0.000372507,"s11_9"
"Prevotella_conceptionensis",0.002139162,0.002552024,"s11_9"
"Prevotella_denticola",0.000625989,0.001015355,"s11_9"
"Prevotella_enoeca",0.000972941,0.000843446,"s11_9"
"Prevotella_intermedia",0.06813645,0.086872674,"s11_9"
"Prevotella_koreensis",0.008854954,0.007593282,"s11_9"
"Prevotella_loescheii",0.000771454,0.000866467,"s11_9"
"Prevotella_maculosa",0.000316979,0.000323708,"s11_9"
"Prevotella_marshii",0.000507999,0.000502436,"s11_9"
"Prevotella_melaninogenica",0.00382147,0.003231687,"s11_9"
"Prevotella_micans",0.000500149,0.000524494,"s11_9"
"Prevotella_multiformis",0.000671662,0.000719971,"s11_9"
"Prevotella_nanceiensis",0.000962712,0.000821434,"s11_9"
"Prevotella_nigrescens",0.008722572,0.010486504,"s11_9"
"Prevotella_oralis",0.00012358,0.000142968,"s11_9"
"Prevotella_oris",0.002181981,0.002487943,"s11_9"
"Prevotella_oulorum",0.000218852,0.000271754,"s11_9"
"Prevotella_pallens",0.000707702,0.001074647,"s11_9"
"Prevotella_pleuritidis",0.002619805,0.003201763,"s11_9"
"Prevotella_saccharolytica",0.000363842,0.000371501,"s11_9"
"Prevotella_salivae",4.82e-05,0.000164555,"s11_9"
"Prevotella_seregens",0.000492299,0.000583032,"s11_9"
"Prevotella_shahii",0.004100388,0.002834912,"s11_9"
"Prevotella_sp000163055",0.00135284,0.001125106,"s11_9"
"Prevotella_sp000467895",0.008908716,0.006708016,"s11_9"
"Prevotella_sp003043925",4.33e-05,0.000368848,"s11_9"
"Prevotella_sp003043945",2.38e-07,7.89756e-05,"s11_9"
"Prevotella_sp013333285",0.000439489,0.000449121,"s11_9"
"Prevotella_sp013333935",0.00026857,0.000220512,"s11_9"
"Prevotella_veroralis",0.001412668,0.001212664,"s11_9"
"Pseudoramibacter_alactolyticus",2.09e-05,4.79951e-05,"s11_9"
"Pyramidobacter_piscolens",7.95e-05,0.000122878,"s11_9"
"Rothia_aeria",0.003697533,0.004203689,"s11_9"
"Rothia_dentocariosa",0.001241987,0.002046201,"s11_9"
"Rothia_mucilaginosa",0.009289923,0.00347023,"s11_9"
"Rouxiella_chamberiensis",8.56e-06,2.65585e-05,"s11_9"
"Saccharimonas_sp010202265",9.65e-05,9.12381e-05,"s11_9"
"SDRW01_sp007845485",0.000407493,0.000456346,"s11_9"
"Selenomonas_sputigena",0.000758965,0.000654129,"s11_9"
"Shuttleworthia_satelles",9.84e-05,0.000106592,"s11_9"
"Simonsiella_muelleri",0.00053714,0.000630092,"s11_9"
"Slackia_exigua",3.24e-05,4.99666e-05,"s11_9"
"Streptobacillus_hongkongensis",0.001755219,0.000650483,"s11_9"
"Streptococcus_anginosus",0.000189236,0.000284399,"s11_9"
"Streptococcus_constellatus",0.000456141,0.001218052,"s11_9"
"Streptococcus_cristatus",0.011404821,0.005426151,"s11_9"
"Streptococcus_gordonii",8.43e-05,0.000346354,"s11_9"
"Streptococcus_infantis",0.000818555,0.000223843,"s11_9"
"Streptococcus_intermedius",5.2e-05,0.000268311,"s11_9"
"Streptococcus_oralis_S",0.006737796,0.000980969,"s11_9"
"Streptococcus_pneumoniae",0.000262504,0.001517683,"s11_9"
"Streptococcus_rubneri",0.001009456,0.001025753,"s11_9"
"Streptococcus_sanguinis",0.000972228,0.001025961,"s11_9"
"Streptococcus_sinensis",0.00014832,0.000347463,"s11_9"
"Streptococcus_sp000220065",0.000551769,0.000499639,"s11_9"
"Streptococcus_timonensis",0.003110914,0.000998683,"s11_9"
"Tannerella_forsythia",0.003325841,0.004386957,"s11_9"
"Tannerella_sp002890585",0.000404996,0.000624099,"s11_9"
"Tannerella_sp003033925",0.005845378,0.005125256,"s11_9"
"Treponema_B_denticola",0.004259651,0.005637213,"s11_9"
"Treponema_B_putidum",4.66e-05,0.000198773,"s11_9"
"Treponema_C_maltophilum",0.000491942,0.0002576,"s11_9"
"Treponema_D_buccale",7.23e-05,7.6137e-05,"s11_9"
"Treponema_D_sp014334325",4.88e-05,0.000148789,"s11_9"
"Treponema_D_sp014334335",0.000127267,0.000137504,"s11_9"
"Treponema_medium",8.36e-05,0.000561318,"s11_9"
"Treponema_sp010365865",0.000399168,0.000823646,"s11_9"
"Treponema_vincentii",0.000353256,0.000745512,"s11_9"
"Veillonella_atypica",0.000325186,0.000569413,"s11_9"
"Veillonella_denticariosi",3.57e-07,3.78984e-05,"s11_9"
"Veillonella_parvula_A",0.001423016,0.001625311,"s11_9"
"Veillonella_rogosae",0.005026228,0.00125872,"s11_9"
"Veillonella_tobetsuensis",0.003182517,0.003371496,"s11_9"
"W11650_sp002999035",0.000780732,0.000640715,"s11_9"
"W5053_sp000467935",2.96e-05,0.000214598,"s11_9"
"Abiotrophia_sp001815865",0.000776218,0.000549089,"s13_1"
"Actinomyces_naeslundii",1.7e-05,0.000180819,"s13_1"
"Actinomyces_oris",0.000203511,0.000343467,"s13_1"
"Aggregatibacter_segnis",0.002421672,0.002075863,"s13_1"
"Aggregatibacter_sp000466335",0.00140301,0.000762711,"s13_1"
"Allisonella_pneumosintes",0.000623253,0.000864838,"s13_1"
"Alloprevotella_tannerae",0.001279023,0.001225172,"s13_1"
"Anaeroglobus_geminatus",8.63e-06,0.000130437,"s13_1"
"Arachnia_sp013333945",9.14e-05,0.000199351,"s13_1"
"Campylobacter_A_rectus",0.003529702,0.002511363,"s13_1"
"Campylobacter_B_gracilis",8.12e-05,4.03348e-05,"s13_1"
"Capnocytophaga_gingivalis",0.000822672,0.000796521,"s13_1"
"Capnocytophaga_granulosa",4.07e-05,0.000292355,"s13_1"
"Capnocytophaga_leadbetteri",0.001789239,0.001780033,"s13_1"
"Capnocytophaga_ochracea",0.000526253,0.000806742,"s13_1"
"Capnocytophaga_sp000466425",0.001604752,0.001097404,"s13_1"
"Capnocytophaga_sp002999135",1.14e-05,0.000144521,"s13_1"
"Capnocytophaga_sputigena",0.002466909,0.002910841,"s13_1"
"Cardiobacterium_hominis",0.000338559,0.000579383,"s13_1"
"Catonella_morbi",5.25e-05,0.000192872,"s13_1"
"Corynebacterium_durum",9.56e-05,0.000238161,"s13_1"
"Corynebacterium_matruchotii",0.000300511,0.000431203,"s13_1"
"Dialister_invisus",0.000247089,0.000406342,"s13_1"
"Eikenella_corrodens",0.00014467,0.001921494,"s13_1"
"Eubacterium_B_infirmum",0.000136264,0.000330248,"s13_1"
"Eubacterium_M_brachy",0.002407847,0.002267073,"s13_1"
"Eubacterium_N_saphenum",0.012481207,0.010390752,"s13_1"
"F0058_sp000163695",0.00091757,0.000693578,"s13_1"
"F0422_sp001553345",0.000431576,0.000582075,"s13_1"
"Filifactor_alocis",0.006889074,0.005208064,"s13_1"
"Fretibacterium_fastidiosum",0.000266224,0.000337082,"s13_1"
"Fusobacterium_nucleatum_J",0.009610483,0.005503516,"s13_1"
"Fusobacterium_vincentii",0.003166258,0.003297561,"s13_1"
"Gemella_haemolysans_A",0.001527108,0.000681844,"s13_1"
"Gemella_haemolysans_B",0.019135358,0.013637222,"s13_1"
"Gemella_morbillorum",0.000285469,0.000305721,"s13_1"
"Gemella_sanguinis",0.000602128,0.000396644,"s13_1"
"GN02-873_sp003260345",0.001874957,0.001257139,"s13_1"
"Granulicatella_adiacens",0.002337945,0.001883009,"s13_1"
"Granulicatella_elegans",0.002921491,0.001056189,"s13_1"
"Granulicatella_sp001058355",0.001023307,0.000765533,"s13_1"
"Haemophilus_A_parahaemolyticus",0.006381292,0.006629065,"s13_1"
"Haemophilus_A_sputorum",0.000462214,0.000649982,"s13_1"
"Haemophilus_D_parainfluenzae",0.023817885,0.009076583,"s13_1"
"HOT-345_sp013333605",0.000621815,0.000710778,"s13_1"
"JABCPE02_sp013333255",0.003225984,0.001433385,"s13_1"
"Kingella_A_denitrificans",0.000654996,0.000643232,"s13_1"
"Kingella_kingae",5.39e-05,0.000145096,"s13_1"
"Lancefieldella_rimae",3.78e-05,9.51755e-05,"s13_1"
"Lautropia_dentalis",0.004631427,0.00519554,"s13_1"
"Lautropia_mirabilis",0.073728998,0.042534349,"s13_1"
"Leptotrichia_buccalis",0.000868904,0.000906829,"s13_1"
"Leptotrichia_trevisanii",0.000122881,0.000427618,"s13_1"
"Leptotrichia_wadei_A",0.000583325,0.000782363,"s13_1"
"Mogibacterium_timidum",0.000189022,0.000333224,"s13_1"
"Neisseria_cinerea",0.008420717,0.008883681,"s13_1"
"Neisseria_elongata",0.016145514,0.018446614,"s13_1"
"Neisseria_mucosa",0.464927118,0.026342251,"s13_1"
"Neisseria_sicca_B",0.023677418,0.007685629,"s13_1"
"Neisseria_sp000090875",0.013948257,0.009517235,"s13_1"
"Neisseria_sp002237445",9.37e-05,0.000247533,"s13_1"
"Neisseria_subflava_C",0.092637066,0.014882238,"s13_1"
"Oribacterium_asaccharolyticum",3.54e-06,0.000111545,"s13_1"
"Oribacterium_sinus",0.000191677,0.000247704,"s13_1"
"Ottowia_sp001262075",0.000285247,0.000426984,"s13_1"
"Parvimonas_micra",0.000550254,0.000728776,"s13_1"
"Pauljensenia_odontolytica",3.26e-05,0.000196034,"s13_1"
"Pauljensenia_sp000278725",5.82e-05,0.000161802,"s13_1"
"Peptidiphaga_gingivicola",4.89e-05,0.000104424,"s13_1"
"Peptoanaerobacter_stomatis",1.64e-05,0.000556012,"s13_1"
"Peptostreptococcus_stomatis",0.000514419,0.000334495,"s13_1"
"Porphyromonas_catoniae",0.000184819,0.000227806,"s13_1"
"Porphyromonas_endodontalis",0.009626521,0.005970037,"s13_1"
"Porphyromonas_gingivalis",0.009618778,0.012562365,"s13_1"
"Porphyromonas_pasteri",0.009441591,0.007461224,"s13_1"
"Porphyromonas_sp000467855",0.000255827,0.000275843,"s13_1"
"Porphyromonas_sp003640335",0.003790395,0.002575453,"s13_1"
"Prevotella_baroniae",0.000353822,0.000502683,"s13_1"
"Prevotella_conceptionensis",4.69e-05,0.000208004,"s13_1"
"Prevotella_fusca",0.000108502,0.000164538,"s13_1"
"Prevotella_intermedia",0.013510376,0.014991156,"s13_1"
"Prevotella_koreensis",0.000877199,0.000848126,"s13_1"
"Prevotella_loescheii",0.000280602,0.000350278,"s13_1"
"Prevotella_melaninogenica",0.000706427,0.000672998,"s13_1"
"Prevotella_micans",5.87e-05,8.95299e-05,"s13_1"
"Prevotella_nanceiensis",0.000215125,0.00015251,"s13_1"
"Prevotella_nigrescens",0.001717789,0.001862495,"s13_1"
"Prevotella_oris",0.000835059,0.001036639,"s13_1"
"Prevotella_pallens",4.52e-05,0.000194038,"s13_1"
"Prevotella_pleuritidis",0.000783629,0.000870604,"s13_1"
"Prevotella_seregens",5.74e-05,0.00020885,"s13_1"
"Prevotella_sp000467895",0.000211585,0.000183823,"s13_1"
"Rothia_aeria",0.015278933,0.016042622,"s13_1"
"Rothia_dentocariosa",7.02e-05,0.00083194,"s13_1"
"Rothia_mucilaginosa",0.015688831,0.006453954,"s13_1"
"SDRW01_sp007845485",0.00020705,0.000431805,"s13_1"
"Selenomonas_sputigena",2.74e-05,0.0001061,"s13_1"
"Shuttleworthia_satelles",4.34e-05,0.000121468,"s13_1"
"Simonsiella_muelleri",7.78e-05,0.00015595,"s13_1"
"Streptococcus_gordonii",0.000103968,0.000718305,"s13_1"
"Streptococcus_salivarius",0.000439872,0.001140421,"s13_1"
"Streptococcus_sanguinis",0.005138325,0.003101947,"s13_1"
"Streptococcus_timonensis",0.001686709,0.001003346,"s13_1"
"Tannerella_forsythia",0.002850041,0.00366141,"s13_1"
"Tannerella_sp002890585",3.93e-05,0.000129323,"s13_1"
"Tannerella_sp003033925",0.000108724,0.000189251,"s13_1"
"Treponema_B_denticola",0.000581998,0.000812317,"s13_1"
"Treponema_C_lecithinolyticum",0.000440978,0.000431912,"s13_1"
"Veillonella_atypica",0.000160707,0.000306517,"s13_1"
"Veillonella_parvula_A",0.000671808,0.001109908,"s13_1"
"Veillonella_rogosae",0.00073629,0.000563112,"s13_1"
"W11650_sp002999035",0.000985702,0.000721518,"s13_1"
"Actinomyces_massiliensis",5.06e-05,0.001047289,"s13_11"
"Actinomyces_oris",0.007283281,0.005548719,"s13_11"
"Aggregatibacter_sp000466335",0.012677382,0.005103729,"s13_11"
"Alloprevotella_tannerae",0.01622007,0.01345429,"s13_11"
"Bergeyella_A_cardium",0.001607829,0.001568357,"s13_11"
"Bulleidia_extructa",0.000706491,0.001325552,"s13_11"
"Campylobacter_A_rectus",0.005137751,0.003390089,"s13_11"
"Campylobacter_B_gracilis",0.001405281,0.000565011,"s13_11"
"Capnocytophaga_gingivalis",0.000691511,0.001396835,"s13_11"
"Capnocytophaga_leadbetteri",0.000427249,0.001456386,"s13_11"
"Capnocytophaga_ochracea",0.005117919,0.00530249,"s13_11"
"Capnocytophaga_sputigena",0.001916187,0.002348805,"s13_11"
"Cardiobacterium_hominis",0.002249968,0.002596593,"s13_11"
"Catonella_morbi",0.000492339,0.001056901,"s13_11"
"Centipeda_noxia",0.000309624,0.00128217,"s13_11"
"Corynebacterium_durum",0.0015708,0.002156171,"s13_11"
"Corynebacterium_matruchotii",0.00602105,0.005552511,"s13_11"
"Desulfomicrobium_orale",0.003195824,0.003307444,"s13_11"
"Dialister_invisus",0.003566002,0.004696536,"s13_11"
"Eikenella_corrodens",0.000843,0.000955085,"s13_11"
"Eubacterium_B_infirmum",0.000204236,0.00099398,"s13_11"
"Eubacterium_M_brachy",0.008531166,0.008234904,"s13_11"
"F0058_sp000163695",0.0133767,0.008876784,"s13_11"
"Filifactor_alocis",0.011331811,0.007908123,"s13_11"
"Fretibacterium_fastidiosum",0.002435637,0.002969258,"s13_11"
"Fusobacterium_vincentii",0.02209902,0.042471595,"s13_11"
"Gemella_haemolysans_B",0.005817975,0.004883011,"s13_11"
"Gemella_morbillorum",0.002349449,0.002469546,"s13_11"
"Granulicatella_adiacens",0.001763326,0.002628739,"s13_11"
"Granulicatella_sp001058355",0.000365957,0.001593404,"s13_11"
"Haemophilus_A_parahaemolyticus",0.014984423,0.015581329,"s13_11"
"Haemophilus_A_paraphrohaemolyticus",0.004644252,0.004281089,"s13_11"
"Haemophilus_A_sputorum",0.004845429,0.00520738,"s13_11"
"Haemophilus_D_parainfluenzae",0.047473301,0.025273134,"s13_11"
"JABCPE02_sp013333255",0.001565209,0.002193287,"s13_11"
"Kingella_B_oralis",0.00035467,0.000797692,"s13_11"
