"Species","col_2b","col_WMS","Group"
"Saccharimonas_sp013333675",0.000313948,0.000292808,"s11_7"
"Saccharimonas_sp013333795",0.001066302,0.001396013,"s11_7"
"Saccharimonas_sp013333845",0.001149192,0.001413074,"s11_7"
"Scardovia_wiggsiae",0.000611186,0.000600294,"s11_7"
"SDRW01_sp007845485",0.00304713,0.003472031,"s11_7"
"Selenomonas_sputigena",0.000290108,0.000302037,"s11_7"
"Shuttleworthia_satelles",0.0016828,0.001438258,"s11_7"
"Simonsiella_muelleri",0.001512167,0.001634474,"s11_7"
"Slackia_exigua",0.000199643,0.000236087,"s11_7"
"Stomatobaculum_longum",6.79e-05,8.96842e-05,"s11_7"
"Streptococcus_anginosus",0.000455963,0.000527801,"s11_7"
"Streptococcus_australis",0.0007751,0.000764751,"s11_7"
"Streptococcus_constellatus",0.00027223,0.000395201,"s11_7"
"Streptococcus_cristatus",0.0031002,0.004421313,"s11_7"
"Streptococcus_cristatus_B",0.000691085,0.000814457,"s11_7"
"Streptococcus_cristatus_C",0.001703698,0.001557154,"s11_7"
"Streptococcus_cristatus_D",0.001533451,0.002240174,"s11_7"
"Streptococcus_gordonii",0.000747888,0.001021655,"s11_7"
"Streptococcus_infantis",0.001326382,0.001092714,"s11_7"
"Streptococcus_infantis_B",0.00150793,0.001075676,"s11_7"
"Streptococcus_infantis_C",0.00105328,0.001055701,"s11_7"
"Streptococcus_infantis_E",0.001670843,0.001270082,"s11_7"
"Streptococcus_infantis_F",0.001598533,0.00132613,"s11_7"
"Streptococcus_infantis_G",0.000404991,0.000382132,"s11_7"
"Streptococcus_infantis_H",0.001392369,0.00179699,"s11_7"
"Streptococcus_infantis_I",0.003342296,0.003635327,"s11_7"
"Streptococcus_koreensis",0.012817306,0.012080853,"s11_7"
"Streptococcus_mitis",0.00465126,0.007959504,"s11_7"
"Streptococcus_mitis_AC",0.001527712,0.003573318,"s11_7"
"Streptococcus_mitis_AW",0.003100716,0.002731425,"s11_7"
"Streptococcus_mitis_BB",0.002457323,0.004699596,"s11_7"
"Streptococcus_mitis_BG",0.00174377,0.001801719,"s11_7"
"Streptococcus_mitis_BP",0.001853872,0.002379707,"s11_7"
"Streptococcus_mitis_O",0.002302141,0.002760478,"s11_7"
"Streptococcus_oralis",0.010182056,0.011893784,"s11_7"
"Streptococcus_oralis_F",0.001321059,0.001859552,"s11_7"
"Streptococcus_oralis_T",0.001103398,0.002642522,"s11_7"
"Streptococcus_oralis_Y",0.000413555,0.002037659,"s11_7"
"Streptococcus_parasanguinis",0.004219979,0.004856734,"s11_7"
"Streptococcus_parasanguinis_B",0.006598108,0.007958005,"s11_7"
"Streptococcus_peroris",0.000257752,0.000267368,"s11_7"
"Streptococcus_pneumoniae",0.002031509,0.002775622,"s11_7"
"Streptococcus_pneumoniae_D",0.003416295,0.001875278,"s11_7"
"Streptococcus_pseudopneumoniae",0.001097436,0.002301586,"s11_7"
"Streptococcus_pseudopneumoniae_A",0.001834235,0.001423294,"s11_7"
"Streptococcus_pseudopneumoniae_C",0.003002787,0.005071506,"s11_7"
"Streptococcus_pseudopneumoniae_L",0.001545838,0.001905122,"s11_7"
"Streptococcus_pseudopneumoniae_M",0.000981555,0.000992251,"s11_7"
"Streptococcus_pseudopneumoniae_N",0.000682898,0.001151369,"s11_7"
"Streptococcus_pseudopneumoniae_O",0.003228682,0.003748554,"s11_7"
"Streptococcus_salivarius",0.004303752,0.004545614,"s11_7"
"Streptococcus_sanguinis",0.008011951,0.007325244,"s11_7"
"Streptococcus_sanguinis_H",0.001829921,0.001598047,"s11_7"
"Streptococcus_sinensis",0.001150377,0.001464979,"s11_7"
"Streptococcus_sp000220065",0.000416654,0.000447873,"s11_7"
"Streptococcus_sp000235485",0.001146834,0.002290855,"s11_7"
"Streptococcus_sp000314795",0.000289748,0.00030429,"s11_7"
"Streptococcus_sp001553685",0.001733331,0.001391042,"s11_7"
"Streptococcus_sp001556435",0.002151673,0.001687718,"s11_7"
"Streptococcus_sp001587175",0.000816607,0.001072819,"s11_7"
"Streptococcus_sp001811505",0.001469544,0.001488377,"s11_7"
"Streptococcus_sp001814775",0.001499698,0.002065435,"s11_7"
"Streptococcus_sp013394695",0.00147336,0.001070263,"s11_7"
"Streptococcus_sp900550895",0.000662882,0.000959176,"s11_7"
"Streptococcus_sp902460355",0.001616694,0.001923183,"s11_7"
"Streptococcus_timonensis",0.000909105,0.000919948,"s11_7"
"Tannerella_forsythia",0.009368402,0.008893821,"s11_7"
"Tannerella_sp002890585",0.000165682,0.00014202,"s11_7"
"Tannerella_sp003033925",0.002322616,0.002040429,"s11_7"
"TM7x_sp007845355",0.00831511,0.007829836,"s11_7"
"TM7x_sp900555265",0.001305886,0.001664351,"s11_7"
"TM7x_sp900555425",0.003052771,0.002646003,"s11_7"
"TM7x_sp900555675",0.002063078,0.001044852,"s11_7"
"TM7x_sp900555885",0.00325565,0.002613462,"s11_7"
"TM7x_sp900556355",0.012811045,0.016779088,"s11_7"
"TM7x_sp900556885",0.0011346,0.001048111,"s11_7"
"TM7x_sp900557595",0.002751162,0.002434323,"s11_7"
"Treponema_B_denticola",0.001180677,0.001430176,"s11_7"
"Treponema_B_denticola_A",0.000437241,0.000439473,"s11_7"
"Treponema_B_putidum",4.26e-05,8.42465e-05,"s11_7"
"Treponema_C_lecithinolyticum",0.000723779,0.000879932,"s11_7"
"Treponema_C_maltophilum",9.17e-05,0.000138206,"s11_7"
"Treponema_D_buccale",0.000100416,0.000105522,"s11_7"
"Treponema_D_paredis",2.22e-05,3.9004e-05,"s11_7"
"Treponema_D_socranskii",6.01e-05,6.23181e-05,"s11_7"
"Treponema_D_sp014334325",4.12e-05,6.5493e-05,"s11_7"
"Treponema_medium",0.000362004,0.000370406,"s11_7"
"Treponema_sp000775995",0.000269404,0.000379813,"s11_7"
"Treponema_sp010365865",0.000410593,0.000512754,"s11_7"
"Treponema_vincentii",0.000149968,0.000236575,"s11_7"
"UBA1103_sp004138455",0.000818433,0.000665358,"s11_7"
"UBA1103_sp013333515",0.000883991,0.000682757,"s11_7"
"UBA2866_sp004138405",0.000240308,0.000295667,"s11_7"
"UBA2866_sp007845165",0.000543723,0.000502298,"s11_7"
"UBA2866_sp013332955",0.000533084,0.000427908,"s11_7"
"UBA2866_sp013333135",0.000400475,0.000509246,"s11_7"
"UBA2866_sp013333375",0.000513929,0.000434701,"s11_7"
"UMGS1907_sp013333405",0.000418533,0.000586584,"s11_7"
"UMGS1907_sp900555945",0.001927325,0.002765128,"s11_7"
"Veillonella_atypica",0.009986223,0.009324239,"s11_7"
"Veillonella_dispar_A",0.003814314,0.005407278,"s11_7"
"Veillonella_infantium",0.001558282,0.001431955,"s11_7"
"Veillonella_parvula_A",0.004149725,0.005442285,"s11_7"
"Veillonella_rogosae",0.004337731,0.004359216,"s11_7"
"Veillonella_sp003463825",0.000921304,0.000986671,"s11_7"
"Veillonella_sp900552445",0.000916805,0.000661832,"s11_7"
"Veillonella_sp900757715",0.000262978,0.000446955,"s11_7"
"Veillonella_tobetsuensis",0.002041871,0.001967214,"s11_7"
"W11650_sp002999035",0.000103425,9.63206e-05,"s11_7"
"Abiotrophia_defectiva",0.000105952,8.26448e-05,"s11_9"
"Abiotrophia_sp001815865",0.000201667,0.000168484,"s11_9"
"Actinomyces_dentalis",2.1e-05,3.01319e-05,"s11_9"
"Actinomyces_gerencseriae",5.48e-05,6.41966e-05,"s11_9"
"Actinomyces_graevenitzii",8.87e-05,7.8442e-05,"s11_9"
"Actinomyces_israelii",3.24e-06,5.19743e-06,"s11_9"
"Actinomyces_johnsonii",2.5e-05,2.27694e-05,"s11_9"
"Actinomyces_massiliensis",1.55e-05,1.45045e-05,"s11_9"
"Actinomyces_naeslundii",4.66e-05,4.06328e-05,"s11_9"
"Actinomyces_oris",0.000100278,9.16306e-05,"s11_9"
"Actinomyces_oris_A",4.54e-05,3.62818e-05,"s11_9"
"Actinomyces_oris_B",9.33e-06,8.93269e-06,"s11_9"
"Actinomyces_oris_C",5.56e-05,4.83847e-05,"s11_9"
"Actinomyces_oris_E",3.19e-05,3.39891e-05,"s11_9"
"Actinomyces_sp000220835",1.99e-05,2.1045e-05,"s11_9"
"Actinomyces_sp001278845",7.92e-06,1.19649e-05,"s11_9"
"Actinomyces_sp002999235",1.44e-05,1.48749e-05,"s11_9"
"Actinomyces_sp900323545",1.13e-05,1.20152e-05,"s11_9"
"Actinomyces_timonensis",4.56e-05,5.77937e-05,"s11_9"
"Aggregatibacter_actinomycetemcomitans",5.24e-05,7.47094e-05,"s11_9"
"Aggregatibacter_actinomycetemcomitans_A",0.000197204,0.000240784,"s11_9"
"Aggregatibacter_aphrophilus",0.000800921,0.001252065,"s11_9"
"Aggregatibacter_kilianii",0.000334332,0.000397372,"s11_9"
"Aggregatibacter_segnis",0.004683928,0.006107768,"s11_9"
"Aggregatibacter_segnis_A",0.002647062,0.003283212,"s11_9"
"Aggregatibacter_sp000466335",0.004075371,0.004797671,"s11_9"
"Allisonella_pneumosintes",0.00084242,0.000933597,"s11_9"
"Alloprevotella_rava",0.000247743,0.000235846,"s11_9"
"Alloprevotella_tannerae",0.007686186,0.008424718,"s11_9"
"Anaeroglobus_geminatus",0.000291237,0.000290201,"s11_9"
"Anaeroglobus_micronuciformis",1.64e-05,1.51299e-05,"s11_9"
"Arachnia_propionica",0.000180577,0.000170894,"s11_9"
"Arachnia_sp013333735",0.000262148,0.00025304,"s11_9"
"Arachnia_sp013333945",0.000103068,9.14833e-05,"s11_9"
"Arachnia_sp900607225",1.61e-05,1.37379e-05,"s11_9"
"Bacteroides_D_periocalifornicus",3.38e-05,3.04403e-05,"s11_9"
"Bacteroides_heparinolyticus",1.34e-05,1.95823e-05,"s11_9"
"Bacteroides_zoogleoformans",8.15e-06,5.67049e-06,"s11_9"
"Bergeyella_A_cardium",0.002446466,0.002414336,"s11_9"
"Brooklawnia_sp000413315",3.72e-05,2.76631e-05,"s11_9"
"Bulleidia_extructa",0.000566643,0.000581097,"s11_9"
"Bulleidia_moorei",0.001097815,0.001114145,"s11_9"
"Bulleidia_sp900554555",3.51e-05,5.18709e-05,"s11_9"
"CAG-791_sp900625025",5.96e-06,6.09227e-06,"s11_9"
"CAG-793_sp013333395",0.000353873,0.000463818,"s11_9"
"Campylobacter_A_concisus_B",0.000169609,0.000281309,"s11_9"
"Campylobacter_A_concisus_C",0.000215465,0.000129279,"s11_9"
"Campylobacter_A_concisus_D",5.52e-05,0.000183338,"s11_9"
"Campylobacter_A_concisus_F",0.000211438,0.000328873,"s11_9"
"Campylobacter_A_concisus_I",0.000267443,0.000375973,"s11_9"
"Campylobacter_A_concisus_Q",5.15e-05,9.53273e-05,"s11_9"
"Campylobacter_A_concisus_R",5.95e-05,6.78311e-05,"s11_9"
"Campylobacter_A_concisus_T",0.000270511,0.000321415,"s11_9"
"Campylobacter_A_curvus",2.73e-05,3.75186e-05,"s11_9"
"Campylobacter_A_rectus",0.000797152,0.001156017,"s11_9"
"Campylobacter_A_showae",0.000368128,0.000506193,"s11_9"
"Campylobacter_A_showae_A",0.001187565,0.001541952,"s11_9"
"Campylobacter_A_showae_B",0.000311742,0.000378557,"s11_9"
"Campylobacter_A_showae_D",0.000213349,0.00025582,"s11_9"
"Campylobacter_A_showae_E",0.00034868,0.000458858,"s11_9"
"Campylobacter_A_sp014253065",0.000254916,0.000334659,"s11_9"
"Campylobacter_B_gracilis",9.78e-05,0.000128793,"s11_9"
"Campylobacter_B_sp900539505",0.000118702,0.000160085,"s11_9"
"Capnocytophaga_endodontalis",0.000520932,0.000608341,"s11_9"
"Capnocytophaga_gingivalis",0.00335768,0.002736323,"s11_9"
"Capnocytophaga_granulosa",0.00252744,0.002313182,"s11_9"
"Capnocytophaga_haemolytica",9.1e-05,7.34458e-05,"s11_9"
"Capnocytophaga_leadbetteri",0.012514518,0.01167134,"s11_9"
"Capnocytophaga_ochracea",0.001409139,0.001429497,"s11_9"
"Capnocytophaga_sp000192225",0.000248568,0.000252726,"s11_9"
"Capnocytophaga_sp000318275",0.001384296,0.001529299,"s11_9"
"Capnocytophaga_sp000466425",0.002396355,0.002056647,"s11_9"
"Capnocytophaga_sp002999135",0.000132281,0.000175355,"s11_9"
"Capnocytophaga_sputigena",0.002219295,0.002330016,"s11_9"
"Cardiobacterium_hominis",0.001823657,0.001993483,"s11_9"
"Cardiobacterium_valvarum",0.000306361,0.000314918,"s11_9"
"Catonella_morbi",0.000428054,0.000433171,"s11_9"
"Centipeda_artemidis",5.13e-05,4.77905e-05,"s11_9"
"Centipeda_felix",0.000103214,0.000117341,"s11_9"
"Centipeda_flueggei",4.11e-05,4.06987e-05,"s11_9"
"Centipeda_infelix",0.000115114,0.00012982,"s11_9"
"Centipeda_massiliensis",0.000114098,0.000126993,"s11_9"
"Centipeda_noxia",0.000150764,0.000160755,"s11_9"
"Centipeda_periodontii",9.21e-05,0.000105965,"s11_9"
"Centipeda_sp000286455",0.000405278,0.000393581,"s11_9"
"Centipeda_sp000315545",3.96e-06,8.08513e-06,"s11_9"
"Centipeda_sp000318175",0.000209123,0.000187272,"s11_9"
"Centipeda_sp000468035",0.000111055,0.00010112,"s11_9"
"Centipeda_sp001683335",0.000155561,0.000194193,"s11_9"
"Centipeda_sp001717585",0.000106916,0.000108614,"s11_9"
"Comamonas_testosteroni_E",1.87e-06,6.2701e-06,"s11_9"
"Corynebacterium_durum",0.000208804,0.000174629,"s11_9"
"Corynebacterium_matruchotii",0.001544917,0.001384213,"s11_9"
"Cutibacterium_acnes",2.27e-05,1.51276e-05,"s11_9"
"Desulfobulbus_oralis",0.000288821,0.000115456,"s11_9"
"Desulfomicrobium_orale",0.001023712,0.001057464,"s11_9"
"Desulfovibrio_sp000403945",0.000178632,0.000192374,"s11_9"
"Desulfovibrio_sp003860215",0.000101522,0.000125219,"s11_9"
"Dialister_invisus",0.00436459,0.004166546,"s11_9"
"Dialister_sp900555245",0.000157452,0.000183224,"s11_9"
"Eggerthia_catenaformis",0.000227299,0.000235407,"s11_9"
"Eikenella_corrodens",0.002348131,0.002421724,"s11_9"
"Eikenella_corrodens_B",0.000252672,0.000257742,"s11_9"
"Eikenella_exigua",0.000312766,0.000314286,"s11_9"
"Eikenella_halliae",0.000759868,0.00089857,"s11_9"
"Eikenella_longinqua",1.34e-05,1.71064e-05,"s11_9"
"Eikenella_shayeganii",1.65e-05,2.71767e-05,"s11_9"
"Enterobacter_hormaechei_A",1.68e-06,4.27396e-06,"s11_9"
"Eubacterium_A_minutum",1.36e-05,1.34171e-05,"s11_9"
"Eubacterium_A_nodatum",0.004498188,0.005213807,"s11_9"
"Eubacterium_B_infirmum",0.001460049,0.001274594,"s11_9"
"Eubacterium_B_sulci",0.000481282,0.000433974,"s11_9"
"Eubacterium_M_brachy",0.001315194,0.00153245,"s11_9"
"Eubacterium_N_saphenum",0.000740594,0.000765573,"s11_9"
"F0040_sp000318095",0.012318865,0.011443531,"s11_9"
"F0040_sp003639005",0.010960518,0.011145511,"s11_9"
"F0040_sp003859795",2.91e-05,3.42775e-05,"s11_9"
"F0040_sp900095835",0.005222565,0.004887921,"s11_9"
"F0058_sp000163695",0.00189864,0.002638639,"s11_9"
"F0422_sp001553345",0.000551589,0.000490854,"s11_9"
"F0422_sp003992005",0.000173121,0.000133966,"s11_9"
"F0422_sp003992015",0.000439066,0.000412898,"s11_9"
"F0422_sp003992055",0.000534957,0.000443896,"s11_9"
"F0422_sp003992135",8.21e-05,9.6762e-05,"s11_9"
"F0422_sp003992315",0.000111923,0.000101387,"s11_9"
"F0422_sp003999875",0.000172215,0.000128268,"s11_9"
"F0422_sp900544365",5.61e-05,7.28451e-05,"s11_9"
"F0422_sp900766245",0.000178362,0.000117251,"s11_9"
"Filifactor_alocis",0.00753568,0.008873692,"s11_9"
"Flexilinea_sp001717545",4.84e-05,4.4027e-05,"s11_9"
"Fretibacterium_fastidiosum",0.000556654,0.000490995,"s11_9"
"Fretibacterium_sp003860125",3.64e-05,4.16136e-05,"s11_9"
"Fusobacterium_animalis",0.001535307,0.001849135,"s11_9"
"Fusobacterium_hwasookii",0.00178564,0.002649851,"s11_9"
"Fusobacterium_massiliense",0.000227501,0.000292605,"s11_9"
"Fusobacterium_nucleatum",0.004323926,0.005429653,"s11_9"
"Fusobacterium_nucleatum_J",0.001496177,0.003561134,"s11_9"
"Fusobacterium_periodonticum_B",0.001140763,0.00213668,"s11_9"
"Fusobacterium_periodonticum_D",0.001918871,0.001071018,"s11_9"
"Fusobacterium_polymorphum",0.006213587,0.008770745,"s11_9"
"Fusobacterium_pseudoperiodonticum",0.005581701,0.007665404,"s11_9"
"Fusobacterium_sp000235465",0.003188896,0.004476854,"s11_9"
"Fusobacterium_vincentii",0.001081782,0.001492285,"s11_9"
"Gemella_haemolysans",0.000203723,0.000409686,"s11_9"
"Gemella_haemolysans_A",0.000340066,0.000306957,"s11_9"
"Gemella_haemolysans_B",0.000538262,0.000589734,"s11_9"
"Gemella_morbillorum",0.002944336,0.003127604,"s11_9"
"Gemella_sanguinis",0.000971471,0.001158715,"s11_9"
"Gemella_sp002871655",0.001736012,0.001929966,"s11_9"
"Gemella_sp900766305",0.000400059,0.000301422,"s11_9"
"GN02-872_sp002761215",0.000515668,0.00106118,"s11_9"
"GN02-872_sp003260325",0.000744075,0.001149059,"s11_9"
"GN02-873_sp003260345",0.007761052,0.010674945,"s11_9"
"GN02-873_sp013332525",0.001254823,0.001649782,"s11_9"
"Granulicatella_adiacens",0.001600896,0.001818406,"s11_9"
"Granulicatella_elegans",0.001035344,0.001261858,"s11_9"
"Granulicatella_sp001058355",0.000448202,0.000548186,"s11_9"
"Granulicatella_sp001071995",0.000197606,0.00017109,"s11_9"
"Granulicatella_sp900551535",0.000342385,0.000308323,"s11_9"
"Haemophilus_A_parahaemolyticus",0.001029451,0.00141256,"s11_9"
"Haemophilus_A_paraphrohaemolyticus",0.000106546,9.93814e-05,"s11_9"
"Haemophilus_A_sputorum",0.000164136,0.000292412,"s11_9"
"Haemophilus_D_parainfluenzae",0.002464607,0.003187915,"s11_9"
"Haemophilus_D_parainfluenzae_A",0.000824415,0.001139812,"s11_9"
"Haemophilus_D_parainfluenzae_J",0.000606846,0.000770587,"s11_9"
"Haemophilus_D_parainfluenzae_K",0.002770698,0.003179296,"s11_9"
"Haemophilus_D_parainfluenzae_L",0.001044376,0.001855322,"s11_9"
"Haemophilus_D_parainfluenzae_M",0.002779751,0.002545836,"s11_9"
"Haemophilus_D_parainfluenzae_N",0.00088813,0.000994856,"s11_9"
"Haemophilus_D_pittmaniae",1.57e-05,3.77083e-05,"s11_9"
"Haemophilus_D_sp001679485",0.004521626,0.005529063,"s11_9"
"Haemophilus_D_sp001815355",0.003566501,0.003078792,"s11_9"
"Haemophilus_D_sp900755445",0.001038725,0.001658834,"s11_9"
"Haemophilus_D_sp900756155",0.000227891,0.000772323,"s11_9"
"Haemophilus_D_sp900756875",0.002087979,0.00245788,"s11_9"
"Haemophilus_D_sp900764435",0.000461028,0.000676964,"s11_9"
"Haemophilus_haemolyticus",0.007393271,0.009195128,"s11_9"
"Haemophilus_haemolyticus_I",0.000777902,0.000871645,"s11_9"
"Haemophilus_influenzae_D",0.000205003,0.000187465,"s11_9"
"Haemophilus_quentini",6.34e-05,0.000174951,"s11_9"
"Haemophilus_sp001276515",0.000137111,0.00030524,"s11_9"
"Haemophilus_sp002998595",0.000868912,0.001451726,"s11_9"
"HOT-345_sp003260355",0.002866195,0.00297309,"s11_9"
"HOT-345_sp013333295",0.001905046,0.002450744,"s11_9"
"HOT-345_sp013333605",0.002657227,0.002953864,"s11_9"
"JABCPE02_sp013333255",0.000575465,0.000628873,"s11_9"
"JABCPE02_sp013333875",0.000238611,0.000322277,"s11_9"
"JABCPG02_sp013333195",5.22e-05,5.93944e-05,"s11_9"
"Johnsonella_ignava",0.000221778,0.000220451,"s11_9"
"Johnsonella_sp900766185",0.000602811,0.000593167,"s11_9"
"Kingella_A_denitrificans",0.001149644,0.001458962,"s11_9"
"Kingella_B_oralis",6.65e-05,0.00011974,"s11_9"
"Kingella_kingae",9.31e-06,1.58109e-05,"s11_9"
"Kingella_negevensis",6.45e-06,1.40574e-05,"s11_9"
"Lachnoanaerobaculum_gingivalis",0.000361074,0.000345831,"s11_9"
"Lachnoanaerobaculum_orale",4.96e-05,4.63343e-05,"s11_9"
"Lachnoanaerobaculum_saburreum",0.000118182,0.000136178,"s11_9"
"Lachnoanaerobaculum_sp000209465",0.000215585,0.000227087,"s11_9"
"Lachnoanaerobaculum_sp000287675",0.000240969,0.000194646,"s11_9"
"Lachnoanaerobaculum_sp000296385",0.00015714,0.000182442,"s11_9"
"Lancefieldella_parvula",6.98e-05,7.67393e-05,"s11_9"
"Lancefieldella_rimae",0.000574059,0.000531283,"s11_9"
"Lancefieldella_sp000411555",1.18e-05,1.40061e-05,"s11_9"
"Lancefieldella_sp000564995",0.000299819,0.000269861,"s11_9"
"Lancefieldella_sp900555335",5.38e-05,5.0335e-05,"s11_9"
"Lautropia_dentalis",0.000632229,0.000680767,"s11_9"
"Lautropia_mirabilis",0.001339983,0.001326424,"s11_9"
"Leptotrichia_A_sp000469505",0.002247541,0.001833378,"s11_9"
"Leptotrichia_A_sp001274535",0.002137497,0.001822961,"s11_9"
"Leptotrichia_buccalis",0.001626877,0.002267283,"s11_9"
"Leptotrichia_hofstadii",0.000385704,0.000498874,"s11_9"
"Leptotrichia_hongkongensis",0.000340042,0.000447685,"s11_9"
"Leptotrichia_massiliensis",0.000559092,0.000678801,"s11_9"
"Leptotrichia_shahii",0.000112792,0.000207262,"s11_9"
"Leptotrichia_sp000469385",0.000187104,0.000339707,"s11_9"
"Leptotrichia_sp002240055",0.000213366,0.000294581,"s11_9"
"Leptotrichia_sp013394795",9.35e-05,0.000186536,"s11_9"
"Leptotrichia_trevisanii",0.000284393,0.000466236,"s11_9"
"Leptotrichia_wadei",0.000463334,0.000566756,"s11_9"
"Leptotrichia_wadei_A",0.000147418,0.000231327,"s11_9"
"Metamycoplasma_orale",0.000135122,0.000340346,"s11_9"
"Mitsuokella_sp000469545",5.87e-06,8.31299e-06,"s11_9"
"Mogibacterium_diversum",0.000371625,0.000312931,"s11_9"
"Mogibacterium_pumilum",7.86e-05,5.66349e-05,"s11_9"
"Mogibacterium_timidum",0.000763343,0.000702541,"s11_9"
"Mycobacterium_sp001665295",4.28e-06,3.02651e-06,"s11_9"
"Neisseria_bacilliformis",0.000128046,0.000169778,"s11_9"
"Neisseria_bergeri",9.95e-05,0.000185059,"s11_9"
"Neisseria_cerebrosa",0.001084779,0.001454119,"s11_9"
"Neisseria_chenwenguii",1.26e-05,2.78798e-05,"s11_9"
"Neisseria_cinerea",0.008366296,0.009133087,"s11_9"
"Neisseria_dumasiana",3.49e-05,4.4999e-05,"s11_9"
"Neisseria_elongata",0.038211246,0.044451319,"s11_9"
"Neisseria_flavescens",0.002770327,0.002818298,"s11_9"
"Neisseria_flavescens_A",0.005971151,0.006708716,"s11_9"
"Neisseria_flavescens_B",0.021766692,0.025127719,"s11_9"
"Neisseria_flavescens_C",0.002920441,0.002409016,"s11_9"
"Neisseria_gonorrhoeae",0.000140613,9.53723e-05,"s11_9"
"Neisseria_lactamica",0.000912091,0.001306746,"s11_9"
"Neisseria_lactamica_B",0.001145438,0.001035205,"s11_9"
"Neisseria_macacae",0.001390227,0.001477654,"s11_9"
"Neisseria_meningitidis",0.002661613,0.003401356,"s11_9"
"Neisseria_mucosa",0.007357501,0.006707806,"s11_9"
"Neisseria_mucosa_A",0.002210958,0.003108011,"s11_9"
"Neisseria_musculi",2.65e-06,1.22934e-05,"s11_9"
"Neisseria_perflava",0.002696516,0.002944237,"s11_9"
"Neisseria_polysaccharea",0.000358612,0.000459817,"s11_9"
"Neisseria_potus",0.000134801,7.47354e-05,"s11_9"
"Neisseria_sicca",0.000680686,0.001224294,"s11_9"
"Neisseria_sicca_A",0.001720924,0.001791783,"s11_9"
"Neisseria_sicca_B",0.002581611,0.002976279,"s11_9"
"Neisseria_sicca_C",0.001757629,0.001718614,"s11_9"
"Neisseria_sicca_D",0.00255464,0.002753695,"s11_9"
"Neisseria_sicca_E",0.000346565,0.000257087,"s11_9"
"Neisseria_sp000090875",0.005638398,0.006633415,"s11_9"
"Neisseria_sp000186165",0.008131406,0.010326992,"s11_9"
"Neisseria_sp000227275",0.00247658,0.003294104,"s11_9"
"Neisseria_sp000952795",0.000889204,0.002343942,"s11_9"
"Neisseria_sp001809325",0.001351475,0.001458369,"s11_9"
"Neisseria_sp001815675",0.001252519,0.001664845,"s11_9"
"Neisseria_sp002237445",0.000419965,0.000532928,"s11_9"
"Neisseria_sp011038745",7.06e-06,7.64341e-06,"s11_9"
"Neisseria_subflava",0.080599132,0.0792908,"s11_9"
"Neisseria_subflava_A",0.018375251,0.020779732,"s11_9"
"Neisseria_subflava_B",0.001828077,0.001292855,"s11_9"
"Neisseria_subflava_C",0.022341281,0.018465663,"s11_9"
"Neisseria_weaveri",5.09e-05,5.24485e-05,"s11_9"
"Olsenella_phocaeensis",8.67e-06,8.35345e-06,"s11_9"
"Olsenella_profusa",2.77e-06,3.01037e-06,"s11_9"
"Olsenella_sp001189515",4.14e-05,3.93393e-05,"s11_9"
"Olsenella_uli",4.44e-05,4.37343e-05,"s11_9"
"Oribacterium_asaccharolyticum",7.21e-05,8.34591e-05,"s11_9"
"Oribacterium_parvum",0.000189648,0.000178401,"s11_9"
"Oribacterium_sinus",0.000418799,0.000435303,"s11_9"
"Oribacterium_sp000160135",0.000101106,8.77193e-05,"s11_9"
"Oribacterium_sp013394775",7.13e-05,6.33485e-05,"s11_9"
"Ottowia_sp001262075",0.00564943,0.00721909,"s11_9"
"Parvimonas_micra",0.001446926,0.002290739,"s11_9"
"Parvimonas_sp000223315",0.001002911,0.001290387,"s11_9"
"Pauljensenia_cardiffensis",0.000208508,0.000206149,"s11_9"
"Pauljensenia_hongkongensis",1.76e-05,2.71474e-05,"s11_9"
"Pauljensenia_marseillensis",2.05e-05,2.02687e-05,"s11_9"
"Pauljensenia_meyeri",7.57e-05,7.85224e-05,"s11_9"
"Pauljensenia_odontolytica",1.04e-05,1.0588e-05,"s11_9"
"Pauljensenia_odontolytica_A",1.99e-05,1.85316e-05,"s11_9"
"Pauljensenia_odontolytica_B",4.85e-05,5.48358e-05,"s11_9"
"Pauljensenia_odontolytica_C",1.73e-05,1.43011e-05,"s11_9"
"Pauljensenia_sp000185285",0.000147156,0.000125953,"s11_9"
"Pauljensenia_sp000278725",0.00026243,0.000267378,"s11_9"
"Pauljensenia_sp000308055",1.9e-05,1.75063e-05,"s11_9"
"Pauljensenia_sp000411415",8.64e-05,9.995e-05,"s11_9"
"Pauljensenia_sp000466265",2.29e-05,3.06784e-05,"s11_9"
"Pauljensenia_sp001064145",1.96e-05,2.77975e-05,"s11_9"
"Pauljensenia_sp001072465",2.24e-05,1.87081e-05,"s11_9"
"Pauljensenia_sp001838165",3.85e-05,3.72561e-05,"s11_9"
"Pauljensenia_sp900541895",3.07e-05,2.22031e-05,"s11_9"
"Pauljensenia_sp900554605",1.82e-05,1.74629e-05,"s11_9"
"Pauljensenia_sp900556405",7.56e-05,9.32678e-05,"s11_9"
"Pauljensenia_sp902373435",2.36e-05,2.84606e-05,"s11_9"
"Pauljensenia_sp902373545",0.000110602,0.000107042,"s11_9"
"Peptidiphaga_gingivicola",4.77e-05,5.4067e-05,"s11_9"
"Peptidiphaga_sp000466165",0.000108079,0.000122267,"s11_9"
"Peptoanaerobacter_margaretiae",0.000127359,0.000130084,"s11_9"
"Peptoanaerobacter_stomatis",0.000736606,0.000892405,"s11_9"
